company,environment_rating,environment_percentage,Country,Sales,Profits,Assets,Market Value,posts_per_year,is_video_x,is_sponsored_x,caption,video_view_count,video_length_x,likes_x,comments_x,caption_num_words_x,caption_unique_words_x,mention_counts_x,hashtag_counts_x,emoji_counts_x,mentions_eco,mentions_eco-friendly,mentions_green,mentions_organic,mentions_clean,mentions_sustainable,mentions_sustainability,mentions_carbon,mentions_emissions,hashtags_eco,hashtags_eco-friendly,hashtags_green,hashtags_organic,hashtags_clean,hashtags_sustainable,hashtags_sustainability,hashtags_carbon,hashtags_emissions,caption_eco,caption_eco-friendly,caption_green,caption_organic,caption_clean,caption_sustainable,caption_sustainability,caption_carbon,caption_emissions,likely_automated,has_location,is_video_0,is_video_1,is_sponsored_0,is_sponsored_1,video_length_0,video_length_1,likes_0,likes_1,comments_0,comments_1,caption_num_words_0,caption_num_words_1,caption_unique_words_0,caption_unique_words_1,mention_counts_0,mention_counts_1,hashtag_counts_0,hashtag_counts_1,emoji_counts_0,emoji_counts_1,is_video_y,is_video_y,is_sponsored_y,is_sponsored_y,video_length_y,video_length_y,likes_y,likes_y,comments_y,comments_y,caption_num_words_y,caption_num_words_y,caption_unique_words_y,caption_unique_words_y,mention_counts_y,mention_counts_y,hashtag_counts_y,hashtag_counts_y,emoji_counts_y,emoji_counts_y,is_video_green_diff,is_sponsored_green_diff,video_length_green_diff,likes_green_diff,comments_green_diff,caption_num_words_green_diff,caption_unique_words_green_diff,mention_counts_green_diff,hashtag_counts_green_diff,emoji_counts_green_diff,posts_per_day,captions_per_year
HDFC Bank,51.0,49.0,India,207.41,38.437,2089.63,731.46,258,0.29844961240310075,0.0,258,13048.213178294574,8.61986821705426,3214.0271317829456,51.13565891472868,37.957364341085274,34.08139534883721,1.1395348837209303,3.6666666666666665,0.06589147286821706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.027131782945736434,0.0,0.2971887550200803,0.3333333333333333,0.0,0.0,8.67172690763052,7.185111111111111,3287.738955823293,1174.6666666666667,51.493975903614455,41.22222222222222,37.95582329317269,38.0,34.12048192771084,33.0,1.144578313253012,1.0,3.6586345381526106,3.888888888888889,0.06827309236947791,0.0,0.2971887550200803,0.3333333333333333,0.0,0.0,8.67172690763052,7.185111111111111,3287.738955823293,1174.6666666666667,51.493975903614455,41.22222222222222,37.95582329317269,38.0,34.12048192771084,33.0,1.144578313253012,1.0,3.6586345381526106,3.888888888888889,0.06827309236947791,0.0,0.03614457831325302,0.0,-1.4866157965194091,-2113.0722891566265,-10.271753681392234,0.04417670682730801,-1.1204819277108413,-0.14457831325301207,0.2302543507362782,-0.06827309236947791,0.7610619469026548,1.0
HP,73.0,95.0,United States,583.69,30.27,316.56,221.76,46,0.45652173913043476,0.0,45,4692.673913043478,52.03634782608696,2001.7608695652175,65.71739130434783,46.32608695652174,40.32608695652174,1.434782608695652,2.630434782608696,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.043478260869565216,0.0,0.0,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.0,0.044444444444444446,0.06666666666666667,0.044444444444444446,0.0,0.0,0.0,0.0,0.4878048780487805,0.2,0.0,0.0,56.550707317073176,15.018600000000001,1986.8048780487804,2124.4,66.48780487804878,59.4,42.41463414634146,78.4,37.41463414634146,64.2,1.4878048780487805,1.0,2.3658536585365852,4.8,0.325,1.0,0.4878048780487805,0.2,0.0,0.0,56.550707317073176,15.018600000000001,1986.8048780487804,2124.4,66.48780487804878,59.4,42.41463414634146,78.4,37.41463414634146,64.2,1.4878048780487805,1.0,2.3658536585365852,4.8,0.325,1.0,-0.28780487804878047,0.0,-41.53210731707318,137.59512195121965,-7.087804878048779,35.98536585365854,26.78536585365854,-0.4878048780487805,2.4341463414634146,0.675,0.13569321533923304,0.9782608695652174
Hainan Airlines,60.0,72.0,China,104.28,-5.334,275.82,41.34,12,0.16666666666666666,0.0,12,915.8333333333334,10.691666666666668,685.0833333333334,12.166666666666666,15.333333333333334,14.25,1.0,1.0833333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,,0.0,,10.691666666666668,,685.0833333333334,,12.166666666666666,,15.333333333333334,,14.25,,1.0,,1.0833333333333333,,0.16666666666666666,,0.16666666666666666,,0.0,,10.691666666666668,,685.0833333333334,,12.166666666666666,,15.333333333333334,,14.25,,1.0,,1.0833333333333333,,0.16666666666666666,,,,,,,,,,,,0.035398230088495575,1.0
Halkbank,56.0,62.0,Turkey,89.52,2.531,763.1,9.3,210,0.2571428571428571,0.0,208,136866.81904761904,12.630042857142856,2647.4761904761904,87.16666666666667,23.476190476190474,22.39047619047619,1.0047619047619047,1.1333333333333333,0.1201923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.2608695652173913,0.0,0.0,0.0,12.813086956521738,0.0,2641.0289855072465,3092.3333333333335,88.17874396135265,17.333333333333332,23.429951690821255,26.666666666666668,22.36231884057971,24.333333333333332,1.0048309178743962,1.0,1.1352657004830917,1.0,0.12195121951219512,0.0,0.2608695652173913,0.0,0.0,0.0,12.813086956521738,0.0,2641.0289855072465,3092.3333333333335,88.17874396135265,17.333333333333332,23.429951690821255,26.666666666666668,22.36231884057971,24.333333333333332,1.0048309178743962,1.0,1.1352657004830917,1.0,0.12195121951219512,0.0,-0.2608695652173913,0.0,-12.813086956521738,451.304347826087,-70.84541062801932,3.2367149758454126,1.9710144927536213,-0.004830917874396157,-0.13526570048309172,-0.12195121951219512,0.6194690265486725,0.9904761904761905
Halyk Bank,48.0,39.0,Kazakhstan,25.83,8.734,241.16,26.34,31,0.3870967741935484,0.0,29,9611.709677419354,63.97206451612904,664.0322580645161,101.87096774193549,91.83870967741936,76.74193548387096,1.0,1.0,1.9310344827586208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3870967741935484,,0.0,,63.97206451612904,,664.0322580645161,,101.87096774193549,,91.83870967741936,,76.74193548387096,,1.0,,1.0,,1.9310344827586208,,0.3870967741935484,,0.0,,63.97206451612904,,664.0322580645161,,101.87096774193549,,91.83870967741936,,76.74193548387096,,1.0,,1.0,,1.9310344827586208,,,,,,,,,,,,0.09144542772861357,0.9354838709677419
Hasbro,69.0,89.0,United States,50.89,4.2410000000000005,104.24,98.93,175,0.21714285714285714,0.005714285714285714,175,1409.1885714285713,8.560405714285714,1199.5314285714285,47.82857142857143,37.114285714285714,31.251428571428573,1.4857142857142858,2.8285714285714287,0.30857142857142855,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017142857142857144,0.0,0.005714285714285714,0.0,0.0,0.005714285714285714,0.0,0.0,0.0,0.005714285714285714,0.0,0.21893491124260356,0.16666666666666666,0.005917159763313609,0.0,8.671153846153846,5.441,1213.5917159763314,803.5,48.52662721893491,28.166666666666668,36.994082840236686,40.5,31.118343195266274,35.0,1.485207100591716,1.5,2.8698224852071004,1.6666666666666667,0.3076923076923077,0.3333333333333333,0.21893491124260356,0.16666666666666666,0.005917159763313609,0.0,8.671153846153846,5.441,1213.5917159763314,803.5,48.52662721893491,28.166666666666668,36.994082840236686,40.5,31.118343195266274,35.0,1.485207100591716,1.5,2.8698224852071004,1.6666666666666667,0.3076923076923077,0.3333333333333333,-0.0522682445759369,-0.005917159763313609,-3.230153846153846,-410.09171597633144,-20.359960552268245,3.505917159763314,3.8816568047337263,0.014792899408283988,-1.2031558185404336,0.025641025641025605,0.5162241887905604,1.0
Heineken,70.0,90.0,Netherlands,268.27,12.166,522.01,223.76,73,0.547945205479452,0.0,72,13923.479452054795,13.874191780821919,5280.630136986301,75.13698630136986,12.561643835616438,12.027397260273972,1.082191780821918,1.7397260273972603,0.2777777777777778,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.5492957746478874,0.5,0.0,0.0,14.165014084507044,3.55,5356.760563380281,2578.0,76.8169014084507,15.5,11.95774647887324,34.0,11.549295774647888,29.0,1.0704225352112675,1.5,1.732394366197183,2.0,0.2571428571428571,1.0,0.5492957746478874,0.5,0.0,0.0,14.165014084507044,3.55,5356.760563380281,2578.0,76.8169014084507,15.5,11.95774647887324,34.0,11.549295774647888,29.0,1.0704225352112675,1.5,1.732394366197183,2.0,0.2571428571428571,1.0,-0.04929577464788737,0.0,-10.615014084507045,-2778.7605633802814,-61.316901408450704,22.04225352112676,17.450704225352112,0.4295774647887325,0.267605633802817,0.7428571428571429,0.2153392330383481,0.9863013698630136
Henkel,76.0,98.0,Germany,225.13,23.336,358.54,385.48,125,0.128,0.0,125,347.744,5.691919999999999,404.608,27.728,60.12,52.544,1.176,8.56,2.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.072,0.016,0.024,0.008,0.168,0.024,0.0,0.08,0.0,0.128,0.024,0.056,0.048,0.104,0.024,0.056,0.016,0.112,0.16129032258064516,0.03125,0.0,0.0,7.550075268817204,0.29165625,401.9569892473118,412.3125,32.25806451612903,14.5625,59.03225806451613,63.28125,51.58064516129032,55.34375,1.2150537634408602,1.0625,8.516129032258064,8.6875,2.0,2.21875,0.16129032258064516,0.03125,0.0,0.0,7.550075268817204,0.29165625,401.9569892473118,412.3125,32.25806451612903,14.5625,59.03225806451613,63.28125,51.58064516129032,55.34375,1.2150537634408602,1.0625,8.516129032258064,8.6875,2.0,2.21875,-0.13004032258064516,0.0,-7.258419018817204,10.35551075268819,-17.695564516129032,4.248991935483872,3.7631048387096797,-0.15255376344086025,0.17137096774193594,0.21875,0.3687315634218289,1.0
Hershey,68.0,88.0,United States,80.07,11.165,88.55,275.47,33,0.7575757575757576,0.0,32,7569.272727272727,5.41451515151515,2359.6969696969695,67.06060606060606,17.272727272727273,15.787878787878787,1.121212121212121,1.3636363636363635,0.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.7419354838709677,1.0,0.0,0.0,5.394064516129031,5.7315,2427.548387096774,1308.0,69.96774193548387,22.0,17.774193548387096,9.5,16.193548387096776,9.5,1.1290322580645162,1.0,1.3870967741935485,1.0,0.36666666666666664,0.0,0.7419354838709677,1.0,0.0,0.0,5.394064516129031,5.7315,2427.548387096774,1308.0,69.96774193548387,22.0,17.774193548387096,9.5,16.193548387096776,9.5,1.1290322580645162,1.0,1.3870967741935485,1.0,0.36666666666666664,0.0,0.25806451612903225,0.0,0.33743548387096833,-1119.5483870967741,-47.96774193548387,-8.274193548387096,-6.693548387096776,-0.12903225806451624,-0.3870967741935485,-0.36666666666666664,0.09734513274336283,0.9696969696969697
Hewlett Packard Enterprise,73.0,95.0,United States,283.51,12.05,522.44,129.61,41,0.4634146341463415,0.0,41,1036.2682926829268,20.365024390243907,404.1707317073171,5.7560975609756095,54.19512195121951,46.170731707317074,1.2195121951219512,2.097560975609756,0.4878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12195121951219512,0.0,0.024390243902439025,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.4722222222222222,0.4,0.0,0.0,21.60847222222223,11.412200000000002,390.52777777777777,502.4,5.833333333333333,5.2,51.47222222222222,73.8,44.416666666666664,58.8,1.1944444444444444,1.4,2.138888888888889,1.8,0.5277777777777778,0.2,0.4722222222222222,0.4,0.0,0.0,21.60847222222223,11.412200000000002,390.52777777777777,502.4,5.833333333333333,5.2,51.47222222222222,73.8,44.416666666666664,58.8,1.1944444444444444,1.4,2.138888888888889,1.8,0.5277777777777778,0.2,-0.07222222222222219,0.0,-10.196272222222227,111.8722222222222,-0.6333333333333329,22.327777777777776,14.383333333333333,0.2055555555555555,-0.3388888888888888,-0.3277777777777778,0.12094395280235988,1.0
Hikvision,63.0,79.0,China,81.46,17.762,103.04,424.84,25,0.64,0.0,25,2224.4,29.95524,421.64,14.24,22.32,21.12,1.04,2.88,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.36,0.6521739130434783,0.5,0.0,0.0,29.95108695652174,30.003,432.04347826086956,302.0,14.304347826086957,13.5,22.565217391304348,19.5,21.347826086956523,18.5,1.0434782608695652,1.0,2.9565217391304346,2.0,0.6521739130434783,1.0,0.6521739130434783,0.5,0.0,0.0,29.95108695652174,30.003,432.04347826086956,302.0,14.304347826086957,13.5,22.565217391304348,19.5,21.347826086956523,18.5,1.0434782608695652,1.0,2.9565217391304346,2.0,0.6521739130434783,1.0,-0.15217391304347827,0.0,0.051913043478261756,-130.04347826086956,-0.804347826086957,-3.0652173913043477,-2.8478260869565233,-0.04347826086956519,-0.9565217391304346,0.34782608695652173,0.07374631268436578,1.0
Hilton,63.0,77.0,United States,94.67,8.81,149.57,209.84,357,0.12044817927170869,0.03081232492997199,357,5233.0672268907565,13.872394957983195,8487.212885154062,144.3081232492997,64.29131652661064,48.21568627450981,1.5742296918767507,2.434173669467787,1.1680672268907564,0.0028011204481792717,0.0,0.01680672268907563,0.0,0.0,0.0,0.0,0.0,0.0,0.1876750700280112,0.0,0.1484593837535014,0.0,0.0,0.0056022408963585435,0.0,0.0,0.0,0.24089635854341737,0.0,0.5658263305322129,0.0,0.011204481792717087,0.008403361344537815,0.0056022408963585435,0.0,0.0,0.01680672268907563,0.9215686274509803,0.07834101382488479,0.18571428571428572,0.03225806451612903,0.02857142857142857,5.850797235023042,26.305871428571425,9234.018433179723,7329.664285714286,148.7926267281106,137.35714285714286,50.41013824884793,85.80714285714286,38.382488479262676,63.457142857142856,1.1336405529953917,2.257142857142857,1.1290322580645162,4.457142857142857,1.1290322580645162,1.2285714285714286,0.07834101382488479,0.18571428571428572,0.03225806451612903,0.02857142857142857,5.850797235023042,26.305871428571425,9234.018433179723,7329.664285714286,148.7926267281106,137.35714285714286,50.41013824884793,85.80714285714286,38.382488479262676,63.457142857142856,1.1336405529953917,2.257142857142857,1.1290322580645162,4.457142857142857,1.1290322580645162,1.2285714285714286,0.10737327188940093,-0.003686635944700461,20.455074193548384,-1904.3541474654367,-11.435483870967744,35.397004608294935,25.07465437788018,1.1235023041474654,3.3281105990783413,0.09953917050691241,1.0530973451327434,1.0
Hologic,54.0,55.0,United States,33.25,6.162000000000001,68.22,129.36,135,0.3037037037037037,0.0,133,184.9037037037037,39.73169629629629,91.86666666666666,2.0,38.77037037037037,34.45185185185185,1.0518518518518518,2.2222222222222223,0.3383458646616541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407408,0.0,0.007407407407407408,0.0,0.0,0.06766917293233082,0.0,0.007518796992481203,0.0,0.0,0.0,0.015037593984962405,0.0,0.007518796992481203,0.007407407407407408,0.044444444444444446,0.296,0.4,0.0,0.0,34.140384,109.6231,91.392,97.8,1.976,2.3,38.24,45.4,33.976,40.4,1.056,1.0,2.184,2.7,0.34146341463414637,0.3,0.296,0.4,0.0,0.0,34.140384,109.6231,91.392,97.8,1.976,2.3,38.24,45.4,33.976,40.4,1.056,1.0,2.184,2.7,0.34146341463414637,0.3,0.10400000000000004,0.0,75.482716,6.408000000000001,0.32399999999999984,7.159999999999997,6.4239999999999995,-0.05600000000000005,0.516,-0.04146341463414638,0.39823008849557523,0.9851851851851852
Home Depot,67.0,86.0,United States,1102.25,112.42,512.36,2361.24,209,0.09090909090909091,0.0,209,2085.9234449760766,7.600540669856458,2544.2727272727275,66.58373205741627,24.61244019138756,22.80861244019139,1.1148325358851674,1.0047846889952152,0.3157894736842105,0.014354066985645933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15311004784688995,0.0,0.014354066985645933,0.004784688995215311,0.004784688995215311,0.0,0.0,0.0,0.0,0.014354066985645933,0.0,0.08823529411764706,0.10256410256410256,0.0,0.0,6.7122352941176455,11.472641025641025,2499.247058823529,2740.5384615384614,70.72941176470589,48.51282051282051,23.711764705882352,28.53846153846154,22.01764705882353,26.256410256410255,1.1411764705882352,1.0,1.0058823529411764,1.0,0.35294117647058826,0.15384615384615385,0.08823529411764706,0.10256410256410256,0.0,0.0,6.7122352941176455,11.472641025641025,2499.247058823529,2740.5384615384614,70.72941176470589,48.51282051282051,23.711764705882352,28.53846153846154,22.01764705882353,26.256410256410255,1.1411764705882352,1.0,1.0058823529411764,1.0,0.35294117647058826,0.15384615384615385,0.014328808446455496,0.0,4.760405731523379,241.29140271493225,-22.216591251885376,4.826696832579188,4.238763197586724,-0.14117647058823524,-0.00588235294117645,-0.1990950226244344,0.616519174041298,1.0
Honda Motor,69.0,89.0,Japan,1423.9,43.323,1885.32,426.46,209,0.23923444976076555,0.0,208,1323.3157894736842,3.1814736842105273,1492.9952153110048,9.669856459330143,26.62200956937799,24.177033492822968,1.0382775119617225,3.138755980861244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,0.004784688995215311,0.24154589371980675,0.0,0.0,0.0,3.2122125603864746,0.0,1492.9710144927535,1495.5,9.719806763285025,4.5,26.07246376811594,83.5,23.830917874396135,60.0,1.038647342995169,1.0,3.1449275362318843,2.5,0.0,0.0,0.24154589371980675,0.0,0.0,0.0,3.2122125603864746,0.0,1492.9710144927535,1495.5,9.719806763285025,4.5,26.07246376811594,83.5,23.830917874396135,60.0,1.038647342995169,1.0,3.1449275362318843,2.5,0.0,0.0,-0.24154589371980675,0.0,-3.2122125603864746,2.528985507246489,-5.219806763285025,57.42753623188406,36.169082125603865,-0.03864734299516903,-0.6449275362318843,0.0,0.616519174041298,0.9952153110047847
Hormel Foods,60.0,71.0,United States,95.21,9.803,82.9,251.95,212,0.3632075471698113,0.0,211,158.4811320754717,86.30435377358491,66.91981132075472,1.919811320754717,40.693396226415096,35.83490566037736,1.2075471698113207,3.3537735849056602,0.45023696682464454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061611374407582936,0.0,0.018957345971563982,0.0,0.0,0.0,0.004739336492890996,0.0,0.0,0.04245283018867924,0.0047169811320754715,0.3723404255319149,0.2916666666666667,0.0,0.0,94.19364361702127,24.50491666666667,67.7872340425532,60.125,2.0,1.2916666666666667,40.26063829787234,44.083333333333336,35.494680851063826,38.5,1.2127659574468086,1.1666666666666667,3.393617021276596,3.0416666666666665,0.45454545454545453,0.4166666666666667,0.3723404255319149,0.2916666666666667,0.0,0.0,94.19364361702127,24.50491666666667,67.7872340425532,60.125,2.0,1.2916666666666667,40.26063829787234,44.083333333333336,35.494680851063826,38.5,1.2127659574468086,1.1666666666666667,3.393617021276596,3.0416666666666665,0.45454545454545453,0.4166666666666667,-0.08067375886524819,0.0,-69.68872695035459,-7.6622340425531945,-0.7083333333333333,3.8226950354609954,3.0053191489361737,-0.046099290780141855,-0.3519503546099294,-0.037878787878787845,0.6253687315634219,0.9952830188679245
Humana,69.0,89.0,United States,677.16,26.14,346.33,504.79,10,0.6,0.0,10,47111.4,48.0434,927.6,16.5,39.0,33.7,1.0,1.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.625,0.5,0.0,0.0,40.84412499999999,76.8405,1082.75,307.0,19.125,6.0,36.25,50.0,31.125,44.0,1.0,1.0,1.5,1.5,0.0,0.5,0.625,0.5,0.0,0.0,40.84412499999999,76.8405,1082.75,307.0,19.125,6.0,36.25,50.0,31.125,44.0,1.0,1.0,1.5,1.5,0.0,0.5,-0.125,0.0,35.996375000000015,-775.75,-13.125,13.75,12.875,0.0,0.0,0.5,0.029498525073746312,1.0
Huntington Bank,59.0,70.0,United States,54.34,11.01,1138.97,93.71,12,0.4166666666666667,0.0,12,315.0,30.794333333333338,99.16666666666667,0.0,41.5,36.416666666666664,1.75,1.3333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,24.602444444444444,49.370000000000005,95.88888888888889,109.0,0.0,0.0,37.55555555555556,53.333333333333336,33.22222222222222,46.0,1.0,4.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,24.602444444444444,49.370000000000005,95.88888888888889,109.0,0.0,0.0,37.55555555555556,53.333333333333336,33.22222222222222,46.0,1.0,4.0,1.3333333333333333,1.3333333333333333,0.0,0.0,-0.1111111111111111,0.0,24.76755555555556,13.111111111111114,0.0,15.777777777777779,12.777777777777779,3.0,0.0,0.0,0.035398230088495575,1.0
Hyundai Mobis,74.0,95.0,South Korea,318.97,18.231,387.02,131.54,235,0.2936170212765957,0.0,235,216.82553191489362,9.04819574468085,102.48936170212765,3.2851063829787233,25.23404255319149,23.463829787234044,1.0085106382978724,5.357446808510638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00425531914893617,0.0,0.0,0.00425531914893617,0.03404255319148936,0.00425531914893617,0.0,0.00425531914893617,0.0,0.00425531914893617,0.0,0.30493273542600896,0.08333333333333333,0.0,0.0,9.414914798206276,2.2333333333333334,104.83408071748879,58.916666666666664,3.381165919282511,1.5,25.08968609865471,27.916666666666668,23.331838565022423,25.916666666666668,1.0089686098654709,1.0,5.318385650224215,6.083333333333333,0.0,0.0,0.30493273542600896,0.08333333333333333,0.0,0.0,9.414914798206276,2.2333333333333334,104.83408071748879,58.916666666666664,3.381165919282511,1.5,25.08968609865471,27.916666666666668,23.331838565022423,25.916666666666668,1.0089686098654709,1.0,5.318385650224215,6.083333333333333,0.0,0.0,-0.22159940209267565,0.0,-7.181581464872942,-45.917414050822124,-1.8811659192825112,2.826980568011958,2.584828101644245,-0.008968609865470878,0.764947683109118,0.0,0.6932153392330384,1.0
Hyundai Motor,66.0,84.0,South Korea,905.15,22.851,1633.47,201.17,240,0.004166666666666667,0.0,240,17.741666666666667,0.1251375,6876.8125,45.266666666666666,29.004166666666666,26.425,1.0,1.1041666666666667,0.4041666666666667,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.04583333333333333,0.0,0.0,0.004166666666666667,0.004166666666666667,0.0,0.029166666666666667,0.008333333333333333,0.7416666666666667,0.004629629629629629,0.0,0.0,0.0,0.13904166666666667,0.0,6885.773148148148,6796.166666666667,44.486111111111114,52.291666666666664,28.444444444444443,34.041666666666664,25.912037037037038,31.041666666666668,1.0,1.0,1.1064814814814814,1.0833333333333333,0.37037037037037035,0.7083333333333334,0.004629629629629629,0.0,0.0,0.0,0.13904166666666667,0.0,6885.773148148148,6796.166666666667,44.486111111111114,52.291666666666664,28.444444444444443,34.041666666666664,25.912037037037038,31.041666666666668,1.0,1.0,1.1064814814814814,1.0833333333333333,0.37037037037037035,0.7083333333333334,-0.004629629629629629,0.0,-0.13904166666666667,-89.60648148148084,7.80555555555555,5.597222222222221,5.12962962962963,0.0,-0.02314814814814814,0.337962962962963,0.7079646017699115,1.0
IBM,67.0,85.0,United States,765.37,90.15,1534.03,1114.84,56,0.2857142857142857,0.0,56,4127.607142857143,43.97742857142858,4625.035714285715,59.892857142857146,37.339285714285715,32.80357142857143,1.0178571428571428,1.0535714285714286,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.0,0.0,0.0,0.07142857142857142,0.3018867924528302,0.0,0.0,0.0,46.46671698113209,0.0,4635.603773584906,4438.333333333333,60.20754716981132,54.333333333333336,36.924528301886795,44.666666666666664,32.35849056603774,40.666666666666664,1.0188679245283019,1.0,1.0566037735849056,1.0,0.4339622641509434,0.3333333333333333,0.3018867924528302,0.0,0.0,0.0,46.46671698113209,0.0,4635.603773584906,4438.333333333333,60.20754716981132,54.333333333333336,36.924528301886795,44.666666666666664,32.35849056603774,40.666666666666664,1.0188679245283019,1.0,1.0566037735849056,1.0,0.4339622641509434,0.3333333333333333,-0.3018867924528302,0.0,-46.46671698113209,-197.27044025157284,-5.874213836477985,7.742138364779869,8.308176100628927,-0.018867924528301883,-0.05660377358490565,-0.1006289308176101,0.16519174041297935,1.0
ITC,60.0,71.0,India,55.14,16.258,101.17,298.16,58,0.20689655172413793,0.0,58,6934.913793103448,5.065448275862068,2386.4655172413795,52.5,54.01724137931034,45.55172413793103,1.2241379310344827,1.396551724137931,5.275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.08620689655172414,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.21153846153846154,0.16666666666666666,0.0,0.0,5.110826923076923,4.672166666666667,2386.6923076923076,2384.5,55.0,30.833333333333332,52.03846153846154,71.16666666666667,44.28846153846154,56.5,1.25,1.0,1.4230769230769231,1.1666666666666667,5.173076923076923,6.166666666666667,0.21153846153846154,0.16666666666666666,0.0,0.0,5.110826923076923,4.672166666666667,2386.6923076923076,2384.5,55.0,30.833333333333332,52.03846153846154,71.16666666666667,44.28846153846154,56.5,1.25,1.0,1.4230769230769231,1.1666666666666667,5.173076923076923,6.166666666666667,-0.04487179487179488,0.0,-0.4386602564102562,-2.1923076923076223,-24.166666666666668,19.12820512820513,12.21153846153846,-0.25,-0.2564102564102564,0.9935897435897436,0.1710914454277286,1.0
