shortcode,username,date_utc,url_thumbnail,url_media,is_video,is_sponsored,hashtags,mentions,caption,video_view_count,video_length,likes,comments,likes+comments,location_name,location_latlong
CFiO2odpTXw,albertsons,9/24/2020 21:46,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/120059266_666870227286318_8444758224074550695_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Cd8PibnAWLcAX-UX0zh&tp=1&oh=472d16697e81c4990f711d2b94128069&oe=5FE66803,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/120059266_666870227286318_8444758224074550695_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Cd8PibnAWLcAX-UX0zh&tp=1&oh=472d16697e81c4990f711d2b94128069&oe=5FE66803,no,FALSE,,mainlymarta,"Swipe through to see how @mainlymarta covers every meal with just one quick trip to Albertsons! Breakfast, lunch, dinner, and dessert :woman_cook:",0,0,63,0,63,,
,,,,,,,,,,,,,,,,
CFfcawFpKDJ,albertsons,9/23/2020 19:47,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/120080992_669976287286551_1459211772773762157_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=jiuGDBA0FUwAX_BYl6P&tp=1&oh=7101c1386e212746604917525edc9be4&oe=5FE8730D,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/120080992_669976287286551_1459211772773762157_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=jiuGDBA0FUwAX_BYl6P&tp=1&oh=7101c1386e212746604917525edc9be4&oe=5FE8730D,no,FALSE,,,"One pan = a full meal. Check out our story for other great one-pan dinners for breakfast, lunch, or dinner!",0,0,79,1,80,,
,,,,,,,,,,,,,,,,
CFcki0PpBv8,albertsons,9/22/2020 17:00,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/119888968_141470497670807_4584074367090831687_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=24thsVYHzMYAX9LTgVr&tp=1&oh=020ea8aff73870dbf1fe586a5f65d45f&oe=5FBFC6F1,https://scontent-iad3-1.cdninstagram.com/v/t50.2886-16/119850502_270873350590786_6933816797880760001_n.mp4?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=GR_08LFcdx4AX-yyeou&oe=5FBFDA6C&oh=d66e84d26ce9e3f0788e42358cbc3107,yes,FALSE,,,"It’s fall, y’all! :fallen_leaf:",418,14.676,54,2,56,,
,,,,,,,,,,,,,,,,
CFal2fOJo7S,albertsons,9/21/2020 22:33,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119978555_667649273854982_7696158457090930268_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=cco2NxF5vEYAX-NKTG9&tp=1&oh=2e1387b65c6e611c56e7359f98f10174&oe=5FE64CD9,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119978555_667649273854982_7696158457090930268_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=cco2NxF5vEYAX-NKTG9&tp=1&oh=2e1387b65c6e611c56e7359f98f10174&oe=5FE64CD9,no,FALSE,,,We’re taking it easy this Monday night with pizza for dinner –what does your pizza night look like?,0,0,76,3,79,,
,,,,,,,,,,,,,,,,
CFYPgL8pAYG,albertsons,9/21/2020 0:39,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119912385_320146915947137_4975093437507174676_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=z8EKpnG3sJ8AX9UFNmn&tp=1&oh=48d6156f5e004b7734ecb561c8fb68ab&oe=5FE8D234,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119912385_320146915947137_4975093437507174676_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=z8EKpnG3sJ8AX9UFNmn&tp=1&oh=48d6156f5e004b7734ecb561c8fb68ab&oe=5FE8D234,no,FALSE,,,Looking for something new to try? This Peanut Noodle Salad featuring Open Nature:registered: chicken is all about healthy ingredients and rich flavors. Give it a try and let us know what you think!,0,0,61,0,61,,
,,,,,,,,,,,,,,,,
CFVCP-Ps1g3,albertsons,9/19/2020 18:46,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119882118_3510007575723817_8921820176605858356_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=-F3tpMhtkcoAX9I_qnG&tp=1&oh=3edf6ad35b4421a6acf7c08e3201d8b1&oe=5FE658CA,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119882118_3510007575723817_8921820176605858356_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=-F3tpMhtkcoAX9I_qnG&tp=1&oh=3edf6ad35b4421a6acf7c08e3201d8b1&oe=5FE658CA,no,FALSE,,,Brighten up your next virtual happy hour with something fresh and fruity! Cocktails and mocktails featured on our story *clink* :clinking_glasses::tropical_drink:,0,0,80,7,87,,
,,,,,,,,,,,,,,,,
CFSG6XfJmQr,albertsons,9/18/2020 15:30,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/119169045_650952755781071_7192540255232533917_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=hKU0yrNRzyQAX9Ny8Px&tp=1&oh=19c897a654e8e84a5daa2107f51a6a99&oe=5FBFC62F,https://scontent-iad3-1.cdninstagram.com/v/t50.2886-16/119587190_2785767968410329_5882759291487581992_n.mp4?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=d9b4NPtCLCEAX-gKYug&oe=5FC012A3&oh=08fc963713175dee1a9aa99ed6571b65,yes,FALSE,,,Happy Cheeseburger Day! :hamburger: :french_fries:,681,16.81,53,0,53,,
,,,,,,,,,,,,,,,,
CFNNeoSA1ew,albertsons,9/16/2020 17:50,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/119435038_380518619780323_8426163200553453922_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=TdP4oyOfd1kAX_93jRR&tp=1&oh=7ba9ffafc495497c34b8060a17219aee&oe=5FC04793,https://scontent-iad3-1.cdninstagram.com/v/t50.2886-16/119769460_178936467075970_3001714297098915075_n.mp4?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Cme8iXB6JDAAX-lf9pF&oe=5FC02568&oh=af5715b0e03d9e84ce135eb8029e6faa,yes,FALSE,,,Happy Guacamole Day! :avocado::party_popper:,618,22.553,59,1,60,,
,,,,,,,,,,,,,,,,
CFLNMHrJ2yu,albertsons,9/15/2020 23:09,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119481639_1132184213850300_8126726427112807322_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=1w--KyzGpUMAX-zonnz&tp=1&oh=eabfd9edd386560d91638f766f9fefe6&oe=5FE931A3,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119481639_1132184213850300_8126726427112807322_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=1w--KyzGpUMAX-zonnz&tp=1&oh=eabfd9edd386560d91638f766f9fefe6&oe=5FE931A3,no,FALSE,,,Chia seed jam and frozen blueberries pair perfectly with Open Nature:registered: ice cream to make these ice cream cakes! 5 simple ingredients to a delicious dessert :ice_cream:,0,0,66,3,69,,
,,,,,,,,,,,,,,,,
CFIeIcNs9n6,albertsons,9/14/2020 21:39,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119458460_149362626836421_912595239111337532_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=kLX5EXrcnnoAX_Cb8UU&tp=1&oh=eee34d7cba2e46b1b0aa20eb76f501ac&oe=5FE5BC0C,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119458460_149362626836421_912595239111337532_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=kLX5EXrcnnoAX_Cb8UU&tp=1&oh=eee34d7cba2e46b1b0aa20eb76f501ac&oe=5FE5BC0C,no,FALSE,,,"From breakfast sweets to dessert treats, your local bakery has it all! Stop in today to check out what we have in store :doughnut:",0,0,107,7,114,,
,,,,,,,,,,,,,,,,
CFFixNFsu71,albertsons,9/13/2020 18:22,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119239835_616805379014703_3970737862763805581_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=kt-Lda_J_yIAX_npNSF&tp=1&oh=4e7b1e1550411cf5e39c577685398fe8&oe=5FE5B481,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119239835_616805379014703_3970737862763805581_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=kt-Lda_J_yIAX_npNSF&tp=1&oh=4e7b1e1550411cf5e39c577685398fe8&oe=5FE5B481,no,FALSE,,letsdish,"Blackberries are in season, and @letsdish is reminding us they aren’t just for snacking and dessert. Salmon with blackberry and bell pepper salsa –yes please!",0,0,93,3,96,,
,,,,,,,,,,,,,,,,
CFC5l4GsvRB,albertsons,9/12/2020 17:44,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119070998_333694454711092_4130563425576426428_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=YMN7onXLWiMAX_b4ZFy&tp=1&oh=7c020ea71d60a295487e4a312ce757a0&oe=5FE68C28,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119070998_333694454711092_4130563425576426428_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=YMN7onXLWiMAX_b4ZFy&tp=1&oh=7c020ea71d60a295487e4a312ce757a0&oe=5FE68C28,no,FALSE,,,"Whether you’re tailgating or home-gating, there’s still all kinds of ways to enjoy the big game! Tag your team to let them know you’re rooting for them :american_football:",0,0,69,0,69,,
,,,,,,,,,,,,,,,,
CFAPU1hgV3A,albertsons,9/11/2020 16:56,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/119098249_2626173734364796_2590788020376175411_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=mGfvvslpVv0AX_k5bEQ&tp=1&oh=068bc742ff5b1d699d89a5fd9ea63697&oe=5FC001E5,https://scontent-iad3-1.cdninstagram.com/v/t50.2886-16/119243996_322902199154057_551339643183274295_n.mp4?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=3KLPkG4qFTsAX9Tng-R&oe=5FC02721&oh=7f8cf824ec004a45edf7305258f45e3c,yes,FALSE,patriotday,,Never forget #PatriotDay :red_heart_selector::United_States:,684,6,48,0,48,,
,,,,,,,,,,,,,,,,
CE-Orp6MJZe,albertsons,9/10/2020 22:12,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119040410_669872366966896_1949424513025288336_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=R9MT7bgGZFwAX9S4WYL&tp=1&oh=24bff8fce5c288d05929fddd1672035b&oe=5FE61C80,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/119040410_669872366966896_1949424513025288336_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=R9MT7bgGZFwAX9S4WYL&tp=1&oh=24bff8fce5c288d05929fddd1672035b&oe=5FE61C80,no,FALSE,,eaturselfskinny,"For a delicious, fresh lunch or dinner, we love this chili-rubbed  salmon salad from @EatUrselfSkinny! :avocado::fish::tomato:",0,0,73,2,75,,
,,,,,,,,,,,,,,,,
CE7cobtMkEh,albertsons,9/9/2020 20:16,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119108959_667574210779252_4251979674367697986_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=uVOzyEjxxAIAX9aXZ99&tp=1&oh=ef8338252fd4858f7cf4792e0bf18b7c&oe=5FE7406B,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119108959_667574210779252_4251979674367697986_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=uVOzyEjxxAIAX9aXZ99&tp=1&oh=ef8338252fd4858f7cf4792e0bf18b7c&oe=5FE7406B,no,FALSE,,,Sides: the unsung heroes of the dinner table. We’re celebrating sides today on our story –tell us your favorites!,0,0,70,1,71,,
,,,,,,,,,,,,,,,,
CE4U-RbsjO5,albertsons,9/8/2020 15:11,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118994102_3283211348431278_2299518762696417110_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=8dZFpufGHJEAX9dZwGB&tp=1&oh=5aa0b4f692793335b6ce1ffaea796e2d&oe=5FE74732,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118994102_3283211348431278_2299518762696417110_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=8dZFpufGHJEAX9dZwGB&tp=1&oh=5aa0b4f692793335b6ce1ffaea796e2d&oe=5FE74732,no,FALSE,,,Try this fresh and simple lunch in a jar! Healthy never tasted so good :face_savoring_food::strawberry:,0,0,68,0,68,,
,,,,,,,,,,,,,,,,
CE1yQWqgJsV,albertsons,9/7/2020 15:30,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/118793336_118483809981615_6032249325487450404_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=zw9SgXMXI04AX8uoTjz&tp=1&oh=b8c2a73e668cd1833940851fc634b789&oe=5FBFD56A,https://scontent-iad3-1.cdninstagram.com/v/t50.2886-16/118970992_100724121765383_5725452132477254783_n.mp4?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Zxr39F4kP4kAX_Lalok&oe=5FC0081A&oh=ec76866ed830eca15bbb7a16d73ab8b3,yes,FALSE,,,Happy Labor Day! :red_heart_selector:,687,13.51,63,5,68,,
,,,,,,,,,,,,,,,,
CEzGKe4sapr,albertsons,9/6/2020 14:26,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118846030_125463062291005_3991631306796810909_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=BMaCPy1Pr8cAX-j2NV9&tp=1&oh=e7e7c6f09a5b15abaef4d2663082cd2b&oe=5FE78AEF,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118846030_125463062291005_3991631306796810909_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=BMaCPy1Pr8cAX-j2NV9&tp=1&oh=e7e7c6f09a5b15abaef4d2663082cd2b&oe=5FE78AEF,no,FALSE,,,"Keep on celebrating, it’s a 3-Day weekend! :hot_dog:",0,0,88,2,90,,
,,,,,,,,,,,,,,,,
CEw7xa2AT0L,albertsons,9/5/2020 18:17,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/118808321_361142068385434_4395811974534484340_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=p5bBmzpopjwAX8luIcD&tp=1&oh=8ba59846b9ee56f691ae03418e0978ae&oe=5FBFF80B,https://scontent-iad3-1.cdninstagram.com/v/t50.2886-16/118800190_417202642590656_6724984561966650717_n.mp4?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=_gdkrAG34uAAX9RX-Iq&oe=5FBFF557&oh=368b3c092a66bb1ebf9e86557913fa4c,yes,FALSE,,,It’s Bacon Day! How are you celebrating? :hugging_face:,386,43.639,36,2,38,,
,,,,,,,,,,,,,,,,
CEt6hv-sTdJ,albertsons,9/4/2020 14:08,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118840570_230840035015154_8272633466907604584_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=Wu6c_FxkaDYAX9oel0D&tp=1&oh=3fe22447b4fc98fdea8c900332bdfe4e&oe=5FE7D408,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118840570_230840035015154_8272633466907604584_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=Wu6c_FxkaDYAX9oel0D&tp=1&oh=3fe22447b4fc98fdea8c900332bdfe4e&oe=5FE7D408,no,FALSE,,howwedo208,Boards aren’t just for charcuterie and wine tastings –put together a fun and festive Labor Day burger board like this one from @howwedo208 Extra fries please!,0,0,83,4,87,,
,,,,,,,,,,,,,,,,
CEsFbHgssB2,albertsons,9/3/2020 21:05,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118702215_2406975752939068_2017369502044607797_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=s866zx8KyWIAX_mEevD&tp=1&oh=3c9a2c4d951bddfb1ee2562ab9a5110f&oe=5FE7F885,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118702215_2406975752939068_2017369502044607797_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=s866zx8KyWIAX_mEevD&tp=1&oh=3c9a2c4d951bddfb1ee2562ab9a5110f&oe=5FE7F885,no,FALSE,,,Prepping for Labor Day weekend! Get out the grill and finish up summer right!,0,0,83,2,85,,
,,,,,,,,,,,,,,,,
CEo7uegM_06,albertsons,9/2/2020 15:42,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118683841_176861180545581_3040939278770856858_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ppWja1gXkd0AX_qMGJE&tp=1&oh=ad1a908b5aaa79daf59cb92bd214ad11&oe=5FE80344,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118683841_176861180545581_3040939278770856858_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ppWja1gXkd0AX_qMGJE&tp=1&oh=ad1a908b5aaa79daf59cb92bd214ad11&oe=5FE80344,no,FALSE,,,"Keep up your energy through class to homework time with O Organics:registered: energy drinks! Fresh, organic, and perfect for students on the go and families at home learning together.",0,0,67,0,67,,
,,,,,,,,,,,,,,,,
CEmuuhJso07,albertsons,9/1/2020 19:10,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118652602_804128083665193_4896010257558267816_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=XK-EEXbMvwcAX_dP-Ot&tp=1&oh=2e2d55f82e68130cee4e2515645268ff&oe=5FE7DB10,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118652602_804128083665193_4896010257558267816_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=XK-EEXbMvwcAX_dP-Ot&tp=1&oh=2e2d55f82e68130cee4e2515645268ff&oe=5FE7DB10,no,FALSE,,,Flowers for you or someone you love –you can find a bouquet for anyone on our story :bouquet:,0,0,107,3,110,,
,,,,,,,,,,,,,,,,
CEjmgb7p4Vt,albertsons,8/31/2020 14:00,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118591969_633342350950282_7943617597794465462_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=7JZDKHIXz88AX-rg9GP&tp=1&oh=5f06a704b740082aca28660460feecb5&oe=5FE847F6,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118591969_633342350950282_7943617597794465462_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=7JZDKHIXz88AX-rg9GP&tp=1&oh=5f06a704b740082aca28660460feecb5&oe=5FE847F6,no,FALSE,,,These Fresh Fruit Summer Slushies are the perfect cure for the end-of-summer blues. Swipe to see the recipe and tag us in your posts!:sun_selector:,0,0,156,0,156,,
,,,,,,,,,,,,,,,,
CEeytj8Jr46,albertsons,8/29/2020 17:11,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118601796_658009551764314_2743878061716148539_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=I5bPsuH2EmwAX-HgLEb&tp=1&oh=b5fc3673b609d9aa58eadd5298718aff&oe=5FE810F7,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118601796_658009551764314_2743878061716148539_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=I5bPsuH2EmwAX-HgLEb&tp=1&oh=b5fc3673b609d9aa58eadd5298718aff&oe=5FE810F7,no,FALSE,icecreamnight,hertastylife,Pretty please with a cherry on a top? #IceCreamNight :camera_with_flash:: @hertastylife,0,0,242,2,244,,
,,,,,,,,,,,,,,,,
CEcZFGFJOFI,albertsons,8/28/2020 18:49,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/118346075_3545896698756305_411308225155301249_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=1U96P0ZJeXAAX_39tkU&tp=1&oh=2c9365d2ed57754264960205c4917df8&oe=5FC0291D,https://scontent-iad3-1.cdninstagram.com/v/t50.2886-16/118377475_794148877995986_6661320342044177477_n.mp4?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ELfvly8D4qUAX_1-_m3&oe=5FBFE02B&oh=c96af130afef04e5ed064df2914f9d3b,yes,FALSE,,,Happy Red Wine Day! :wine_glass:,1216,9.605,142,5,147,,
,,,,,,,,,,,,,,,,
CEZ9fB1ps6X,albertsons,8/27/2020 20:09,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/118601631_369814634012806_4780380695086090936_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=JJdPU_A_yWcAX81MWGE&tp=1&oh=d17475f656a2aa2340c96bf6287772b6&oe=5FE922A3,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/118601631_369814634012806_4780380695086090936_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=JJdPU_A_yWcAX81MWGE&tp=1&oh=d17475f656a2aa2340c96bf6287772b6&oe=5FE922A3,no,FALSE,,,Succulents are a fun way to spruce up a home or home office! Vote for your favorite houseplants on our story!,0,0,427,7,434,,
,,,,,,,,,,,,,,,,
CEXG189JlGP,albertsons,8/26/2020 17:33,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/117592501_826836257854613_6995896269510407619_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=PeAvMkOxGacAX_Vbf3K&tp=1&oh=b85975cd4817984826774b12d17f38fc&oe=5FBFEACA,https://scontent-iad3-1.cdninstagram.com/v/t50.2886-16/118247741_642523523063104_7016302302707646448_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=zIwIlrVu8RAAX-MNLfx&vs=17900398237544906_784930909&_nc_vs=HBkcFQAYJEdEMVJEQWRBSFZvcVgwZ0NBUEQtcERYRjZWNWhia1lMQUFBRhUAAsgBACgAGAAbABUAACaU1OvKp5TMPxUCKAJDMywXQBQAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&oe=5FC028AF&oh=d0b9b580b2aa32710fd7637456441dd3,yes,FALSE,,,Today is Women's Equality Day. Take a moment to celebrate the women in your life! :blue_heart:,2019,5,276,6,282,,
,,,,,,,,,,,,,,,,
CEUk7syJYRQ,albertsons,8/25/2020 17:58,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/118192023_302078554223111_4963779930450982140_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=LinVE9_311kAX_pQtVX&tp=1&oh=fc0ba671d430b3386dda6a04afe25733&oe=5FE80004,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/118192023_302078554223111_4963779930450982140_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=LinVE9_311kAX_pQtVX&tp=1&oh=fc0ba671d430b3386dda6a04afe25733&oe=5FE80004,no,FALSE,,,Get back to classes with a smile! :winking_face_with_tongue:,0,0,265,11,276,,
,,,,,,,,,,,,,,,,
CER8bErp6TW,albertsons,8/24/2020 17:26,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/118481552_324708222105807_819792140681094913_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=M4YF8rstNuIAX_xC7yo&tp=1&oh=a4eb92fdcfac92c8856f3c3005e19cd4&oe=5FE56ABD,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/118481552_324708222105807_819792140681094913_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=M4YF8rstNuIAX_xC7yo&tp=1&oh=a4eb92fdcfac92c8856f3c3005e19cd4&oe=5FE56ABD,no,FALSE,,,Feeling snacky? How about nachos? We’ve got unique ideas for your next nacho night on our story. Check them out and drop your favorite below!,0,0,223,10,233,,
,,,,,,,,,,,,,,,,
CEKFAMXJvqe,albertsons,8/21/2020 16:07,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117821427_987655971701477_1322479808242668273_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=wYFLYHYYA7wAX_XmgDw&tp=1&oh=c0e73714aecb95b5c0c13f0c895320b7&oe=5FE7B97B,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117821427_987655971701477_1322479808242668273_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=wYFLYHYYA7wAX_XmgDw&tp=1&oh=c0e73714aecb95b5c0c13f0c895320b7&oe=5FE7B97B,no,FALSE,,munchkintimeblog,Seafood + grilling = perfect summer meal! Check out our story for this great shrimp skewers recipe from @munchkintimeblog,0,0,180,3,183,,
