username,"('shortcode', 'count')","('is_video', 'sum')","('is_video', 'mean')","('is_sponsored', 'sum')","('is_sponsored', 'mean')","('caption', 'count')","('video_view_count', 'sum')","('video_view_count', 'mean')","('likes', 'sum')","('likes', 'mean')","('comments', 'sum')","('comments', 'mean')","('likes+comments', 'sum')","('likes+comments', 'mean')","('caption_num_words', 'sum')","('caption_num_words', 'mean')","('caption_unique_words', 'sum')","('caption_unique_words', 'mean')","('mention_counts', 'sum')","('mention_counts', 'mean')","('hashtag_counts', 'sum')","('hashtag_counts', 'mean')","('emoji_counts', 'sum')","('emoji_counts', 'mean')","('mentions_eco', 'sum')","('mentions_eco', 'amin')","('mentions_eco', 'amax')","('mentions_eco', 'std')","('mentions_eco', 'mean')","('mentions_eco', 'median')","('mentions_eco-friendly', 'sum')","('mentions_eco-friendly', 'amin')","('mentions_eco-friendly', 'amax')","('mentions_eco-friendly', 'std')","('mentions_eco-friendly', 'mean')","('mentions_eco-friendly', 'median')","('mentions_green', 'sum')","('mentions_green', 'amin')","('mentions_green', 'amax')","('mentions_green', 'std')","('mentions_green', 'mean')","('mentions_green', 'median')","('mentions_organic', 'sum')","('mentions_organic', 'amin')","('mentions_organic', 'amax')","('mentions_organic', 'std')","('mentions_organic', 'mean')","('mentions_organic', 'median')","('mentions_clean', 'sum')","('mentions_clean', 'amin')","('mentions_clean', 'amax')","('mentions_clean', 'std')","('mentions_clean', 'mean')","('mentions_clean', 'median')","('mentions_sustainable', 'sum')","('mentions_sustainable', 'amin')","('mentions_sustainable', 'amax')","('mentions_sustainable', 'std')","('mentions_sustainable', 'mean')","('mentions_sustainable', 'median')","('mentions_sustainability', 'sum')","('mentions_sustainability', 'amin')","('mentions_sustainability', 'amax')","('mentions_sustainability', 'std')","('mentions_sustainability', 'mean')","('mentions_sustainability', 'median')","('mentions_carbon', 'sum')","('mentions_carbon', 'amin')","('mentions_carbon', 'amax')","('mentions_carbon', 'std')","('mentions_carbon', 'mean')","('mentions_carbon', 'median')","('mentions_emissions', 'sum')","('mentions_emissions', 'amin')","('mentions_emissions', 'amax')","('mentions_emissions', 'std')","('mentions_emissions', 'mean')","('mentions_emissions', 'median')","('hashtags_eco', 'sum')","('hashtags_eco', 'amin')","('hashtags_eco', 'amax')","('hashtags_eco', 'std')","('hashtags_eco', 'mean')","('hashtags_eco', 'median')","('hashtags_eco-friendly', 'sum')","('hashtags_eco-friendly', 'amin')","('hashtags_eco-friendly', 'amax')","('hashtags_eco-friendly', 'std')","('hashtags_eco-friendly', 'mean')","('hashtags_eco-friendly', 'median')","('hashtags_green', 'sum')","('hashtags_green', 'amin')","('hashtags_green', 'amax')","('hashtags_green', 'std')","('hashtags_green', 'mean')","('hashtags_green', 'median')","('hashtags_organic', 'sum')","('hashtags_organic', 'amin')","('hashtags_organic', 'amax')","('hashtags_organic', 'std')","('hashtags_organic', 'mean')","('hashtags_organic', 'median')","('hashtags_clean', 'sum')","('hashtags_clean', 'amin')","('hashtags_clean', 'amax')","('hashtags_clean', 'std')","('hashtags_clean', 'mean')","('hashtags_clean', 'median')","('hashtags_sustainable', 'sum')","('hashtags_sustainable', 'amin')","('hashtags_sustainable', 'amax')","('hashtags_sustainable', 'std')","('hashtags_sustainable', 'mean')","('hashtags_sustainable', 'median')","('hashtags_sustainability', 'sum')","('hashtags_sustainability', 'amin')","('hashtags_sustainability', 'amax')","('hashtags_sustainability', 'std')","('hashtags_sustainability', 'mean')","('hashtags_sustainability', 'median')","('hashtags_carbon', 'sum')","('hashtags_carbon', 'amin')","('hashtags_carbon', 'amax')","('hashtags_carbon', 'std')","('hashtags_carbon', 'mean')","('hashtags_carbon', 'median')","('hashtags_emissions', 'sum')","('hashtags_emissions', 'amin')","('hashtags_emissions', 'amax')","('hashtags_emissions', 'std')","('hashtags_emissions', 'mean')","('hashtags_emissions', 'median')","('caption_eco', 'sum')","('caption_eco', 'amin')","('caption_eco', 'amax')","('caption_eco', 'std')","('caption_eco', 'mean')","('caption_eco', 'median')","('caption_eco-friendly', 'sum')","('caption_eco-friendly', 'amin')","('caption_eco-friendly', 'amax')","('caption_eco-friendly', 'std')","('caption_eco-friendly', 'mean')","('caption_eco-friendly', 'median')","('caption_green', 'sum')","('caption_green', 'amin')","('caption_green', 'amax')","('caption_green', 'std')","('caption_green', 'mean')","('caption_green', 'median')","('caption_organic', 'sum')","('caption_organic', 'amin')","('caption_organic', 'amax')","('caption_organic', 'std')","('caption_organic', 'mean')","('caption_organic', 'median')","('caption_clean', 'sum')","('caption_clean', 'amin')","('caption_clean', 'amax')","('caption_clean', 'std')","('caption_clean', 'mean')","('caption_clean', 'median')","('caption_sustainable', 'sum')","('caption_sustainable', 'amin')","('caption_sustainable', 'amax')","('caption_sustainable', 'std')","('caption_sustainable', 'mean')","('caption_sustainable', 'median')","('caption_sustainability', 'sum')","('caption_sustainability', 'amin')","('caption_sustainability', 'amax')","('caption_sustainability', 'std')","('caption_sustainability', 'mean')","('caption_sustainability', 'median')","('caption_carbon', 'sum')","('caption_carbon', 'amin')","('caption_carbon', 'amax')","('caption_carbon', 'std')","('caption_carbon', 'mean')","('caption_carbon', 'median')","('caption_emissions', 'sum')","('caption_emissions', 'amin')","('caption_emissions', 'amax')","('caption_emissions', 'std')","('caption_emissions', 'mean')","('caption_emissions', 'median')","('likely_automated', 'sum')","('likely_automated', 'std')","('likely_automated', 'mean')",company,environment_rating
esteelauder,100,62,0.31,0,0.0,200,2635374,13176.87,1387240,6936.2,12514,62.57,1399754,6998.77,9642,48.21,8392,41.96,100,0.5,644,3.22,470.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,5.0,0.8180747100086758,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.17101529509309654,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,0.4812045188324021,0.64,Estee Lauder Inc.,75.0
expedia,1,0,0.0,0,0.0,2,0,0.0,2378,1189.0,26,13.0,2404,1202.0,214,107.0,174,87.0,0,0.0,2,1.0,4.0,2.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,Expedia Inc,42.0
exxonmobil,100,22,0.11,0,0.0,200,6906804,34534.02,2028790,10143.95,22830,114.15,2051620,10258.1,3016,15.08,2832,14.16,12,0.06,58,0.29,22.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.1964509221768139,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.2422673468230571,0.04,0.0,8.0,0.0,1.0,0.19645092217681392,0.04,0.0,2,0.09974842727441166,0.01,Exxon Mobil Corporation,47.0
facebook,74,50,0.33783783783783783,0,0.0,148,1562764,10559.216216216217,360618,2436.608108108108,52516,354.8378378378378,413134,2791.445945945946,12768,86.27027027027027,9802,66.22972972972973,156,1.054054054054054,52,0.35135135135135137,42.0,0.28378378378378377,2.0,0.0,1.0,0.14507865158346242,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,3.0,0.7082109765296445,0.35135135135135137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.11585156386582048,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.11585156386582048,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.4383273963792597,0.25675675675675674,Facebook,65.0
fedex,100,8,0.04,0,0.0,200,265198,1325.99,752500,3762.5,102482,512.41,854982,4274.91,4530,22.65,4188,20.94,268,1.34,202,1.01,440.0,2.2,8.0,0.0,1.0,0.2066552528835945,0.04444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.19645092217681392,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,0.5003516351466933,0.47,FedEx Corporation,66.0
fifththirdbank,42,18,0.21428571428571427,0,0.0,84,10042,119.54761904761904,8114,96.59523809523809,1026,12.214285714285715,9140,108.8095238095238,5132,61.0952380952381,4132,49.19047619047619,16,0.19047619047619047,70,0.8333333333333334,6.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.15337099490085776,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.4742358046305386,0.3333333333333333,Fifth Third Bank,65.0
footlocker,100,20,0.1,0,0.0,200,638186,3190.93,4478098,22390.49,34050,170.25,4512148,22560.74,3346,16.73,3206,16.03,156,0.78,220,1.1,152.0,0.76,2.0,0.0,1.0,0.14507865158346242,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,0.4996481173846551,0.46,"Foot Locker, Inc.",47.0
ford,87,34,0.19540229885057472,0,0.0,174,6934110,39851.20689655173,12435408,71467.86206896552,139072,799.2643678160921,12574480,72267.1264367816,5328,30.62068965517241,4822,27.71264367816092,62,0.3563218390804598,578,3.32183908045977,78.0,0.4482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.2334125742228309,0.057471264367816084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.10690094529754142,0.011494252873563218,0.0,44,0.43591351967804026,0.25287356321839083,Ford Motor Company,65.0
freddiemaccorp,100,52,0.26,0,0.0,200,12598,62.99,11394,56.97,316,1.58,11710,58.55,6754,33.77,6052,30.26,10,0.05,128,0.64,16.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1380002272946792,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.31367492695304,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.1964509221768139,0.04,Freddie Mac,25.0
gamestop,100,32,0.16,0,0.0,198,852566,4262.83,2040672,10203.36,28706,143.53,2069378,10346.89,2512,12.56,2396,11.98,6,0.03,16,0.08,10.0,0.0505050505050505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,0.5003516351466935,0.47,GameStop Corp.,57.0
gap,100,42,0.21,0,0.0,200,924728,4623.64,732492,3662.46,8974,44.87,741466,3707.33,7146,35.73,6132,30.66,138,0.69,54,0.27,46.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.2380827946018509,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441163,0.01,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.17101529509309654,0.03,Gap Inc.,70.0
generalelectric,91,58,0.31868131868131866,0,0.0,182,1998616,10981.406593406591,592758,3256.912087912088,7270,39.945054945054935,600028,3296.857142857143,10930,60.05494505494506,9288,51.03296703296704,134,0.7362637362637363,516,2.8351648351648358,26.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.20909241769965373,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.22850159822149166,0.054945054945054944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.17904284808002427,0.03296703296703297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14701613983046707,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14701613983046707,0.02197802197802198,0.0,4.0,0.0,1.0,0.14701613983046707,0.02197802197802198,0.0,16,0.28394815682563834,0.08791208791208792,General Electric Company,66.0
generalmills,100,32,0.16,0,0.0,200,195722,978.61,195074,975.37,33518,167.59,228592,1142.96,12006,60.03,9610,48.05,216,1.08,444,2.22,188.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1264828127237176,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.32001884366628713,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.2557872859983309,0.07,"General Mills, Inc.",71.0
genuineparts,31,0,0.0,0,0.0,62,0,0.0,12294,198.29032258064515,470,7.580645161290323,12764,205.8709677419355,716,11.548387096774194,670,10.806451612903226,6,0.0967741935483871,96,1.5483870967741935,60.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.17812704394997528,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.17812704394997528,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Genuine Parts Company,53.0
