company,environment_rating,environment_percentage,Country,Sales,Profits,Assets,Market Value,posts_per_year,is_video,is_sponsored,caption,video_view_count,likes,comments,caption_num_words,caption_unique_words,mention_counts,hashtag_counts,emoji_counts,mentions_eco,mentions_eco-friendly,mentions_green,mentions_organic,mentions_clean,mentions_sustainable,mentions_sustainability,mentions_carbon,mentions_emissions,hashtags_eco,hashtags_eco-friendly,hashtags_green,hashtags_organic,hashtags_clean,hashtags_sustainable,hashtags_sustainability,hashtags_carbon,hashtags_emissions,caption_eco,caption_eco-friendly,caption_green,caption_organic,caption_clean,caption_sustainable,caption_sustainability,caption_carbon,caption_emissions,likely_automated,has_location,is_video_0,is_video_1,is_sponsored_0,is_sponsored_1,video_length_0,video_length_1,likes_0,likes_1,comments_0,comments_1,caption_num_words_0,caption_num_words_1,caption_unique_words_0,caption_unique_words_1,mention_counts_0,mention_counts_1,hashtag_counts_0,hashtag_counts_1,emoji_counts_0,emoji_counts_1,is_video_green_diff,is_sponsored_green_diff,video_length_green_diff,likes_green_diff,comments_green_diff,caption_num_words_green_diff,caption_unique_words_green_diff,mention_counts_green_diff,hashtag_counts_green_diff,emoji_counts_green_diff,posts_per_day,captions_per_year
Freddie Mac,25,81,United States,793.45,72.14,22036.23,10.6,29,0.310344828,0,29,84.20689655,45.10344828,1.379310345,38.79310345,34.5862069,1,1.172413793,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0.034482759,0,0,0,0,0.620689655,0.333333333,0,0,0,10.12896296,0,43.55555556,66,1.296296296,2.5,37.33333333,58.5,33.2962963,52,1,1,1.185185185,1,0.037037037,0,-0.333333333,0,-10.12896296,22.44444444,1.203703704,21.16666667,18.7037037,0,-0.185185185,-0.037037037,0.085545723,1
Garmin,49,43,Switzerland,38.48,9.735,60.54,155.03,251,0.171314741,0,251,4972.450199,4087.418327,34.26693227,20.30278884,18.90836653,1.023904382,1.103585657,0.262948207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023904382,0,0,0,0,0,0,0,0,0,0,0.175510204,0,0,0,6.521314286,0,4086.902041,4108.5,34.27755102,33.83333333,20.12244898,27.66666667,18.74693878,25.5,1.024489796,1,1.106122449,1,0.253061224,0.666666667,-0.175510204,0,-6.521314286,21.59795918,-0.444217687,7.544217687,6.753061224,-0.024489796,-0.106122449,0.413605442,0.740412979,1
Geberit,77,98,Switzerland,31.02,6.509,38.47,161.58,6,0.5,0,6,1991.666667,31.83333333,1.333333333,28.16666667,26.83333333,1,7.833333333,0.166666667,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.166666667,0.333333333,0.666666667,0,0,5.1,12.31066667,32.33333333,31.33333333,2,0.666666667,28,28.33333333,27,26.66666667,1,1,5.666666667,10,0.333333333,0,0.333333333,0,7.210666667,-1,-1.333333333,0.333333333,-0.333333333,0,4.333333333,-0.333333333,0.017699115,1
General Electric,66,84,United States,999.49,63.03,2620.21,594.8,23,0.304347826,0,23,5207.652174,2448.304348,39,53.73913043,45.73913043,1,2.47826087,0.434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0.086956522,0.318181818,0,0,0,5.109318182,0,2389.681818,3738,38.90909091,41,51.86363636,95,44.22727273,79,1,1,2.545454545,1,0.409090909,1,-0.318181818,0,-5.109318182,1348.318182,2.090909091,43.13636364,34.77272727,0,-1.545454545,0.590909091,0.067846608,1
General Mills,71,92,United States,167.65,21.257,302.49,363.02,107,0.14953271,0,107,917.364486,952.1682243,158.2897196,61.23364486,48.8317757,1.448598131,2.495327103,0.91588785,0,0,0,0,0,0,0,0,0,0.009345794,0,0,0,0,0,0,0,0,0.08411215,0,0,0,0,0.009345794,0,0,0,0.009345794,0.056074766,0.154639175,0.1,0,0,5.641546392,6.0006,961.8350515,858.4,172.3402062,22,55.19587629,119.8,44.78350515,88.1,1.474226804,1.2,2.628865979,1.2,0.969072165,0.4,-0.054639175,0,0.359053608,-103.4350515,-150.3402062,64.60412371,43.31649485,-0.274226804,-1.428865979,-0.569072165,0.315634218,1
General Motors,67,85,United States,1372.37,67.32,2280.37,319.26,46,0.695652174,0,46,6577.478261,1578.652174,81.69565217,43.2826087,37.56521739,1.043478261,1.347826087,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.086956522,0,0,0,0,0.043478261,0.043478261,0,0.065217391,0.02173913,0.043478261,0.666666667,0.8,0,0,133.5578056,70.6982,1617.416667,1439.1,87.41666667,61.1,41.13888889,51,36,43.2,1,1.2,1.416666667,1.1,0,0.1,0.133333333,0,-62.85960556,-178.3166667,-26.31666667,9.861111111,7.2,0.2,-0.316666667,0.1,0.135693215,1
Generali Group,78,98,Italy,918.98,29.895,5785.68,224.63,53,0.301886792,0,53,276.8113208,241.754717,4.283018868,76.20754717,59.13207547,1.20754717,2.641509434,0.283018868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339622642,0,0,0.622641509,0.018867925,0.037735849,0,0.018867925,0.132075472,0.018867925,0,0.037735849,0.037735849,0.188679245,0.333333333,0.269230769,0,0,17.66681481,12.94123077,250.6666667,232.5,4.259259259,4.307692308,69,83.69230769,54.48148148,63.96153846,1.296296296,1.115384615,2.444444444,2.846153846,0.222222222,0.346153846,-0.064102564,0,-4.725584046,-18.16666667,0.048433048,14.69230769,9.48005698,-0.180911681,0.401709402,0.123931624,0.156342183,1
Genting,60,70,Malaysia,52.18,4.817,250.51,37.34,155,0.348387097,0,155,745.4193548,378.3935484,6.883870968,41.58709677,36.87741935,1.051612903,3.961290323,2.225806452,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012903226,0,0.025806452,0,0.006451613,0,0,0,0,0.025806452,0.464516129,0.368055556,0.090909091,0,0,100.3119653,5.455090909,371.4375,469.4545455,6.909722222,6.545454545,42.24305556,33,37.40277778,30,1.055555556,1,3.944444444,4.181818182,2.270833333,1.636363636,-0.277146465,0,-94.85687437,98.01704545,-0.364267677,-9.243055556,-7.402777778,-0.055555556,0.237373737,-0.634469697,0.457227139,1
Globe Life,50,46,United States,45.73,7.41,259.77,88.43,125,0.12,0,125,1036.064,1744.848,22.424,13.112,12.384,1.088,1.144,0.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0.008,0,0,0,0,0,0,0.032,0.096,0.12605042,0,0,0,2.56402521,0,1769.92437,1247.5,23.1092437,8.833333333,13.39495798,7.5,12.6302521,7.5,1.092436975,1,1.151260504,1,0.352941176,0.166666667,-0.12605042,0,-2.56402521,-522.4243697,-14.27591036,-5.894957983,-5.130252101,-0.092436975,-0.151260504,-0.18627451,0.368731563,1
Goodyear,64,80,United States,142.03,-8.69,166.91,16.68,86,0.104651163,0,86,8366.011628,4499.965116,284.5348837,14.63953488,13.58139535,1.069767442,1.186046512,0.744186047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034883721,0,0,0,0,0,0,0,0,0,0,0.108433735,0,0,0,3.61953012,0,4497.53012,4567.333333,294.0120482,22.33333333,13.93975904,34,13.02409639,29,1.072289157,1,1.180722892,1.333333333,0.771084337,0,-0.108433735,0,-3.61953012,69.80321285,-271.6787149,20.06024096,15.97590361,-0.072289157,0.152610442,-0.771084337,0.253687316,1
HCA Healthcare,54,57,United States,516.8,30.47,454.21,371.91,485,0.255670103,0,485,228.0474227,181.1010309,3.105154639,113.2020619,84.72783505,1.239175258,5.028865979,1.086597938,0.004123711,0,0,0,0,0,0,0,0,0.043298969,0,0.002061856,0,0.002061856,0,0.002061856,0,0,0.350515464,0,0.004123711,0,0.028865979,0,0.006185567,0,0,0.022680412,0,0.226470588,0.324137931,0,0,12.00445294,20.93637931,182.4,178.0551724,3.035294118,3.268965517,101.75,140.0551724,77.09705882,102.6206897,1.232352941,1.255172414,4.858823529,5.427586207,1.035294118,1.206896552,0.097667343,0,8.931926369,-4.344827586,0.2336714,38.30517241,25.52363083,0.022819473,0.568762677,0.171602434,1.430678466,1
HDFC Bank,51,49,India,207.41,38.437,2089.63,731.46,258,0.298449612,0,258,13048.21318,3214.027132,51.13565891,37.95736434,34.08139535,1.139534884,3.666666667,0.065891473,0,0,0,0,0,0,0,0,0,0.007751938,0,0.003875969,0,0,0,0,0,0,0.007751938,0,0.003875969,0,0,0,0,0,0,0.027131783,0,0.297188755,0.333333333,0,0,8.671726908,7.185111111,3287.738956,1174.666667,51.4939759,41.22222222,37.95582329,38,34.12048193,33,1.144578313,1,3.658634538,3.888888889,0.068273092,0,0.036144578,0,-1.486615797,-2113.072289,-10.27175368,0.044176707,-1.120481928,-0.144578313,0.230254351,-0.068273092,0.761061947,1
HP,73,95,United States,583.69,30.27,316.56,221.76,46,0.456521739,0,45,4692.673913,2001.76087,65.7173913,46.32608696,40.32608696,1.434782609,2.630434783,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0.043478261,0,0,0.044444444,0.022222222,0.022222222,0,0.044444444,0.066666667,0.044444444,0,0,0,0,0.487804878,0.2,0,0,56.55070732,15.0186,1986.804878,2124.4,66.48780488,59.4,42.41463415,78.4,37.41463415,64.2,1.487804878,1,2.365853659,4.8,0.325,1,-0.287804878,0,-41.53210732,137.595122,-7.087804878,35.98536585,26.78536585,-0.487804878,2.434146341,0.675,0.135693215,0.97826087
Hainan Airlines,60,72,China,104.28,-5.334,275.82,41.34,12,0.166666667,0,12,915.8333333,685.0833333,12.16666667,15.33333333,14.25,1,1.083333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.166666667,,0,,10.69166667,,685.0833333,,12.16666667,,15.33333333,,14.25,,1,,1.083333333,,0.166666667,,,,,,,,,,,,0.03539823,1
Halkbank,56,62,Turkey,89.52,2.531,763.1,9.3,210,0.257142857,0,208,136866.819,2647.47619,87.16666667,23.47619048,22.39047619,1.004761905,1.133333333,0.120192308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0.260869565,0,0,0,12.81308696,0,2641.028986,3092.333333,88.17874396,17.33333333,23.42995169,26.66666667,22.36231884,24.33333333,1.004830918,1,1.1352657,1,0.12195122,0,-0.260869565,0,-12.81308696,451.3043478,-70.84541063,3.236714976,1.971014493,-0.004830918,-0.1352657,-0.12195122,0.619469027,0.99047619
Halyk Bank,48,39,Kazakhstan,25.83,8.734,241.16,26.34,31,0.387096774,0,29,9611.709677,664.0322581,101.8709677,91.83870968,76.74193548,1,1,1.931034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387096774,,0,,63.97206452,,664.0322581,,101.8709677,,91.83870968,,76.74193548,,1,,1,,1.931034483,,,,,,,,,,,,0.091445428,0.935483871
Hasbro,69,89,United States,50.89,4.241,104.24,98.93,175,0.217142857,0.005714286,175,1409.188571,1199.531429,47.82857143,37.11428571,31.25142857,1.485714286,2.828571429,0.308571429,0.005714286,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.017142857,0,0.005714286,0,0,0.005714286,0,0,0,0.005714286,0,0.218934911,0.166666667,0.00591716,0,8.671153846,5.441,1213.591716,803.5,48.52662722,28.16666667,36.99408284,40.5,31.1183432,35,1.485207101,1.5,2.869822485,1.666666667,0.307692308,0.333333333,-0.052268245,-0.00591716,-3.230153846,-410.091716,-20.35996055,3.50591716,3.881656805,0.014792899,-1.203155819,0.025641026,0.516224189,1
Heineken,70,90,Netherlands,268.27,12.166,522.01,223.76,73,0.547945205,0,72,13923.47945,5280.630137,75.1369863,12.56164384,12.02739726,1.082191781,1.739726027,0.277777778,0.01369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013888889,0,0.013888889,0,0,0,0,0,0,0,0.02739726,0.549295775,0.5,0,0,14.16501408,3.55,5356.760563,2578,76.81690141,15.5,11.95774648,34,11.54929577,29,1.070422535,1.5,1.732394366,2,0.257142857,1,-0.049295775,0,-10.61501408,-2778.760563,-61.31690141,22.04225352,17.45070423,0.429577465,0.267605634,0.742857143,0.215339233,0.98630137
Henkel,76,98,Germany,225.13,23.336,358.54,385.48,125,0.128,0,125,347.744,404.608,27.728,60.12,52.544,1.176,8.56,2.056,0,0,0,0,0,0,0,0,0,0.048,0,0.072,0.016,0.024,0.008,0.168,0.024,0,0.08,0,0.128,0.024,0.056,0.048,0.104,0.024,0.056,0.016,0.112,0.161290323,0.03125,0,0,7.550075269,0.29165625,401.9569892,412.3125,32.25806452,14.5625,59.03225806,63.28125,51.58064516,55.34375,1.215053763,1.0625,8.516129032,8.6875,2,2.21875,-0.130040323,0,-7.258419019,10.35551075,-17.69556452,4.248991935,3.763104839,-0.152553763,0.171370968,0.21875,0.368731563,1
Hershey,68,88,United States,80.07,11.165,88.55,275.47,33,0.757575758,0,32,7569.272727,2359.69697,67.06060606,17.27272727,15.78787879,1.121212121,1.363636364,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0.741935484,1,0,0,5.394064516,5.7315,2427.548387,1308,69.96774194,22,17.77419355,9.5,16.19354839,9.5,1.129032258,1,1.387096774,1,0.366666667,0,0.258064516,0,0.337435484,-1119.548387,-47.96774194,-8.274193548,-6.693548387,-0.129032258,-0.387096774,-0.366666667,0.097345133,0.96969697
Hewlett Packard Enterprise,73,95,United States,283.51,12.05,522.44,129.61,41,0.463414634,0,41,1036.268293,404.1707317,5.756097561,54.19512195,46.17073171,1.219512195,2.097560976,0.487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12195122,0,0.024390244,0,0,0.024390244,0,0,0,0,0,0.472222222,0.4,0,0,21.60847222,11.4122,390.5277778,502.4,5.833333333,5.2,51.47222222,73.8,44.41666667,58.8,1.194444444,1.4,2.138888889,1.8,0.527777778,0.2,-0.072222222,0,-10.19627222,111.8722222,-0.633333333,22.32777778,14.38333333,0.205555556,-0.338888889,-0.327777778,0.120943953,1
Hikvision,63,79,China,81.46,17.762,103.04,424.84,25,0.64,0,25,2224.4,421.64,14.24,22.32,21.12,1.04,2.88,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.36,0.652173913,0.5,0,0,29.95108696,30.003,432.0434783,302,14.30434783,13.5,22.56521739,19.5,21.34782609,18.5,1.043478261,1,2.956521739,2,0.652173913,1,-0.152173913,0,0.051913043,-130.0434783,-0.804347826,-3.065217391,-2.847826087,-0.043478261,-0.956521739,0.347826087,0.073746313,1
Hilton,63,77,United States,94.67,8.81,149.57,209.84,357,0.120448179,0.030812325,357,5233.067227,8487.212885,144.3081232,64.29131653,48.21568627,1.574229692,2.434173669,1.168067227,0.00280112,0,0.016806723,0,0,0,0,0,0,0.18767507,0,0.148459384,0,0,0.005602241,0,0,0,0.240896359,0,0.565826331,0,0.011204482,0.008403361,0.005602241,0,0,0.016806723,0.921568627,0.078341014,0.185714286,0.032258065,0.028571429,5.850797235,26.30587143,9234.018433,7329.664286,148.7926267,137.3571429,50.41013825,85.80714286,38.38248848,63.45714286,1.133640553,2.257142857,1.129032258,4.457142857,1.129032258,1.228571429,0.107373272,-0.003686636,20.45507419,-1904.354147,-11.43548387,35.39700461,25.07465438,1.123502304,3.328110599,0.099539171,1.053097345,1
Hologic,54,55,United States,33.25,6.162,68.22,129.36,135,0.303703704,0,133,184.9037037,91.86666667,2,38.77037037,34.45185185,1.051851852,2.222222222,0.338345865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007407407,0,0.007407407,0,0,0.067669173,0,0.007518797,0,0,0,0.015037594,0,0.007518797,0.007407407,0.044444444,0.296,0.4,0,0,34.140384,109.6231,91.392,97.8,1.976,2.3,38.24,45.4,33.976,40.4,1.056,1,2.184,2.7,0.341463415,0.3,0.104,0,75.482716,6.408,0.324,7.16,6.424,-0.056,0.516,-0.041463415,0.398230088,0.985185185
Home Depot,67,86,United States,1102.25,112.42,512.36,2361.24,209,0.090909091,0,209,2085.923445,2544.272727,66.58373206,24.61244019,22.80861244,1.114832536,1.004784689,0.315789474,0.014354067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153110048,0,0.014354067,0.004784689,0.004784689,0,0,0,0,0.014354067,0,0.088235294,0.102564103,0,0,6.712235294,11.47264103,2499.247059,2740.538462,70.72941176,48.51282051,23.71176471,28.53846154,22.01764706,26.25641026,1.141176471,1,1.005882353,1,0.352941176,0.153846154,0.014328808,0,4.760405732,241.2914027,-22.21659125,4.826696833,4.238763198,-0.141176471,-0.005882353,-0.199095023,0.616519174,1
Honda Motor,69,89,Japan,1423.9,43.323,1885.32,426.46,209,0.23923445,0,208,1323.315789,1492.995215,9.669856459,26.62200957,24.17703349,1.038277512,3.138755981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004807692,0,0,0,0,0,0,0,0,0.004784689,0.004784689,0.241545894,0,0,0,3.21221256,0,1492.971014,1495.5,9.719806763,4.5,26.07246377,83.5,23.83091787,60,1.038647343,1,3.144927536,2.5,0,0,-0.241545894,0,-3.21221256,2.528985507,-5.219806763,57.42753623,36.16908213,-0.038647343,-0.644927536,0,0.616519174,0.995215311
Hormel Foods,60,71,United States,95.21,9.803,82.9,251.95,212,0.363207547,0,211,158.4811321,66.91981132,1.919811321,40.69339623,35.83490566,1.20754717,3.353773585,0.450236967,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0.061611374,0,0.018957346,0,0,0,0.004739336,0,0,0.04245283,0.004716981,0.372340426,0.291666667,0,0,94.19364362,24.50491667,67.78723404,60.125,2,1.291666667,40.2606383,44.08333333,35.49468085,38.5,1.212765957,1.166666667,3.393617021,3.041666667,0.454545455,0.416666667,-0.080673759,0,-69.68872695,-7.662234043,-0.708333333,3.822695035,3.005319149,-0.046099291,-0.351950355,-0.037878788,0.625368732,0.995283019
Humana,69,89,United States,677.16,26.14,346.33,504.79,10,0.6,0,10,47111.4,927.6,16.5,39,33.7,1,1.5,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.625,0.5,0,0,40.844125,76.8405,1082.75,307,19.125,6,36.25,50,31.125,44,1,1,1.5,1.5,0,0.5,-0.125,0,35.996375,-775.75,-13.125,13.75,12.875,0,0,0.5,0.029498525,1
Huntington Bank,59,70,United States,54.34,11.01,1138.97,93.71,12,0.416666667,0,12,315,99.16666667,0,41.5,36.41666667,1.75,1.333333333,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.083333333,0,0,0,0,0,0,0,0,0.444444444,0.333333333,0,0,24.60244444,49.37,95.88888889,109,0,0,37.55555556,53.33333333,33.22222222,46,1,4,1.333333333,1.333333333,0,0,-0.111111111,0,24.76755556,13.11111111,0,15.77777778,12.77777778,3,0,0,0.03539823,1
Hyundai Mobis,74,95,South Korea,318.97,18.231,387.02,131.54,235,0.293617021,0,235,216.8255319,102.4893617,3.285106383,25.23404255,23.46382979,1.008510638,5.357446809,0,0,0,0,0,0,0,0,0,0,0.004255319,0,0,0,0,0,0,0,0,0.004255319,0,0,0.004255319,0.034042553,0.004255319,0,0.004255319,0,0.004255319,0,0.304932735,0.083333333,0,0,9.414914798,2.233333333,104.8340807,58.91666667,3.381165919,1.5,25.0896861,27.91666667,23.33183857,25.91666667,1.00896861,1,5.31838565,6.083333333,0,0,-0.221599402,0,-7.181581465,-45.91741405,-1.881165919,2.826980568,2.584828102,-0.00896861,0.764947683,0,0.693215339,1
Hyundai Motor,66,84,South Korea,905.15,22.851,1633.47,201.17,240,0.004166667,0,240,17.74166667,6876.8125,45.26666667,29.00416667,26.425,1,1.104166667,0.404166667,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0.045833333,0,0,0.004166667,0.004166667,0,0.029166667,0.008333333,0.741666667,0.00462963,0,0,0,0.139041667,0,6885.773148,6796.166667,44.48611111,52.29166667,28.44444444,34.04166667,25.91203704,31.04166667,1,1,1.106481481,1.083333333,0.37037037,0.708333333,-0.00462963,0,-0.139041667,-89.60648148,7.805555556,5.597222222,5.12962963,0,-0.023148148,0.337962963,0.707964602,1
IBM,67,85,United States,765.37,90.15,1534.03,1114.84,56,0.285714286,0,56,4127.607143,4625.035714,59.89285714,37.33928571,32.80357143,1.017857143,1.053571429,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0,0.017857143,0.035714286,0.017857143,0,0,0,0.071428571,0.301886792,0,0,0,46.46671698,0,4635.603774,4438.333333,60.20754717,54.33333333,36.9245283,44.66666667,32.35849057,40.66666667,1.018867925,1,1.056603774,1,0.433962264,0.333333333,-0.301886792,0,-46.46671698,-197.2704403,-5.874213836,7.742138365,8.308176101,-0.018867925,-0.056603774,-0.100628931,0.16519174,1
ITC,60,71,India,55.14,16.258,101.17,298.16,58,0.206896552,0,58,6934.913793,2386.465517,52.5,54.01724138,45.55172414,1.224137931,1.396551724,5.275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0,0,0,0,0,0.034482759,0,0.086206897,0,0,0,0,0.017241379,0,0.211538462,0.166666667,0,0,5.110826923,4.672166667,2386.692308,2384.5,55,30.83333333,52.03846154,71.16666667,44.28846154,56.5,1.25,1,1.423076923,1.166666667,5.173076923,6.166666667,-0.044871795,0,-0.438660256,-2.192307692,-24.16666667,19.12820513,12.21153846,-0.25,-0.256410256,0.993589744,0.171091445,1
Iberdrola,24,18,Spain,396.91,41.101,1366.23,624.69,366,0.144808743,0,366,15754.20219,5212.04918,77.11748634,40.9863388,36.28142077,1.278688525,3.549180328,3.43989071,0,0,0,0,0,0,0,0.00273224,0,0.06010929,0,0.057377049,0,0.18579235,0,0,0,0,0.098360656,0,0.139344262,0,0.18579235,0,0,0.00273224,0,0.010928962,0.131147541,0.19140625,0.036363636,0,0,6.9610625,0.875509091,6311.664063,2652.945455,100.609375,22.44545455,42.453125,37.57272727,37.1171875,34.33636364,1.3515625,1.109090909,3.0234375,4.772727273,3.703125,2.827272727,-0.155042614,0,-6.085553409,-3658.718608,-78.16392045,-4.880397727,-2.780823864,-0.242471591,1.749289773,-0.875852273,1.079646018,1
Indian Bank,55,57,India,33.97,1.333,420.94,4.22,526,0.159695817,0,526,11285.85361,1936.304183,10.59695817,37.36121673,33.99809886,1,3.019011407,0.032319392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001901141,0,0,0,0,0.017110266,0,0.003802281,0,0.005703422,0,0,0,0,0.009505703,0,0.155511811,0.277777778,0,0,14.14780315,22.24955556,1998.838583,171.4444444,10.78740157,5.222222222,37.39566929,36.38888889,34.04724409,32.61111111,1,1,3.035433071,2.555555556,0.033464567,0,0.122265967,0,8.101752406,-1827.394138,-5.565179353,-1.006780402,-1.436132983,0,-0.479877515,-0.033464567,1.551622419,1
IndusInd Bank,61,74,India,50.4,6.287,406.11,43.22,258,0.418604651,0,258,1222.604651,327.7015504,4.763565891,34.36434109,30.06589147,1.34496124,3.124031008,0.015503876,0,0,0,0,0,0,0,0,0,0.003875969,0,0,0,0.007751938,0,0.003875969,0,0,0.034883721,0,0,0.003875969,0.003875969,0,0,0,0,0.019379845,0.003875969,0.413934426,0.5,0,0,14.70293443,48.3355,339.3647541,124.4285714,4.885245902,2.642857143,32.68852459,63.57142857,28.93032787,49.85714286,1.278688525,2.5,3.024590164,4.857142857,0.016393443,0,0.086065574,0,33.63256557,-214.9361827,-2.242388759,30.88290398,20.92681499,1.221311475,1.832552693,-0.016393443,0.761061947,1
Infosys,77,98,India,128.04,23.404,122.63,406.19,150,0.42,0,150,4814.673333,2111.54,7.113333333,34.06666667,29.78,1.033333333,2.693333333,0.746666667,0.006666667,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0.006666667,0,0.006666667,0,0.086666667,0,0.046666667,0,0,0.02,0,0,0,0.026666667,0.033333333,0.416,0.44,0,0,14.622112,21.4446,2183.976,1749.36,6.888,8.24,31.264,48.08,27.832,39.52,1.024,1.08,2.632,3,0.736,0.8,0.024,0,6.822488,-434.616,1.352,16.816,11.688,0.056,0.368,0.064,0.442477876,1
Intel,70,91,United States,757.32,227.35,1477.1,2539.55,88,0.409090909,0,88,10104.89773,6442.931818,98.30681818,24.68181818,22.98863636,1.079545455,2.170454545,0.693181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011363636,0.011363636,0,0,0,0.011363636,0,0,0,0,0,0,0,0,0,0,0.413793103,0,0,0,5.527344828,0,6419.367816,8493,98.59770115,73,24.73563218,20,23.02298851,20,1.08045977,1,2.126436782,6,0.689655172,1,-0.413793103,0,-5.527344828,2073.632184,-25.59770115,-4.735632184,-3.022988506,-0.08045977,3.873563218,0.310344828,0.259587021,1
Interpublic Group,60,70,United States,102.2,6.687,164.29,66.16,36,0.027777778,0,36,9.472222222,171.4722222,3.916666667,42.72222222,36.80555556,1.361111111,1.972222222,1.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0.055555556,0,0,0,0,0.027777778,0.055555556,0.027777778,0,0,0.055555556,0.03030303,0,0,0,0.271848485,0,175.5757576,126.3333333,4.212121212,0.666666667,40.36363636,68.66666667,34.96969697,57,1.363636364,1.333333333,2,1.666666667,1.060606061,1,-0.03030303,0,-0.271848485,-49.24242424,-3.545454545,28.3030303,22.03030303,-0.03030303,-0.333333333,-0.060606061,0.10619469,1
Intesa Sanpaolo,71,92,Italy,412.63,46.807,9160.74,272.5,82,0.646341463,0,82,1394.170732,220.2073171,34.02439024,58.74390244,51.02439024,2,1.695121951,0.243902439,0.012195122,0,0,0,0,0,0,0,0,0.012195122,0,0,0,0,0,0,0,0,0.085365854,0,0.012195122,0,0,0,0,0,0,0.036585366,0.170731707,0.680555556,0.4,0,0,40.88669444,22.2806,215.5833333,253.5,37.40277778,9.7,57.04166667,71,49.97222222,58.6,2.041666667,1.7,1.722222222,1.5,0.263888889,0.1,-0.280555556,0,-18.60609444,37.91666667,-27.70277778,13.95833333,8.627777778,-0.341666667,-0.222222222,-0.163888889,0.241887906,1
Intuit,73,95,United States,71.27,16.31,67.01,702.83,137,0.094890511,0,137,7179.116788,4437.576642,6.00729927,45.10218978,38.83211679,1.03649635,1.343065693,0.072992701,0.00729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01459854,0,0,0.094890511,0,0.00729927,0.00729927,0,0,0.01459854,0,0,0,0,0.107438017,0,0,0,2.228661157,0,4119.694215,6841.5625,5.694214876,8.375,44.2231405,51.75,38.14049587,44.0625,1.033057851,1.0625,1.363636364,1.1875,0.082644628,0,-0.107438017,0,-2.228661157,2721.868285,2.680785124,7.526859504,5.922004132,0.029442149,-0.176136364,-0.082644628,0.404129794,1
Invesco,61,73,United States,64.81,6.513,370.11,39.56,15,0.2,0,15,39.13333333,36.8,0.2,35.8,31.4,1.066666667,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0,0,9.631285714,0,34.71428571,66,0.214285714,0,37.07142857,18,32.35714286,18,1.071428571,1,1.214285714,1,0,0,-0.214285714,0,-9.631285714,31.28571429,-0.214285714,-19.07142857,-14.35714286,-0.071428571,-0.214285714,0,0.044247788,1
