company,environment_rating,environment_percentage,Country,Sales,Profits,Assets,Market Value,posts_per_year,is_video,is_sponsored,caption,video_view_count,likes,comments,caption_num_words,caption_unique_words,mention_counts,hashtag_counts,emoji_counts,mentions_eco,mentions_eco-friendly,mentions_green,mentions_organic,mentions_clean,mentions_sustainable,mentions_sustainability,mentions_carbon,mentions_emissions,hashtags_eco,hashtags_eco-friendly,hashtags_green,hashtags_organic,hashtags_clean,hashtags_sustainable,hashtags_sustainability,hashtags_carbon,hashtags_emissions,caption_eco,caption_eco-friendly,caption_green,caption_organic,caption_clean,caption_sustainable,caption_sustainability,caption_carbon,caption_emissions,likely_automated,has_location,is_video_0,is_video_1,is_sponsored_0,is_sponsored_1,video_length_0,video_length_1,likes_0,likes_1,comments_0,comments_1,caption_num_words_0,caption_num_words_1,caption_unique_words_0,caption_unique_words_1,mention_counts_0,mention_counts_1,hashtag_counts_0,hashtag_counts_1,emoji_counts_0,emoji_counts_1,is_video_green_diff,is_sponsored_green_diff,video_length_green_diff,likes_green_diff,comments_green_diff,caption_num_words_green_diff,caption_unique_words_green_diff,mention_counts_green_diff,hashtag_counts_green_diff,emoji_counts_green_diff,posts_per_day,captions_per_year
JM Smucker,56,60,United States,76.11,6.212,166.36,131.04,71,0.23943662,0,71,1901.084507,338.028169,7.943661972,40.22535211,35.22535211,1.154929577,1.690140845,0.366197183,0,0,0,0.028169014,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0.098591549,0,0.028169014,0.042253521,0.014084507,0.014084507,0.028169014,0,0.014084507,0.028169014,0.028169014,0.254237288,0.166666667,0,0,9.324711864,4.177166667,368.559322,187.9166667,9.118644068,2.166666667,39,46.25,34.15254237,40.5,1.118644068,1.333333333,1.762711864,1.333333333,0.372881356,0.333333333,-0.087570621,0,-5.147545198,-180.6426554,-6.951977401,7.25,6.347457627,0.214689266,-0.429378531,-0.039548023,0.209439528,1
JSW Steel,59,68,India,109.82,7.557,177.31,58.23,207,0.400966184,0,207,22023.87923,1361.028986,20.06763285,40.54589372,35.74396135,1.198067633,4.942028986,0.062801932,0,0,0,0,0,0,0,0,0,0.009661836,0,0.004830918,0,0.004830918,0.019323671,0.111111111,0.004830918,0,0.06763285,0,0.014492754,0,0,0.028985507,0.014492754,0.004830918,0,0.019323671,0.004830918,0.397790055,0.423076923,0,0,13.15235912,15.05338462,1429.546961,884.0384615,20.64088398,16.07692308,39.21546961,49.80769231,34.8121547,42.23076923,1.209944751,1.115384615,4.939226519,4.961538462,0.066298343,0.038461538,0.025286868,0,1.901025499,-545.5084998,-4.563960901,10.59222269,7.418614535,-0.094560136,0.022311942,-0.027836804,0.610619469,1
Japan Airlines,63,78,Japan,136.41,11.056,178.67,60.59,136,0,0,136,0,17330.36765,80.32352941,25.13235294,24.05882353,1.014705882,7.132352941,1.889705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007352941,0,0.080882353,0,0.007352941,0,0,0,0,0.007352941,0.757352941,0,0,0,0,0,0,17431.52846,16373.23077,82.41463415,60.53846154,25.05691057,25.84615385,23.99186992,24.69230769,1.008130081,1.076923077,7.130081301,7.153846154,1.902439024,1.769230769,0,0,0,-1058.297686,-21.87617261,0.789243277,0.700437774,0.068792996,0.023764853,-0.133208255,0.401179941,1
KB Financial Group,69,89,South Korea,373.36,27.038,4498.68,111.12,103,0.019417476,0,103,125.7475728,672.2912621,228.1553398,66.12621359,61.84466019,1.019417476,14.83495146,3.737864078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009708738,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0.319931373,0,672.5490196,646,229.9313725,47,66.39215686,39,62.08823529,37,1.019607843,1,14.84313725,14,3.764705882,1,-0.019607843,0,-0.319931373,-26.54901961,-182.9313725,-27.39215686,-25.08823529,-0.019607843,-0.843137255,-2.764705882,0.303834808,1
KIA Motors,71,92,South Korea,509.46,12.202,457.56,97.56,192,0.026041667,0,192,257.2447917,3355.953125,40.36458333,9.098958333,8.770833333,1.010416667,1.203125,0.151041667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005208333,0,0,0,0,0,0,0.015625,0.005208333,0.021276596,0.25,0,0,0.295989362,7.50825,3366.840426,2844.25,40.24468085,46,8.909574468,18,8.617021277,16,1.010638298,1,1.207446809,1,0.154255319,0,0.228723404,0,7.212260638,-522.5904255,5.755319149,9.090425532,7.382978723,-0.010638298,-0.207446809,-0.154255319,0.566371681,1
Kohl's,62,76,United States,199.74,6.91,145.55,28.66,354,0.189265537,0,354,4812.485876,2880.211864,52.22316384,23.17514124,21.63276836,1.146892655,1.711864407,0.81920904,0.019774011,0,0,0,0,0,0,0,0,0.014124294,0,0,0,0.005649718,0,0,0,0,0.06779661,0.002824859,0.019774011,0.002824859,0.028248588,0,0,0,0,0.005649718,0,0.180685358,0.272727273,0,0,39.443,78.228,2959.140187,2112.454545,50.37694704,70.18181818,22.37383178,30.96969697,20.93146417,28.45454545,1.140186916,1.212121212,1.722741433,1.606060606,0.819314642,0.818181818,0.092041914,0,38.785,-846.6856415,19.80487114,8.595865194,7.52308128,0.071934296,-0.116680827,-0.001132824,1.044247788,1
Kotak Mahindra Bank,56,61,India,73.96,12.391,564.91,345.68,160,0.625,0,160,71362.275,13026.44375,31.4625,52.23125,44.68125,1.1375,6.5125,0.05625,0,0,0,0,0,0,0,0,0,0.1625,0,0,0,0,0,0,0,0,0.19375,0,0.025,0,0.01875,0,0,0,0,0.03125,0,0.636986301,0.5,0,0,15.37515753,10.39978571,13724.9589,5741.928571,32.08219178,25,48.80821918,87.92857143,42.43150685,68.14285714,1.143835616,1.071428571,6.383561644,7.857142857,0.061643836,0,-0.136986301,0,-4.97537182,-7983.030333,-7.082191781,39.12035225,25.71135029,-0.072407045,1.473581213,-0.061643836,0.471976401,1
Kraft Heinz Company,57,63,United States,251.74,19.08,1040.73,370.56,38,0.289473684,0,38,267.2368421,147.0263158,4.789473684,44.89473684,39.57894737,1.342105263,4.552631579,0.684210526,0,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0,0,0,0,0.026315789,0,0.026315789,0,0,0.052631579,0,0,0,0,0.236842105,0.285714286,0.333333333,0,0,11.78837143,35.93233333,145.8285714,161,4.828571429,4.333333333,42.65714286,71,37.97142857,58.33333333,1.371428571,1,4.6,4,0.685714286,0.666666667,0.047619048,0,24.1439619,15.17142857,-0.495238095,28.34285714,20.36190476,-0.371428571,-0.6,-0.019047619,0.112094395,1
Kroger,67,85,United States,1222.86,16.55,478.99,252.35,196,0.545918367,0,196,3820.668367,522.9438776,49.17346939,38.31122449,32.6122449,1.153061224,1.081632653,0.683673469,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030612245,0,0.015306122,0,0.051020408,0,0,0,0,0,0.005102041,0.525139665,0.764705882,0,0,57.29815084,106.1694118,520.1284916,552.5882353,47.96089385,61.94117647,34.22346369,81.35294118,29.90502793,61.11764706,1.162011173,1.058823529,1.072625698,1.176470588,0.709497207,0.411764706,0.239566218,0,48.87126093,32.45974367,13.98028262,47.12947749,31.21261913,-0.103187644,0.10384489,-0.297732501,0.578171091,1
Kubota,76,97,Japan,176.13,13.674,288.87,153.67,17,0.117647059,0,17,1267.411765,1072.529412,21.47058824,31.88235294,27.23529412,1.117647059,4.235294118,0.705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0.058823529,0,0.066666667,0.5,0,0,0.8444,4.65,1119.4,721,23.93333333,3,27.53333333,64.5,23.86666667,52.5,1,2,4.266666667,4,0.733333333,0.5,0.433333333,0,3.8056,-398.4,-20.93333333,36.96666667,28.63333333,1,-0.266666667,-0.233333333,0.050147493,1
L'Oréal,82,98,France,334.36,41.972,491.76,1625.17,134,0.298507463,0,134,4333.552239,1312.067164,90.47761194,54.50746269,46.08955224,1.485074627,3.731343284,2.731343284,0,0,0,0,0,0,0,0,0,0.007462687,0,0,0,0,0.014925373,0.059701493,0,0,0.074626866,0,0.014925373,0.02238806,0.007462687,0.029850746,0.067164179,0,0,0.044776119,0.111940299,0.280373832,0.37037037,0,0,14.25328972,21.25785185,1409.598131,925.5555556,95.26168224,71.51851852,52.05607477,64.22222222,44.54205607,52.22222222,1.570093458,1.148148148,3.588785047,4.296296296,2.542056075,3.481481481,0.089996539,0,7.004562132,-484.0425753,-23.74316372,12.16614746,7.680166147,-0.42194531,0.70751125,0.939425407,0.395280236,1
LG Electronics,74,96,South Korea,525.1,4.107,374.34,81.13,126,0.253968254,0,125,198.515873,85.02380952,4.19047619,37.5,33.66666667,1.150793651,4.158730159,1.168,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0.007936508,0,0,0,0,0.088,0,0.016,0,0.048,0,0,0,0,0.015873016,0,0.219047619,0.428571429,0,0,8.363295238,17.95719048,87.43809524,72.95238095,4.219047619,4.047619048,36.66666667,41.66666667,32.99047619,37.04761905,1.133333333,1.238095238,4.238095238,3.761904762,1.173076923,1.142857143,0.20952381,0,9.593895238,-14.48571429,-0.171428571,5,4.057142857,0.104761905,-0.476190476,-0.03021978,0.371681416,0.992063492
Lloyds Banking Group,75,96,United Kingdom,642.81,31.37,11047,286.37,39,0.358974359,0,39,815.8717949,109.0512821,5.282051282,109.6923077,73.25641026,1.076923077,3.076923077,0.282051282,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0.051282051,0.153846154,0,0,0.307692308,0,0.051282051,0,0.051282051,0.128205128,0.025641026,0.256410256,0.076923077,0.025641026,0.256410256,0.545454545,0.117647059,0,0,166.7320909,6.661117647,136.2727273,73.82352941,6.181818182,4.117647059,54.72727273,180.8235294,42.54545455,113,1.090909091,1.058823529,3.045454545,3.117647059,0.318181818,0.235294118,-0.427807487,0,-160.0709733,-62.44919786,-2.064171123,126.0962567,70.45454545,-0.032085561,0.072192513,-0.082887701,0.115044248,1
Lockheed Martin,67,86,United States,611.27,62.43,492.48,1091.06,50,0.32,0,50,20881.88,18667.22,128.52,35.44,31.12,1.46,2.08,0.22,0.02,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.06,0.333333333,0,0,0,12.03158333,0,18567.72917,21055,128.4791667,129.5,35.47916667,34.5,31.22916667,28.5,1.395833333,3,2.125,1,0.208333333,0.5,-0.333333333,0,-12.03158333,2487.270833,1.020833333,-0.979166667,-2.729166667,1.604166667,-1.125,0.291666667,0.147492625,1
Lowe's,65,82,United States,721.48,42.67,409.9,790.81,134,0.328358209,0,134,15655.73134,2973.462687,82.39552239,59.44029851,48.57462687,1.231343284,4.320895522,0.843283582,0,0,0,0,0,0,0,0,0,0.246268657,0,0,0,0,0,0,0,0,0.395522388,0,0.007462687,0,0.014925373,0,0,0,0,0.014925373,0,0.369565217,0.238095238,0,0,13.76104348,9.664071429,2581.032609,3833.071429,94.29347826,56.33333333,49.52173913,81.16666667,42,62.97619048,1.065217391,1.595238095,3.532608696,6.047619048,0.826086957,0.880952381,-0.131469979,0,-4.09697205,1252.03882,-37.96014493,31.64492754,20.97619048,0.530020704,2.515010352,0.054865424,0.395280236,1
MGM Resorts,58,66,United States,119.76,28.258,391.19,82.92,90,0.377777778,0,90,2004.533333,722.4555556,21.14444444,35.44444444,28.42222222,1.155555556,1.222222222,0.422222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0.022222222,0.655555556,0.379310345,0.333333333,0,0,55.94555172,59.372,737.0229885,300,21.50574713,10.66666667,32.22988506,128.6666667,26.51724138,83.66666667,1.16091954,1,1.229885057,1,0.425287356,0.333333333,-0.045977011,0,3.426448276,-437.0229885,-10.83908046,96.43678161,57.14942529,-0.16091954,-0.229885057,-0.091954023,0.265486726,1
Macquarie Group,66,85,Australia,114.7,22.011,1480.38,227.62,46,0.347826087,0,46,200.8913043,121.1304348,1.282608696,62.13043478,50.36956522,1.413043478,1.630434783,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0.02173913,0,0,0.043478261,0,0,0,0.326086957,0,0.065217391,0,0.043478261,0.02173913,0,0.043478261,0.02173913,0,0.065217391,0.322580645,0.4,0,0,28.07619355,43.36966667,124.1612903,114.8666667,1.35483871,1.133333333,60.19354839,66.13333333,49.41935484,52.33333333,1.483870968,1.266666667,1.64516129,1.6,0,0,0.077419355,0,15.29347312,-9.294623656,-0.221505376,5.939784946,2.913978495,-0.217204301,-0.04516129,0,0.135693215,1
Macy's,59,68,United States,253.3,5.64,225.83,18.15,272,0.154411765,0,271,4021.577206,3064.261029,101.1323529,24.14705882,22.09191176,1.113970588,1.091911765,0.531365314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003690037,0,0,0,0,0,0,0,0,0.018382353,0.003676471,0.157894737,0,0,0,14.58881955,0,3068.808271,2862.666667,102.3421053,47.5,24.21052632,21.33333333,22.12406015,20.66666667,1.109022556,1.333333333,1.093984962,1,0.535849057,0.333333333,-0.157894737,0,-14.58881955,-206.141604,-54.84210526,-2.877192982,-1.457393484,0.224310777,-0.093984962,-0.202515723,0.802359882,0.996323529
Makita,62,77,Japan,45.58,4.694,64.59,89.38,323,0.111455108,0,323,4351.439628,4123.411765,34.79876161,71.47678019,58.76160991,1.049535604,9.188854489,0.222910217,0,0,0,0,0,0,0,0,0,0.021671827,0,0,0,0.043343653,0,0,0,0,0.068111455,0,0,0,0.20123839,0,0,0.012383901,0.108359133,0.021671827,0,0.103896104,0.130434783,0,0,3.922177489,4.399586957,4414.969697,3391.347826,38.99134199,24.27173913,66.08658009,85.01086957,54.76623377,68.79347826,1.064935065,1.010869565,8.848484848,10.04347826,0.186147186,0.315217391,0.026538679,0,0.477409467,-1023.621871,-14.71960286,18.92428948,14.02724449,-0.0540655,1.194993412,0.129070205,0.95280236,1
Manulife,69,90,Canada,582.62,42.219,5920.06,245.47,80,0.3,0,80,398.7625,270.6375,3.9875,44.5625,37.2125,1.025,1.2125,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.313432836,0.230769231,0,0,11.72429851,10.43323077,266.8507463,290.1538462,3.925373134,4.307692308,41.76119403,59,35.11940299,48,1.029850746,1,1.253731343,1,0.029850746,0,-0.082663605,0,-1.291067738,23.30309989,0.382319173,17.23880597,12.88059701,-0.029850746,-0.253731343,-0.029850746,0.235988201,1
Marks & Spencer,76,97,United Kingdom,131.03,0.745,120.72,22.63,1334,0.271364318,0,1334,15579.13118,3805.849325,146.7788606,32.01049475,28.56671664,1.062218891,1.03898051,0.463268366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023238381,0,0.010494753,0.000749625,0.005997001,0.008995502,0,0,0,0.017991004,0,0.262190248,0.409638554,0,0,21.37551399,71.99024096,3855.673062,3054.891566,148.6650679,118.3493976,31.62669864,37.79518072,28.2126299,33.90361446,1.063948841,1.036144578,1.041566747,1,0.463629097,0.457831325,0.147448306,0,50.61472698,-800.7814953,-30.31567036,6.168482082,5.690984562,-0.027804263,-0.041566747,-0.005797771,3.935103245,1
Marriott International,63,78,United States,209.72,12.73,250.51,294.85,63,0.079365079,0,63,1071.952381,1313.571429,18.36507937,33.82539683,29.46031746,1.841269841,1.603174603,0.015873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0.015873016,0.015873016,0,0,0,0.015873016,0.412698413,0.074074074,0.111111111,0,0,3.594481481,3.889555556,1280.907407,1509.555556,17.75925926,22,35.44444444,24.11111111,30.62962963,22.44444444,1.759259259,2.333333333,1.62962963,1.444444444,0.018518519,0,0.037037037,0,0.295074074,228.6481481,4.240740741,-11.33333333,-8.185185185,0.574074074,-0.185185185,-0.018518519,0.185840708,1
Mastercard,74,96,United States,170.03,79.49,306.48,2760.81,69,0.652173913,0,69,103618.7246,1376.449275,71.94202899,40.05797101,35.55072464,1.202898551,1.275362319,0.420289855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0,0,0,0,0.043478261,0,0,0,0.028985507,0.086956522,0.689655172,0.454545455,0,0,33.48306897,23.69636364,1484.396552,807.2727273,75.63793103,52.45454545,38.56896552,47.90909091,34.44827586,41.36363636,1.206896552,1.181818182,1.310344828,1.090909091,0.465517241,0.181818182,-0.235109718,0,-9.786705329,-677.1238245,-23.18338558,9.340125392,6.915360502,-0.02507837,-0.219435737,-0.28369906,0.203539823,1
Maybank,67,87,Malaysia,104.98,19.788,2039.88,197.9,67,0.014925373,0,67,12.6119403,103.9701493,6.582089552,16.41791045,15.46268657,1.089552239,1.358208955,1.104477612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134328358,0,0,0,0,0,0,0.029850746,0.865671642,0.017857143,0,0,0,0.263089286,0,104.9107143,99.18181818,6.803571429,5.454545455,16.03571429,18.36363636,15.10714286,17.27272727,1.089285714,1.090909091,1.321428571,1.545454545,1.107142857,1.090909091,-0.017857143,0,-0.263089286,-5.728896104,-1.349025974,2.327922078,2.165584416,0.001623377,0.224025974,-0.016233766,0.197640118,1
Mazda Motor,70,91,Japan,320.92,5.395,264.13,36.04,195,0.343589744,0,195,953.0307692,765.3282051,6.98974359,39.85641026,35.37435897,1.415384615,2.384615385,0.041025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061538462,0,0.01025641,0,0.015384615,0,0,0,0,0.015384615,0.441025641,0.348571429,0.3,0,0,19.00609714,16.79525,763.5828571,780.6,6.96,7.25,39.31428571,44.6,34.90285714,39.5,1.331428571,2.15,2.32,2.95,0.045714286,0,-0.048571429,0,-2.210847143,17.01714286,0.29,5.285714286,4.597142857,0.818571429,0.63,-0.045714286,0.575221239,1
McCormick,51,49,United States,53.28,6.994,104.92,208.45,176,0.176136364,0,176,1974.346591,937,18.83522727,89.6875,66.88068182,1.039772727,1.051136364,1.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073863636,0,0.125,0,0.039772727,0,0,0,0,0.011363636,0,0.164383562,0.233333333,0,0,95.91534247,35.40553333,963.6917808,807.1,19.71232877,14.56666667,74.80821918,162.1,57.40410959,113,1.04109589,1.033333333,1.061643836,1,1.684931507,3.166666667,0.068949772,0,-60.50980913,-156.5917808,-5.1456621,87.29178082,55.59589041,-0.007762557,-0.061643836,1.48173516,0.519174041,1
McDonald's,72,94,United States,208.35,58.039,475.11,1394.54,71,0.253521127,0,71,66964.6338,52787.8169,1456.267606,21.3943662,19.08450704,1.225352113,1,0.774647887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0.042253521,0.028169014,0.268656716,0,0,0,3.607507463,0,53816.32836,35560.25,1509.537313,564,22.02985075,10.75,19.59701493,10.5,1.23880597,1,1,1,0.820895522,0,-0.268656716,0,-3.607507463,-18256.07836,-945.5373134,-11.27985075,-9.097014925,-0.23880597,0,-0.820895522,0.209439528,1
Microsoft,76,98,United States,1386.04,462.66,2854.49,13590.28,108,0.212962963,0,108,38776.46296,29779.76852,556.3981481,22.60185185,20.65740741,1.092592593,1.083333333,0.657407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0.074074074,0,0,0,0.009259259,0.018518519,0,0.027777778,0.018518519,0.22826087,0.125,0,0,8.920054348,2.157625,30136.96739,27725.875,542.8586957,634.25,22.16304348,25.125,20.36956522,22.3125,1.108695652,1,1.097826087,1,0.510869565,1.5,-0.10326087,0,-6.762429348,-2411.092391,91.39130435,2.961956522,1.942934783,-0.108695652,-0.097826087,0.989130435,0.318584071,1
Mitsubishi,64,79,Japan,1407.66,47.873,1670.17,323.63,274,0.080291971,0,274,336.2992701,1811.748175,18.00729927,17.27372263,15.95985401,1.003649635,1.193430657,0.094890511,0.010948905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040145985,0,0.010948905,0,0.003649635,0,0,0,0,0.003649635,0.003649635,0.076923077,0.142857143,0,0,1.381388462,7.505928571,1831,1454.214286,18.13461538,15.64285714,16.58846154,30,15.42307692,25.92857143,1,1.071428571,1.188461538,1.285714286,0.096153846,0.071428571,0.065934066,0,6.12454011,-376.7857143,-2.491758242,13.41153846,10.50549451,0.071428571,0.097252747,-0.024725275,0.808259587,1
Mitsubishi Motors,65,82,Japan,219.01,4.765,177.38,42.45,274,0.080291971,0,274,336.2992701,1811.748175,18.00729927,17.27372263,15.95985401,1.003649635,1.193430657,0.094890511,0.010948905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040145985,0,0.010948905,0,0.003649635,0,0,0,0,0.003649635,0.003649635,0.076923077,0.142857143,0,0,1.381388462,7.505928571,1831,1454.214286,18.13461538,15.64285714,16.58846154,30,15.42307692,25.92857143,1,1.071428571,1.188461538,1.285714286,0.096153846,0.071428571,0.065934066,0,6.12454011,-376.7857143,-2.491758242,13.41153846,10.50549451,0.071428571,0.097252747,-0.024725275,0.808259587,1
Morgan Stanley,67,86,United States,530,83.11,8968.23,621.42,313,0.166134185,0,313,717.5111821,856.2108626,10.34504792,69.30031949,56.08945687,1.14057508,1.54313099,0.051118211,0.003194888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003194888,0.003194888,0,0,0.214057508,0,0.015974441,0,0.006389776,0.009584665,0.009584665,0.022364217,0.019169329,0.015974441,0.003194888,0.156779661,0.194805195,0,0,7.222927966,8.533844156,892.690678,744.4025974,11.01694915,8.285714286,68.52966102,71.66233766,55.6059322,57.57142857,1.131355932,1.168831169,1.56779661,1.467532468,0.042372881,0.077922078,0.038025534,0,1.31091619,-148.2880806,-2.731234867,3.132676645,1.965496368,0.037475237,-0.100264143,0.035549197,0.923303835,1
NEXON,50,44,Japan,22.8,10.61,66.17,140.88,25,0.2,0,25,25.32,22.16,2.88,38.36,34.76,1.4,1.76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0,0.04,0,0.227272727,0,0,0,4.663545455,0,22.40909091,20.33333333,2.818181818,3.333333333,34.27272727,68.33333333,31.54545455,58.33333333,1.318181818,2,1.863636364,1,2.818181818,4.333333333,-0.227272727,0,-4.663545455,-2.075757576,0.515151515,34.06060606,26.78787879,0.681818182,-0.863636364,1.515151515,0.073746313,1
NVIDIA,68,87,United States,109.18,27.95,173.15,1790.17,106,0.254716981,0,106,13553.9717,12615.32075,116.1981132,33.97169811,30.86792453,1.122641509,2.018867925,0.037735849,0,0,0,0,0,0,0,0,0,0.028301887,0,0,0,0,0,0,0,0,0.094339623,0,0.009433962,0,0.009433962,0,0,0,0,0.018867925,0,0.244680851,0.333333333,0,0,4.758148936,6.020166667,12200.68085,15863.33333,108.9893617,172.6666667,34.17021277,32.41666667,30.95744681,30.16666667,1.138297872,1,2.021276596,2,0.021276596,0.166666667,0.088652482,0,1.26201773,3662.652482,63.67730496,-1.753546099,-0.790780142,-0.138297872,-0.021276596,0.145390071,0.312684366,1
National Bank of Canada,68,87,Canada,89.99,17.463,2186.62,135.75,18,0,0,18,0,41.77777778,4.666666667,27.38888889,25.05555556,1,2.611111111,0.722222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,41.77777778,,4.666666667,,27.38888889,,25.05555556,,1,,2.611111111,,0.722222222,,,,,,,,,,,,0.053097345,1
National Grid,71,93,United Kingdom,189.76,18.778,816.79,413.23,86,0.290697674,0,84,216.2209302,117.4767442,5.5,48.06976744,41.15116279,1.069767442,1.255813953,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.058139535,0,0,0,0,0,0,0.130952381,0,0.047619048,0,0.035714286,0,0.035714286,0,0.023809524,0,0.209302326,0.268656716,0.368421053,0,0,12.64226866,33.78052632,119.1343284,111.6315789,5.52238806,5.421052632,44.70149254,59.94736842,38.47761194,50.57894737,1.089552239,1,1.179104478,1.526315789,0.076923077,0.105263158,0.099764336,0,21.13825766,-7.502749411,-0.101335428,15.24587588,12.10133543,-0.089552239,0.347211312,0.028340081,0.253687316,0.976744186
Nedbank,72,94,South Africa,75.91,8.522,817.64,28.38,113,0.247787611,0,113,166.6283186,94.38053097,25.60176991,41.48672566,35.2300885,1.008849558,2.371681416,0.265486726,0,0,0,0,0,0,0,0,0,0,0,0.008849558,0,0,0,0,0,0,0.03539823,0,0.026548673,0,0,0.008849558,0.008849558,0,0,0.026548673,0.026548673,0.257425743,0.166666667,0,0,7.732059406,4.748833333,94.5049505,93.33333333,25.57425743,25.83333333,41.69306931,39.75,35.25742574,35,1.00990099,1,2.386138614,2.25,0.267326733,0.25,-0.090759076,0,-2.983226073,-1.171617162,0.259075908,-1.943069307,-0.257425743,-0.00990099,-0.136138614,-0.017326733,0.333333333,1
Neste,66,84,Finland,170.44,18.865,107.86,271.9,143,0.223776224,0,143,2631.972028,1272.825175,42.62937063,37.14685315,32.18181818,1.062937063,1.398601399,1.027972028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055944056,0,0,0,0,0,0,0,0,0,0,0.202898551,0.8,0,0,32.57978986,12.8532,1274.862319,1216.6,43.13043478,28.8,32.70289855,159.8,29.10869565,117,1.065217391,1,1.144927536,8.4,0.891304348,4.8,0.597101449,0,-19.72658986,-58.26231884,-14.33043478,127.0971014,87.89130435,-0.065217391,7.255072464,3.908695652,0.421828909,1
Netflix,51,46,United States,214.03,22.319,350.6,1846.52,1065,0.376525822,0,1060,509976.1859,380322.2216,2495.05446,18.257277,16.38215962,1.295774648,1.005633803,0.525471698,0.004694836,0,0,0,0,0,0,0,0,0.000938967,0,0,0,0,0,0,0,0,0.027358491,0,0.000943396,0,0.000943396,0,0,0,0,0.015962441,0,0.375614553,0.395833333,0,0,45.12718191,46.2390625,380615.704,374104.0625,2484.246804,2724.041667,17.51917404,33.89583333,15.73844641,30.02083333,1.280235988,1.625,1.005899705,1,0.523715415,0.5625,0.020218781,0,1.111880592,-6511.641531,239.7948623,16.37665929,14.28238692,0.344764012,-0.005899705,0.038784585,3.14159292,0.995305164
Newell Brands,63,79,United States,89.03,1.066,156.42,58.78,87,0.24137931,0,87,178.0804598,166.4597701,3.448275862,88.98850575,68.47126437,1.24137931,6.264367816,0.482758621,0,0,0,0,0,0,0,0,0,0,0,0.011494253,0,0.011494253,0.022988506,0.103448276,0,0,0.172413793,0,0.022988506,0,0.034482759,0.068965517,0.091954023,0.011494253,0,0.022988506,0,0.272727273,0.142857143,0,0,11.2495303,5.972666667,165.3636364,169.9047619,3.53030303,3.19047619,80.92424242,114.3333333,62.57575758,87,1.287878788,1.095238095,5.984848485,7.142857143,0.439393939,0.619047619,-0.12987013,0,-5.276863636,4.541125541,-0.33982684,33.40909091,24.42424242,-0.192640693,1.158008658,0.17965368,0.256637168,1
Nike,73,95,United States,413,43.18,262.2,1355.67,29,0.689655172,0,28,2371635.069,639726.6897,6155.931034,51.44827586,41.37931034,1.896551724,1.103448276,0.642857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0,0,0,0.034482759,0,0.68,0.75,0,0,62.34856,124.85,686495.96,347418.75,6756.24,2404,50.24,59,40.52,46.75,1.72,3,1.12,1,0.583333333,1,0.07,0,62.50144,-339077.21,-4352.24,8.76,6.23,1.28,-0.12,0.416666667,0.085545723,0.965517241
