X,Y,FID,OBJECTID,RANK,INSTAGRAM,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,SOURCE,PRC,COUNTYFIPS,COMMENTS,WEBSITE,PROFIT
-10776015.03,3866781.096,89,89,134,x,TENET HEALTHCARE,1445 ROSS AVENUE,NOT AVAILABLE,DALLAS,TX,75202,DALLAS,116475,21070,32.78485,-96.80259,BING MAPS,ADDRESS,48113,NOT AVAILABLE,HTTPS://WWW.TENETHEALTH.COM/,-192
-10774849.51,3869522.329,90,90,351,deanfoods,DEAN FOODS,2711 NORTH HASKELL AVENUE,NOT AVAILABLE,DALLAS,TX,75204,DALLAS,17000,7710,32.80555,-96.79212,BING MAPS,ADDRESS,48113,NOT AVAILABLE,HTTP://WWW.DEANFOODS.COM/,119.9
-10776529.21,3876925.922,91,91,79,x,ENERGY TRANSFER EQUITY,8111 WESTCHESTER DRIVE,NOT AVAILABLE,DALLAS,TX,75225,DALLAS,30992,37504,32.861433,-96.807209,MANUAL,ON-ENTITY,48113,NOT AVAILABLE,HTTPS://WWW.ENERGYTRANSFER.COM/OVERVIEW_ETE.ASPX,995
-10782845.59,3874890.109,92,92,138,southwestair,SOUTHWEST AIRLINES,2702 LOVE FIELD DRIVE,NOT AVAILABLE,DALLAS,TX,75235,DALLAS,53536,20425,32.84607,-96.86395,BING MAPS,ADDRESS,48113,NOT AVAILABLE,HTTPS://WWW.SOUTHWEST.COM/,2244
-10771064.65,3883421.07,93,93,206,txinstruments,TEXAS INSTRUMENTS,12500 TI BOULEVARD,NOT AVAILABLE,DALLAS,TX,75243,DALLAS,29865,13370,32.91043,-96.75812,BING MAPS,ADDRESS,48113,NOT AVAILABLE,HTTP://WWW.TI.COM/,3595
-9939564.825,5335579.005,94,94,315,amfam,AMERICAN FAMILY INSURANCE GROUP,6000 AMERICAN PARKWAY,NOT AVAILABLE,MADISON,WI,53783,DANE,10471,8829,43.1549,-89.28863,BING MAPS,ADDRESS,55025,NOT AVAILABLE,HTTPS://WWW.AMFAM.COM/,325.6
-8532542.121,4910007.378,95,95,369,hersheys,HERSHEY,100 CRYSTAL A DRIVE,NOT AVAILABLE,HERSHEY,PA,17033,DAUPHIN,17140,7440,40.30256,-76.64913,BING MAPS,ADDRESS,42043,NOT AVAILABLE,HTTPS://WWW.HERSHEYS.COM/EN_US/HOME.HTML,720
-9651321.928,4343234.071,96,96,128,dollargeneral,DOLLAR GENERAL,100 MISSION RIDGE,NOT AVAILABLE,GOODLETTSVILLE,TN,37072,DAVIDSON,121000,21987,36.30908,-86.6993,BING MAPS,ADDRESS,47037,NOT AVAILABLE,HTTPS://WWW.DOLLARGENERAL.COM/,1251.1
-9664147.047,4321717.847,97,97,63,x,HCA HOLDINGS,1 PARK PLAZA,NOT AVAILABLE,NASHVILLE,TN,37203,DAVIDSON,210500,44747,36.15317,-86.81451,BING MAPS,ADDRESS,47037,NOT AVAILABLE,HTTPS://HCAHEALTHCARE.COM/,2890
-8388817.527,4872002.407,98,98,489,x,AIRGAS,259 NORTH RADNOR-CHESTER ROAD,NOT AVAILABLE,RADNOR,PA,19087,DELAWARE,17000,5314,40.04169,-75.35803,BING MAPS,ADDRESS,42045,NOT AVAILABLE,HTTP://WWW.AIRGAS.COM/,337.5
-8401038.181,4876003.336,99,99,11,x,AMERISOURCEBERGEN,1300 MORRIS DRIVE,NOT AVAILABLE,CHESTERBROOK,PA,19087,DELAWARE,18500,146850,40.0692,-75.46781,BING MAPS,ADDRESS,42045,NOT AVAILABLE,HTTPS://WWW.AMERISOURCEBERGEN.COM/ABCNEW/,1427.9
-8389536.651,4871835.192,100,100,207,x,LINCOLN NATIONAL,150 NORTH RADNOR CHESTER ROAD,NOT AVAILABLE,RADNOR,PA,19087,DELAWARE,9057,13330,40.04054,-75.36449,BING MAPS,ADDRESS,42045,NOT AVAILABLE,HTTPS://WWW.LFG.COM/PUBLIC/INDIVIDUAL,1192
-11688997.38,4830236.641,101,101,181,x,DAVITA HEALTHCARE PARTNERS,2000 16TH STREET,NOT AVAILABLE,DENVER,CO,80202,DENVER,70300,15197,39.75385,-105.00405,BING MAPS,ADDRESS,8031,NOT AVAILABLE,HTTPS://WWW.DAVITA.COM/,879.9
-8580189.09,4713145.132,102,102,20,x,FANNIE MAE,3900 WISCONSIN AVENUE NW,NOT AVAILABLE,WASHINGTON,DC,20016,DISTRICT OF COLUMBIA,7000,107162,38.94045,-77.07715,BING MAPS,ADDRESS,11001,NOT AVAILABLE,HTTP://WWW.FANNIEMAE.COM/PORTAL/INDEX.HTML,12313
-8577061.012,4707583.541,103,103,144,danaher,DANAHER,2200 PENNSYLVANIA AVENUE NW,NOT AVAILABLE,WASHINGTON,DC,20037,DISTRICT OF COLUMBIA,62000,19912,38.90158,-77.04905,BING MAPS,ADDRESS,11001,NOT AVAILABLE,HTTP://WWW.DANAHER.COM/,2553.7
-10678581.53,5050219.675,104,104,197,conagrafoodservice,CONAGRA FOODS,1 CONAGRA DRIVE,NOT AVAILABLE,OMAHA,NE,68102,DOUGLAS,20900,14134,41.2563,-95.92733,BING MAPS,ADDRESS,55,NOT AVAILABLE,HTTP://WWW.CONAGRABRANDS.COM/,-677
-10682837.27,5050354.426,105,105,2,x,BERKSHIRE HATHAWAY,3555 FARNAM STREET,1440 KIEWIT PLAZA,OMAHA,NE,68131,DOUGLAS,367700,223604,41.25721,-95.96556,BING MAPS,ADDRESS,55,NOT AVAILABLE,HTTP://WWW.BERKSHIREHATHAWAY.COM/,24074
-10679455.39,5050644.666,106,106,143,x,UNION PACIFIC,1400 DOUGLAS STREET,NOT AVAILABLE,OMAHA,NE,68179,DOUGLAS,42919,19941,41.25917,-95.93518,BING MAPS,ADDRESS,55,NOT AVAILABLE,HTTPS://WWW.UP.COM/INDEX.HTM,4233
-9797767.171,5159191.058,107,107,462,x,ARTHUR J. GALLAGHER,2 PIERCE PLACE,NOT AVAILABLE,ITASCA,IL,60143,DUPAGE,24790,5595,41.98806,-88.01484,BING MAPS,ADDRESS,17043,NOT AVAILABLE,HTTPS://WWW.AJG.COM/,414.4
-9796630.599,5135891.805,108,108,338,x,UNIVAR,3075 HIGHLAND PARKWAY,SUITE 200,DOWNERS GROVE,IL,60515,DUPAGE,8700,8074,41.8323,-88.00463,BING MAPS,ADDRESS,17043,NOT AVAILABLE,HTTP://WWW.UNIVAR.COM/US,-68.4
-9796944.52,5135927.662,109,109,392,x,DOVER,3005 HIGHLAND PARKWAY,NOT AVAILABLE,DOWNERS GROVE,IL,60515,DUPAGE,29000,6794,41.83254,-88.00745,BING MAPS,ADDRESS,17043,NOT AVAILABLE,HTTPS://WWW.DOVERCORPORATION.COM/,508.9
-9790046.051,5138378.179,110,110,112,mcdonalds,MCDONALD'S,1 MCDONALD'S PLAZA,NOT AVAILABLE,OAK BROOK,IL,60523,DUPAGE,375000,24622,41.84894,-87.94548,BING MAPS,ADDRESS,17043,NOT AVAILABLE,HTTPS://WWW.MCDONALDS.COM/US/EN-US.HTML,4686.5
-9790339.935,5138479.799,111,111,427,x,TREEHOUSE FOODS,2021 SPRING ROAD,SUITE 600,OAK BROOK,IL,60523,DUPAGE,16027,6175,41.84962,-87.94812,BING MAPS,ADDRESS,17043,NOT AVAILABLE,HTTP://WWW.TREEHOUSEFOODS.COM/,-228.6
-9808066.45,5132748.902,112,112,337,x,NAVISTAR INTERNATIONAL,2701 NAVISTAR DRIVE,NOT AVAILABLE,LISLE,IL,60532,DUPAGE,11300,8111,41.81126,-88.10736,BING MAPS,ADDRESS,17043,NOT AVAILABLE,HTTP://WWW.NAVISTAR.COM/NAVISTAR/,-97
-8776454.258,4284174.303,113,113,390,x,QUINTILES TRANSNATIONAL HOLDINGS,4820 EMPEROR BOULEVARD,NOT AVAILABLE,DURHAM,NC,27703,DURHAM,50000,6878,35.88038,-78.84023,BING MAPS,ADDRESS,37063,NOT AVAILABLE,HTTPS://WWW.IQVIA.COM/,115
-9090807.141,3545360.813,114,114,257,x,CSX,500 WATER STREET,15TH FLOOR,JACKSONVILLE,FL,32202,DUVAL,26628,11069,30.32474,-81.66411,BING MAPS,ADDRESS,12031,NOT AVAILABLE,HTTPS://WWW.CSX.COM/,1714
-9091970.43,3544616.708,115,115,293,x,FIDELITY NATIONAL FINANCIAL,601 RIVERSIDE AVENUE,NOT AVAILABLE,JACKSONVILLE,FL,32204,DUVAL,55219,9554,30.31897,-81.67456,BING MAPS,ADDRESS,12031,NOT AVAILABLE,HTTP://WWW.FNF.COM/,650
-9091970.43,3544616.708,116,116,301,x,FIDELITY NATIONAL INFORMATION SERVICES,601 RIVERSIDE AVENUE,NOT AVAILABLE,JACKSONVILLE,FL,32204,DUVAL,55000,9241,30.31897,-81.67456,BING MAPS,ADDRESS,12031,NOT AVAILABLE,HTTPS://WWW.FISGLOBAL.COM/,568
-9422157.398,5270164.848,117,117,398,x,AUTO-OWNERS INSURANCE,6101 ANACAPRI BOULEVARD,NOT AVAILABLE,LANSING,MI,48917,EATON,4737,6775,42.72472,-84.64068,BING MAPS,ADDRESS,26045,NOT AVAILABLE,HTTPS://WWW.AUTO-OWNERS.COM/,706.3
-11854339.1,3731710.494,118,118,349,x,WESTERN REFINING,123 WEST MILLS AVENUE,SUITE 200,EL PASO,TX,79901,EL PASO,7134,7743,31.75895,-106.48934,BING MAPS,ADDRESS,48141,NOW ANDEAVOR,HTTP://WWW.ANDEAVOR.COM/,124.9
-8780136.706,5295055.283,119,119,455,x,M&T BANK CORP.,1 M&T PLAZA,NOT AVAILABLE,BUFFALO,NY,14203,ERIE,16487,5722,42.88876,-78.87331,BING MAPS,ADDRESS,36049,NOT AVAILABLE,HTTPS://WWW.MTB.COM/HOME-PAGE,1315.1
-8914910.101,5180519.281,120,120,382,x,ERIE INSURANCE GROUP,100 ERIE INSURANCE PLACE,NOT AVAILABLE,ERIE,PA,16530,ERIE,4988,7016,42.13031,-80.084,BING MAPS,ADDRESS,42049,NOT AVAILABLE,HTTPS://WWW.ERIEINSURANCE.COM/,741.9
-8272083.456,4985273.302,121,121,240,adp,ADP,1 ADP BOULEVARD,NOT AVAILABLE,ROSELAND,NJ,7068,ESSEX,57000,11668,40.81623,-74.30939,BING MAPS,ADDRESS,34013,NOT AVAILABLE,HTTPS://WWW.ADP.COM/,1492.5
-8256742.517,4973576.327,122,122,48,x,PRUDENTIAL FINANCIAL,751 BROAD STREET,NOT AVAILABLE,NEWARK,NJ,7102,ESSEX,49739,58779,40.73666,-74.17158,BING MAPS,ADDRESS,34013,NOT AVAILABLE,HTTPS://WWW.PRUDENTIAL.COM/,4368
-8256525.444,4973758.503,123,123,308,x,PUBLIC SERVICE ENTERPRISE GROUP,80 PARK PLAZA,NOT AVAILABLE,NEWARK,NJ,7102,ESSEX,13065,9061,40.7379,-74.16963,BING MAPS,ADDRESS,34013,NOT AVAILABLE,HTTPS://WWW.PSEG.COM/,887
-8610561.5,4714832.67,124,124,446,x,NVR,11700 PLAZA AMERICAN DRIVE,SUITE 500,RESTON,VA,20190,FAIRFAX,4900,5835,38.95224,-77.34999,BING MAPS,ADDRESS,51059,NOT AVAILABLE,HTTP://WWW.NVRINC.COM/,425.3
-8611572.281,4715813.259,125,125,381,x,LEIDOS HOLDINGS,11951 FREEDOM DRIVE,NOT AVAILABLE,RESTON,VA,20190,FAIRFAX,32000,7043,38.95909,-77.35907,BING MAPS,ADDRESS,51059,NOT AVAILABLE,HTTPS://WWW.LEIDOS.COM/,244
-8596123.918,4710725.816,126,126,379,x,COMPUTER SCIENCES CORPORATION,1775 TYSONS BOULEVARD,NOT AVAILABLE,MCLEAN,VA,22102,FAIRFAX,59000,7106,38.923544,-77.220295,MANUAL,ON-ENTITY,51059,NOW DXC TECHNOLOGY,HTTP://WWW.DXC.TECHNOLOGY/,251
-8595498.859,4702917.131,127,127,90,x,GENERAL DYNAMICS,2941 FAIRVIEW PARK DRIVE,NOT AVAILABLE,FALLS CHURCH,VA,22042,FAIRFAX,98800,31353,38.86895,-77.21468,BING MAPS,ADDRESS,51059,NOT AVAILABLE,HTTPS://WWW.GD.COM/,2955
-8595591.255,4702721.255,128,128,114,northropgrumman,NORTHROP GRUMMAN,2980 FAIRVIEW PARK DRIVE,NOT AVAILABLE,FALLS CHURCH,VA,22042,FAIRFAX,67000,24508,38.86758,-77.21551,BING MAPS,ADDRESS,51059,NOT AVAILABLE,HTTP://WWW.NORTHROPGRUMMAN.COM/PAGES/DEFAULT.ASPX,2200
-8595597.934,4711465.03,129,129,443,adobe,ADOBE SYSTEMS,7930 JONES BRANCH DRIVE,SUITE 510,MCLEAN,VA,22102,FAIRFAX,15706,5854,38.92871,-77.21557,BING MAPS,ADDRESS,51059,NOT AVAILABLE,HTTPS://WWW.ADOBE.COM/,1168.8
-8597403.536,4710546.387,130,130,481,x,BOOZ ALLEN HAMILTON HOLDING,8283 GREENSBORO DRIVE,NOT AVAILABLE,MCLEAN,VA,22102,FAIRFAX,22600,5406,38.92229,-77.23179,BING MAPS,ADDRESS,51059,NOT AVAILABLE,HTTPS://WWW.BOOZALLEN.COM/,294.1
-8595349.691,4710836.852,131,131,100,capitalone,CAPITAL ONE FINANCIAL,1680 CAPITAL ONE DRIVE,NOT AVAILABLE,MCLEAN,VA,22102,FAIRFAX,47300,27519,38.92432,-77.21334,BING MAPS,ADDRESS,51059,NOT AVAILABLE,HTTPS://WWW.CAPITALONE.COM/,3751
-8596876.995,4712058.902,132,132,39,freddiemaccorp,FREDDIE MAC,8200 JONES BRANCH DRIVE,NOT AVAILABLE,MCLEAN,VA,22102,FAIRFAX,5982,65665,38.93286,-77.22706,BING MAPS,ADDRESS,51059,NOT AVAILABLE,HTTP://WWW.FREDDIEMAC.COM/,7815
-8595597.934,4711465.03,133,133,241,hilton,HILTON WORLDWIDE HOLDINGS,7930 JONES BRANCH DRIVE,NOT AVAILABLE,MCLEAN,VA,22102,FAIRFAX,169000,11663,38.92871,-77.21557,BING MAPS,ADDRESS,51059,NOT AVAILABLE,HTTPS://WWW.HILTON.COM/EN/CORPORATE/,348
-8185619.381,5069567.529,134,134,275,x,PRAXAIR,39 OLD RIDGEBURY ROAD,NOT AVAILABLE,DANBURY,CT,6810,FAIRFIELD,26498,10534,41.38683,-73.53267,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTP://WWW.PRAXAIR.COM/,1500
-8154496.678,5044730.535,135,135,13,generalelectric,GENERAL ELECTRIC,3135 EASTON TURNPIKE,NOT AVAILABLE,FAIRFIELD,CT,6828,FAIRFIELD,295000,126661,41.21922,-73.25309,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTPS://WWW.GE.COM/,8831
-8195623.664,5015098.826,136,136,354,x,W.R. BERKLEY,475 STEAMBOAT ROAD,NOT AVAILABLE,GREENWICH,CT,6830,FAIRFIELD,7608,7654,41.01869,-73.62254,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTPS://WWW.WRBERKLEY.COM/,601.9
-8198453.405,5015197.679,137,137,191,x,XPO LOGISTICS,5 GREENWICH OFFICE PARK,NOT AVAILABLE,GREENWICH,CT,6831,FAIRFIELD,87000,14619,41.01936,-73.64796,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTPS://WWW.XPO.COM/,69
-8174173.511,5033751.235,138,138,162,xerox,XEROX,45 GLOVER AVENUE,NOT AVAILABLE,NORWALK,CT,6850,FAIRFIELD,133600,17126,41.14499,-73.42985,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTPS://WWW.XEROX.COM/,-477
-8173807.27,5034395.776,139,139,360,x,EMCOR GROUP,301 MERRITT SEVEN,NOT AVAILABLE,NORWALK,CT,6851,FAIRFIELD,31000,7552,41.14935,-73.42656,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTPS://EMCORGROUP.COM/,181.9
-8173838.439,5034261.247,140,140,313,x,FRONTIER COMMUNICATIONS,401 MERRITT 7,NOT AVAILABLE,NORWALK,CT,6851,FAIRFIELD,28332,8896,41.14844,-73.42684,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTPS://FRONTIER.COM/,-373
-8176880.801,5026088.038,141,141,268,priceline,PRICELINE GROUP,800 CONNECTICUT AVENUE,3W01,NORWALK,CT,6854,FAIRFIELD,18500,10743,41.09313,-73.45417,BING MAPS,ADDRESS,9001,NOW BOOKING HOLDINGS,HTTPS://WWW.BOOKINGHOLDINGS.COM/,2135
-8163157.334,5030861.679,142,142,445,x,TEREX,200 NYALA FARM ROAD,NOT AVAILABLE,WESTPORT,CT,6880,FAIRFIELD,18100,5841,41.12544,-73.33089,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTPS://WWW.TEREX.COM/,-176.1
-8186312.902,5019697.31,143,143,96,x,CHARTER COMMUNICATIONS,400 ATLANTIC STREET,SUITE 1500,STAMFORD,CT,6901,FAIRFIELD,91500,29003,41.04985,-73.5389,BING MAPS,ADDRESS,9001,THEY ARE BUILDING A NEW HQ AT 406 WASHINGTON BOULEVARD FOR OCCUPANCY IN 2019.,HTTP://IR.CHARTER.COM/PHOENIX.ZHTML?C=112298&P=IROL-IRHOME,3522
-8186312.902,5019697.31,144,144,386,x,HARMAN INTERNATIONAL INDUSTRIES,400 ATLANTIC STREET,NOT AVAILABLE,STAMFORD,CT,6901,FAIRFIELD,26000,6912,41.04985,-73.5389,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTPS://WWW.HARMAN.COM/,361.7
-8188881.042,5026621.28,145,145,185,x,SYNCHRONY FINANCIAL,777 LONG RIDGE ROAD,NOT AVAILABLE,STAMFORD,CT,6902,FAIRFIELD,15000,15122,41.09674,-73.56197,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTPS://WWW.SYNCHRONY.COM/,2251
-8187525.171,5018872.197,146,146,452,united.rentals,UNITED RENTALS,100 FIRST STAMFORD PLACE,SUITE 700,STAMFORD,CT,6902,FAIRFIELD,12500,5762,41.04426,-73.54979,BING MAPS,ADDRESS,9001,NOT AVAILABLE,HTTPS://WWW.UNITEDRENTALS.COM/,566
-8932852.576,4313805.813,147,147,245,x,BB&T CORP.,200 WEST 2ND STREET,NOT AVAILABLE,WINSTON-SALEM,NC,27101,FORSYTH,37500,11538,36.09576,-80.24518,BING MAPS,ADDRESS,37067,NOT AVAILABLE,HTTPS://WWW.BBT.COM/,2426
-8932691.163,4314319.692,148,148,223,x,REYNOLDS AMERICAN,401 NORTH MAIN STREET,NOT AVAILABLE,WINSTON-SALEM,NC,27101,FORSYTH,5525,12503,36.09949,-80.24373,BING MAPS,ADDRESS,37067,NOT AVAILABLE,HTTP://WWW.REYNOLDSAMERICAN.COM/HOME/DEFAULT.ASPX,6073
-8934897.515,4326760.81,149,149,432,hanes,HANESBRANDS,1000 EAST HANES MILL ROAD,NOT AVAILABLE,WINSTON-SALEM,NC,27105,FORSYTH,67800,6063,36.18974,-80.26355,BING MAPS,ADDRESS,37067,NOT AVAILABLE,HTTPS://WWW.HANES.COM/CORPORATE,539.4
-9251691.635,4860010.748,150,150,495,biglots,BIG LOTS,300 PHILLIPI ROAD,NOT AVAILABLE,COLUMBUS,OH,43228,FRANKLIN,23150,5200,39.95917,-83.10936,BING MAPS,ADDRESS,39049,NOT AVAILABLE,HTTP://WWW.BIGLOTS.COM/,152.8
-9252961.791,4881793.072,151,151,15,x,CARDINAL HEALTH,7000 CARDINAL PLACE,NOT AVAILABLE,DUBLIN,OH,43017,FRANKLIN,37300,121546,40.10899,-83.12077,BING MAPS,ADDRESS,39049,NOT AVAILABLE,HTTPS://WWW.CARDINALHEALTH.COM/EN.HTML,1427
-9240181.2,4860877.812,152,152,167,x,AMERICAN ELECTRIC POWER,1 RIVERSIDE PLAZA,NOT AVAILABLE,COLUMBUS,OH,43215,FRANKLIN,17634,16380,39.96514,-83.00596,BING MAPS,ADDRESS,39049,NOT AVAILABLE,HTTPS://WWW.AEP.COM/,610.9
-9239901.788,4861376.008,153,153,68,nationwide,NATIONWIDE,1 NATIONWIDE BOULEVARD,NOT AVAILABLE,COLUMBUS,OH,43215,FRANKLIN,34320,40074,39.96857,-83.00345,BING MAPS,ADDRESS,39049,NOT AVAILABLE,HTTPS://WWW.NATIONWIDE.COM/,334.3
-9227954.98,4873862.326,154,154,220,x,L BRANDS,3 LIMITED PARKWAY,NOT AVAILABLE,COLUMBUS,OH,43230,FRANKLIN,59100,12574,40.05448,-82.89613,BING MAPS,ADDRESS,39049,NOT AVAILABLE,HTTPS://WWW.LB.COM/,1158.1
-9390322.25,4020033.173,155,155,331,x,VERITIV,1000 ABERNATHY ROAD,SUITE 1700,ATLANTA,GA,30328,FULTON,8700,8327,33.93467,-84.3547,BING MAPS,ADDRESS,13121,NOT AVAILABLE,HTTPS://WWW.VERITIVCORP.COM/,21
-9361165.449,4029472.081,156,156,410,x,ASBURY AUTOMOTIVE GROUP,2905 PREMIERE PARKWAY NW,NOT AVAILABLE,DULUTH,GA,30097,FULTON,7900,6528,34.00499,-84.09278,BING MAPS,ADDRESS,13121,NOT AVAILABLE,HTTPS://WWW.ASBURYAUTO.COM/,167.2
-9394058.132,3997202.37,157,157,145,x,SOUTHERN,30 IVAN ALLEN JR. BOULEVARD NW,NOT AVAILABLE,ATLANTA,GA,30308,FULTON,32015,19896,33.76434,-84.38826,BING MAPS,ADDRESS,13121,NOT AVAILABLE,HTTPS://WWW.SOUTHERNCOMPANY.COM,2448
-9393864.436,3997004.192,158,158,303,x,SUNTRUST BANKS,303 PEACHTREE STREET NE,NOT AVAILABLE,ATLANTA,GA,30308,FULTON,24375,9161,33.76286,-84.38652,BING MAPS,ADDRESS,13121,NOT AVAILABLE,HTTPS://WWW.SUNTRUST.COM/,1878
-9394952.028,3998131.71,159,159,64,cocacola,COCA-COLA,1 COCA-COLA PLAZA,NOT AVAILABLE,ATLANTA,GA,30313,FULTON,100300,41863,33.77128,-84.39629,BING MAPS,ADDRESS,13121,NOT AVAILABLE,HTTP://WWW.COCA-COLA.COM/GLOBAL/,6527
-9398824.833,4016592.167,160,160,437,x,INTERCONTINENTAL EXCHANGE,5660 NEW NORTHSIDE DRIVE NW,FLOOR 3,ATLANTA,GA,30328,FULTON,5631,5958,33.90902,-84.43108,BING MAPS,ADDRESS,13121,NOT AVAILABLE,HTTPS://WWW.INTERCONTINENTALEXCHANGE.COM/INDEX,1422
-8240727.761,4973870.307,161,161,208,newellbrands,NEWELL BRANDS,221 RIVER STREET,NOT AVAILABLE,HOBOKEN,NJ,7030,HUDSON,53400,13264,40.738661,-74.027717,MANUAL,ON-ENTITY,34121,NOT AVAILABLE,HTTPS://WWW.NEWELLBRANDS.COM/,527.8
-9391070.317,4021015.358,162,162,46,ups,UPS,55 GLENLAKE PARKWAY NE,NOT AVAILABLE,ATLANTA,GA,30328,FULTON,335520,60906,33.94199,-84.36142,BING MAPS,ADDRESS,13121,NOT AVAILABLE,HTTPS://WWW.UPS.COM/US/EN/GLOBAL.PAGE,3431
-9390948.979,4016110.643,163,163,242,x,FIRST DATA,5565 GLENRIDGE CONNECTOR NE,NOT AVAILABLE,ATLANTA,GA,30342,FULTON,24000,11584,33.90543,-84.36033,BING MAPS,ADDRESS,13121,NOT AVAILABLE,HTTPS://WWW.FIRSTDATA.COM/EN_US/HOME.HTML,420
-9397942.069,3982757.727,164,164,71,delta,DELTA AIR LINES,1030 DELTA BOULEVARD,NOT AVAILABLE,ATLANTA,GA,30354,FULTON,83756,39639,33.6564,-84.42315,BING MAPS,ADDRESS,13121,NOT AVAILABLE,HTTPS://WWW.DELTA.COM,4373
-8646259.434,4528521.061,165,165,174,carmax,CARMAX,12800 TUCKAHOE CREEK PARKWAY,NOT AVAILABLE,RICHMOND,VA,23238,GOOCHLAND,22429,15833,37.63877,-77.67067,BING MAPS,ADDRESS,51075,NOT AVAILABLE,HTTPS://WWW.CARMAX.COM/,623.4
-9455237.098,4092655.975,166,166,311,x,MOHAWK INDUSTRIES,160 SOUTH INDUSTRIAL BOULEVARD,NOT AVAILABLE,CALHOUN,GA,30701,GORDON,37800,8959,34.47421,-84.93784,BING MAPS,ADDRESS,13129,NOT AVAILABLE,HTTPS://MOHAWKIND.COM/,930.4
-10380472.39,4468127.916,167,167,323,x,O'REILLY AUTOMOTIVE,233 SOUTH PATTERSON AVENUE,NOT AVAILABLE,SPRINGFIELD,MO,65802,GREENE,58397,8593,37.20792,-93.24937,BING MAPS,ADDRESS,29077,NOT AVAILABLE,HTTPS://MOHAWKIND.COM/,1037.7
-8883191.838,4317381.43,168,168,230,x,VF,105 CORPORATE CENTER BOULEVARD,NOT AVAILABLE,GREENSBORO,NC,27408,GUILFORD,69000,12207,36.12171,-79.79907,BING MAPS,ADDRESS,37081,NOT AVAILABLE,HTTPS://WWW.VFC.COM/,1074.1
-9375348.665,4020306.888,169,169,190,x,WESTROCK,504 THRASHER STREET,NOT AVAILABLE,NORCROSS,GA,30071,GWINNETT,39000,14706,33.93671,-84.22019,BING MAPS,ADDRESS,13135,NOT AVAILABLE,HTTPS://WWW.WESTROCK.COM/EN,-396.3
-9369174.886,4031199.097,170,170,370,agcocorp,AGCO,4205 RIVER GREEN PARKWAY,NOT AVAILABLE,DULUTH,GA,30096,GWINNETT,19795,7411,34.01785,-84.16473,BING MAPS,ADDRESS,13135,NOT AVAILABLE,HTTP://WWW.AGCOCORP.COM/,160.1
-9394198.506,3999199.874,171,171,409,x,NCR,864 SPRING STREET NW,NOT AVAILABLE,ATLANTA,GA,30308,FULTON,33500,6543,33.779256,-84.389521,MANUAL,ON-ENTITY,13135,NOT AVAILABLE,HTTPS://WWW.NCR.COM/,270
-9496361.857,4170646.747,172,172,258,x,UNUM GROUP,1 FOUNTAIN SQUARE,NOT AVAILABLE,CHATTANOOGA,TN,37402,HAMILTON,9400,11047,35.04977,-85.30727,BING MAPS,ADDRESS,47065,NOT AVAILABLE,HTTPS://WWW.UNUM.COM/,931.4
-9407296.246,4736023.067,173,173,411,x,AMERICAN FINANCIAL GROUP,301 EAST 4TH STREET,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,7600,6498,39.10012,-84.50718,BING MAPS,ADDRESS,39061,NOT AVAILABLE,HTTPS://WWW.AFGINC.COM/INDEX,649
-9408079.935,4736971.281,174,174,18,krogerco,KROGER,1014 VINE STREET,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,443000,115337,39.10673,-84.51422,BING MAPS,ADDRESS,39061,NOT AVAILABLE,HTTPS://WWW.KROGER.COM/,1975
-9408069.916,4736472.059,175,175,110,macys,MACY'S,7 WEST 7TH STREET,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,148300,25778,39.10325,-84.51413,BING MAPS,ADDRESS,39061,NOT AVAILABLE,HTTPS://WWW.MACYS.COM/,619
-9407172.681,4736167.947,176,176,483,x,WESTERN & SOUTHERN FINANCIAL GROUP,400 BROADWAY,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,2178,5398,39.10113,-84.50607,BING MAPS,ADDRESS,39061,NOT AVAILABLE,HTTPS://WWW.WESTERNSOUTHERN.COM/,241.2
-9407884.013,4736170.816,177,177,389,fifththirdbank,FIFTH THIRD BANCORP,38 FOUNTAIN SQUARE PLAZA,NOT AVAILABLE,CINCINNATI,OH,45263,HAMILTON,17844,6889,39.10115,-84.51246,BING MAPS,ADDRESS,39061,NOT AVAILABLE,HTTPS://WWW.53.COM/CONTENT/FIFTH-THIRD/EN.HTML,1564
