X,Y,FID,OBJECTID,RANK,INSTAGRAM,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,SOURCE,PRC,COUNTYFIPS,COMMENTS,WEBSITE,PROFIT
-8075941.408,5183664.908,178,178,358,eversourceenergy,EVERSOURCE ENERGY,300 CADWELL DRIVE,NOT AVAILABLE,SPRINGFIELD,MA,1104,HAMPDEN,7762,7639,42.151263,-72.547416,MANUAL,ON-ENTITY,25013,NOT AVAILABLE,HTTPS://WWW.EVERSOURCE.COM/CONTENT,942.3
-8076017.55,5178592.155,179,179,77,x,MASSACHUSETTS MUTUAL LIFE INSURANCE,1295 STATE STREET,NOT AVAILABLE,SPRINGFIELD,MA,1111,HAMPDEN,11737,37788,42.11747,-72.5481,BING MAPS,ADDRESS,25013,NOT AVAILABLE,HTTPS://WWW.MASSMUTUAL.COM/,1273.5
-9311846.462,5017656.058,180,180,51,x,MARATHON PETROLEUM,539 SOUTH MAIN STREET,NOT AVAILABLE,FINDLAY,OH,45840,HANCOCK,44460,55858,41.03602,-83.64974,BING MAPS,ADDRESS,39063,NOT AVAILABLE,HTTP://WWW.MARATHONPETROLEUM.COM/,1174
-8617014.691,4529391.268,181,181,288,x,OWENS & MINOR,9120 LOCKWOOD BOULEVARD,NOT AVAILABLE,MECHANICSVILLE,VA,23116,HANOVER,7900,9723,37.64496,-77.40796,BING MAPS,ADDRESS,51085,NOT AVAILABLE,HTTPS://WWW.OWENS-MINOR.COM/,108.8
-10615914.22,3472916.76,182,182,400,x,CALPINE,717 TEXAS AVENUE,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,2372,6716,29.7614,-95.36438,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.CALPINE.COM/,92
-10616317.2,3472370.497,183,183,362,x,CENTERPOINT ENERGY,1111 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,7727,7528,29.75714,-95.368,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.CENTERPOINTENERGY.COM/EN-US/,432
-10616409.59,3472435.894,184,184,122,x,ENTERPRISE PRODUCTS PARTNERS,1100 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,6800,23022,29.75765,-95.36883,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.ENTERPRISEPRODUCTS.COM/,2513.1
-10616599.95,3472566.688,185,185,356,x,EOG RESOURCES,1111 BABGY STREET,LOBBY 2,HOUSTON,TX,77002,HARRIS,2650,7651,29.75867,-95.37054,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.EOGRESOURCES.COM/,-1096.7
-10616248.18,3472465.387,186,186,215,x,KINDER MORGAN,1001 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,11121,13058,29.75788,-95.36738,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.KINDERMORGAN.COM/,708
-13122037.67,3977808.115,187,187,302,x,PACIFIC LIFE,700 NEWPORT CENTER DRIVE,NOT AVAILABLE,NEWPORT BEACH,CA,92660,ORANGE,3628,9169,33.619382,-117.87727,MANUAL,ON-ENTITY,6201,NOT AVAILABLE,HTTPS://WWW.PACIFICLIFE.COM/,824
-10616734.65,3472389.732,188,188,141,x,PLAINS GP HOLDINGS,333 CLAY STREET,SUITE 1600,HOUSTON,TX,77002,HARRIS,5100,20182,29.75729,-95.37175,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://IR.PAGP.COM/,94
-10616361.73,3472543.606,189,189,402,x,TARGA RESOURCES,1000 LOUISIANA STREET,SUITE 4300,HOUSTON,TX,77002,HARRIS,1970,6691,29.75849,-95.3684,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.TARGARESOURCES.COM/,-187.3
-10615861.9,3472197.391,190,190,201,wastemanagement,WASTE MANAGEMENT,1001 FANNIN STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,41200,13609,29.75579,-95.36391,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.WM.COM/US,1182
-10619423.01,3472902.655,191,191,285,bakerhughesco,BAKER HUGHES,2929 ALLEN PARKWAY,NOT AVAILABLE,HOUSTON,TX,77019,HARRIS,33000,9841,29.76129,-95.3959,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.BAKERHUGHES.COM/,-2738
-10635901.64,3474973.79,192,192,261,x,GROUP 1 AUTOMOTIVE,800 GESSNER ROAD,NOT AVAILABLE,HOUSTON,TX,77024,HARRIS,13500,10888,29.77744,-95.54393,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.GROUP1AUTO.COM/,147.1
-10613319.36,3495377.273,193,193,173,halliburton,HALLIBURTON,3000 NORTH SAM HOUSTON PARKWAY EAST,NOT AVAILABLE,HOUSTON,TX,77032,HARRIS,50000,15887,29.9364,-95.34107,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.HALLIBURTON.COM/EN-US/DEFAULT.PAGE,-5763
-10637056.02,3463869.225,194,194,375,nationaloilwellvarco,NATIONAL OILWELL VARCO,7909 PARKWOOD CIRCLE DRIVE,NOT AVAILABLE,HOUSTON,TX,77036,HARRIS,36384,7251,29.69082,-95.5543,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.NOV.COM/,-2412
-10637791.62,3470289.91,195,195,34,phillips66co,PHILLIPS 66,2331 CITYWEST BOULEVARD,NOT AVAILABLE,HOUSTON,TX,77042,HARRIS,14800,72396,29.740913,-95.560908,MANUAL,ON-ENTITY,48201,NOT AVAILABLE,HTTP://WWW.PHILLIPS66.COM/,1555
-10626854.7,3470767.747,196,196,488,x,APACHE,2000 POST OAK BOULEVARD,NOT AVAILABLE,HOUSTON,TX,77056,HARRIS,3727,5354,29.74464,-95.46266,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.APACHECORP.COM/,-1405
-10626697.74,3469658.761,197,197,355,x,QUANTA SERVICES,2800 POST OAK BOULEVARD,SUITE 2600,HOUSTON,TX,77056,HARRIS,28100,7651,29.73599,-95.46125,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.QUANTASERVICES.COM/,198.4
-10644374.16,3472514.114,198,198,57,x,SYSCO,1390 ENCLAVE PARKWAY,NOT AVAILABLE,HOUSTON,TX,77077,HARRIS,51900,50367,29.75826,-95.62004,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTPS://WWW.SYSCO.COM/,949.6
-10644100.32,3476274.352,199,199,115,conocophillips,CONOCOPHILLIPS,600 NORTH DAIRY ASHFORD STREET,NOT AVAILABLE,HOUSTON,TX,77079,HARRIS,13300,24360,29.78758,-95.61758,BING MAPS,ADDRESS,48201,NOT AVAILABLE,HTTP://WWW.CONOCOPHILLIPS.COM/,-3615
-8097239.498,5133610.708,200,200,70,cignatogether,CIGNA,900 COTTAGE GROVE ROAD,NOT AVAILABLE,BLOOMFIELD,CT,6002,HARTFORD,41000,39668,41.81703,-72.73874,BING MAPS,ADDRESS,9003,NOT AVAILABLE,HTTPS://WWW.CIGNA.COM/,1867
-8104835.94,5115104.182,201,201,250,stanleyblackdecker,STANLEY BLACK & DECKER,1000 STANLEY DRIVE,NOT AVAILABLE,NEW BRITAIN,CT,6053,HARTFORD,54023,11407,41.69301,-72.80698,BING MAPS,ADDRESS,9003,NOT AVAILABLE,HTTP://WWW.STANLEYBLACKANDDECKER.COM/,965.3
-8104417.824,5117405.777,202,202,50,x,UNITED TECHNOLOGIES,10 FARM SPRINGS ROAD,NOT AVAILABLE,FARMINGTON,CT,6032,HARTFORD,201600,57244,41.708447,-72.803224,MANUAL,ON-ENTITY,9003,NOT AVAILABLE,HTTP://WWW.UTC.COM/PAGES/HOME.ASPX,5055
-8091679.089,5126948.298,203,203,153,x,HARTFORD FINANCIAL SERVICES GROUP,1 HARTFORD PLAZA,NOT AVAILABLE,HARTFORD,CT,6155,HARTFORD,16900,18300,41.77241,-72.68879,BING MAPS,ADDRESS,9003,NOT AVAILABLE,HTTPS://WWW.THEHARTFORD.COM/BUSINESS-INSURANCE/FINANCIAL-SERVICES,896
-8092059.802,5126254.252,204,204,43,aetna,AETNA,151 FARMINGTON AVENUE,NOT AVAILABLE,HARTFORD,CT,6156,HARTFORD,49500,63155,41.76776,-72.69221,BING MAPS,ADDRESS,9003,NOT AVAILABLE,HTTPS://WWW.AETNA.COM/,2271
-10397594.44,5605408.796,205,205,6,unitedhealthcare,UNITEDHEALTH GROUP,9900 BREN ROAD EAST,NOT AVAILABLE,MINNETONKA,MN,55343,HENNEPIN,230000,184840,44.89756,-93.40318,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTP://WWW.UNITEDHEALTHGROUP.COM/,7017
-10398560.69,5601864.214,206,206,158,supervalu_irl,SUPERVALU,7075 FLYING CLOUD DRIVE,NOT AVAILABLE,EDEN PRAIRIE,MN,55344,HENNEPIN,38000,17529,44.875,-93.41186,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.SUPERVALU.COM/,178
-10403980.84,5593404.314,207,207,212,x,C.H. ROBINSON WORLDWIDE,14701 CHARLSON ROAD,NOT AVAILABLE,EDEN PRAIRIE,MN,55347,HENNEPIN,14125,13144,44.82112,-93.46055,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.CHROBINSON.COM/EN-US/,513.4
-10382777.81,5618334.101,208,208,256,excelenergy,XCEL ENERGY,414 NICOLLET MALL,NOT AVAILABLE,MINNEAPOLIS,MN,55401,HENNEPIN,11476,11107,44.97975,-93.27008,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.XCELENERGY.COM/STATESELECTOR?STATESELECTED=TRUE&GOTO=%2F,1123.4
-10383199.71,5617679.45,209,209,125,x,U.S. BANCORP,800 NICOLLET MALL,SUITE 1500,MINNEAPOLIS,MN,55402,HENNEPIN,71191,22744,44.97559,-93.27387,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.USBANK.COM/INDEX.HTML,5888
-10383395.64,5617422.952,210,210,38,target,TARGET,1000 NICOLLET MALL,NOT AVAILABLE,MINNEAPOLIS,MN,55403,HENNEPIN,323000,69495,44.97396,-93.27563,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.TARGET.COM/,2737
-10382288.01,5617548.84,211,211,316,x,THRIVENT FINANCIAL FOR LUTHERANS,625 4TH AVENUE SOUTH,NOT AVAILABLE,MINNEAPOLIS,MN,55415,HENNEPIN,3282,8777,44.97476,-93.26568,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.THRIVENT.COM/,587.8
-10386711.84,5600123.855,212,212,72,bestbuy,BEST BUY,7601 PENN AVENUE SOUTH,NOT AVAILABLE,RICHFIELD,MN,55423,HENNEPIN,125000,39403,44.86392,-93.30542,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.BESTBUY.COM/,1228
-10396749.52,5617901.333,213,213,165,generalmilles,GENERAL MILLS,1 GENERAL MILLS BOULEVARD,NOT AVAILABLE,MINNEAPOLIS,MN,55426,HENNEPIN,39000,16563,44.977,-93.39559,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTPS://WWW.GENERALMILLS.COM/,1697.4
-10403348.54,5623894.261,214,214,377,x,MOSAIC,3033 CAMPUS DRIVE,SUITE E490,PLYMOUTH,MN,55441,HENNEPIN,8700,7163,45.01507,-93.45487,BING MAPS,ADDRESS,27053,NOT AVAILABLE,HTTP://WWW.MOSAICCO.COM/,297.8
-8635861.08,4531813.889,215,215,460,x,MARKEL,4521 HIGHWOODS PARKWAY,NOT AVAILABLE,GLEN ALLEN,VA,23060,HENRICO,10900,5612,37.66219,-77.57726,BING MAPS,ADDRESS,51087,NOT AVAILABLE,HTTP://WWW.MARKELCORP.COM/,455.7
-8643369.58,4523899.918,216,216,171,x,PERFORMANCE FOOD GROUP,12500 WEST CREEK PARKWAY,NOT AVAILABLE,RICHMOND,VA,23238,HENRICO,13000,16105,37.60589,-77.64471,BING MAPS,ADDRESS,51087,NOT AVAILABLE,HTTP://WWW.PFGC.COM/,68.3
-8629185.251,4523106.04,217,217,148,x,ALTRIA GROUP,6601 WEST BROAD STREET,NOT AVAILABLE,RICHMOND,VA,23230,HENRICO,8300,19337,37.60024,-77.51729,BING MAPS,ADDRESS,51087,NOT AVAILABLE,HTTP://WWW.ALTRIA.COM/PAGES/DEFAULT.ASPX,14239
-8628929.216,4523416.558,218,218,329,x,GENWORTH FINANCIAL,6620 WEST BROAD STREET,NOT AVAILABLE,RICHMOND,VA,23230,HENRICO,3400,8369,37.60245,-77.51499,BING MAPS,ADDRESS,51087,NOT AVAILABLE,HTTPS://WWW.GENWORTH.COM/,-277
-9189388.343,3253180.374,219,219,195,wellcare,WELLCARE HEALTH PLANS,8725 HENDERSON ROAD,NOT AVAILABLE,TAMPA,FL,33634,HILLSBOROUGH,7400,14237,28.03336,-82.54968,BING MAPS,ADDRESS,12057,NOT AVAILABLE,HTTPS://WWW.WELLCARE.COM/EN/DISTRICT-OF-COLUMBIA,242.1
-8267997.697,4964864.369,220,220,69,merck,MERCK,2000 GALLOPING HILL ROAD,NOT AVAILABLE,KENILWORTH,NJ,7033,UNION,68000,39807,40.677334,-74.272687,MANUAL,ON-ENTITY,34019,NOT AVAILABLE,HTTP://WWW.MERCK.COM/INDEX.HTML,3920
-9000649.486,4237672.093,221,221,40,loweshomeimprovement,LOWE'S,1000 LOWE'S BOULEVARD,NOT AVAILABLE,MOORESVILLE,NC,28117,IREDELL,240000,65017,35.54119,-80.85421,BING MAPS,ADDRESS,37097,NOT AVAILABLE,HTTPS://WWW.LOWES.COM/,3093
-9395646.661,5197990.804,222,222,419,x,CMS ENERGY,1 ENERGY PLAZA,NOT AVAILABLE,JACKSON,MI,49201,JACKSON,7750,6399,42.2466,-84.40253,BING MAPS,ADDRESS,26075,NOT AVAILABLE,HTTPS://WWW.CMSENERGY.COM/HOME/DEFAULT.ASPX,551
-13678079.64,5210307.347,223,223,318,lithiamotors,LITHIA MOTORS,150 NORTH BARTLETT STREET,NOT AVAILABLE,MEDFORD,OR,97501,JACKSON,11170,8678,42.32845,-122.87228,BING MAPS,ADDRESS,41029,NOT AVAILABLE,HTTPS://WWW.LITHIAMOTORS.COM/,197.1
-9663541.469,3964271.387,224,224,436,regionsfinancial,REGIONS FINANCIAL,1900 5TH AVENUE NORTH,NOT AVAILABLE,BIRMINGHAM,AL,35203,JEFFERSON,22166,5967,33.51806,-86.80907,BING MAPS,ADDRESS,1073,NOT AVAILABLE,HTTP://IR.REGIONS.COM/,1163
-9546635.966,4615720.045,225,225,53,humana,HUMANA,500 WEST MAIN STREET,NOT AVAILABLE,LOUISVILLE,KY,40202,JEFFERSON,51600,54379,38.25647,-85.75889,BING MAPS,ADDRESS,21111,NOT AVAILABLE,HTTPS://WWW.HUMANA.COM/,614
-9546591.438,4614320.933,226,226,376,x,KINDRED HEALTHCARE,680 SOUTH 4TH STREET,NOT AVAILABLE,LOUISVILLE,KY,40202,JEFFERSON,76650,7227,38.2466,-85.75849,BING MAPS,ADDRESS,21111,NOT AVAILABLE,HTTPS://WWW.KINDREDHEALTHCARE.COM/,-664.2
-9539512.632,4607523.696,227,227,422,x,YUM BRANDS,1441 GARDINER LANE,NOT AVAILABLE,LOUISVILLE,KY,40213,JEFFERSON,90000,6366,38.19863,-85.6949,BING MAPS,ADDRESS,21111,NOT AVAILABLE,HTTP://WWW.YUM.COM/,1619
-10540949.45,4722840.49,228,228,486,x,SEABOARD,9000 WEST 67TH STREET,NOT AVAILABLE,SHAWNEE MISSION,KS,66202,JOHNSON,11781,5379,39.00816,-94.69096,BING MAPS,ADDRESS,20091,NOT AVAILABLE,HTTPS://WWW.SEABOARDCORP.COM/,312
-9524107.127,5197285.552,229,229,252,x,STRYKER,2825 AIRVIEW BOULEVARD,NOT AVAILABLE,KALAMAZOO,MI,49002,KALAMAZOO,33000,11325,42.24191,-85.55651,BING MAPS,ADDRESS,26077,NOT AVAILABLE,HTTPS://WWW.STRYKER.COM/US/EN/INDEX.HTML,1647
-13618006.41,6040643.296,230,230,341,x,WEYERHAEUSER,220 OCCIDENTAL AVENUE SOUTH,NOT AVAILABLE,SEATTLE,WA,98104,KING,10400,7902,47.600473,-122.332633,MANUAL,ON-ENTITY,53033,NOT AVAILABLE,HTTPS://WWW.WEYERHAEUSER.COM/,1027
-13602908.93,6042777.677,231,231,317,expedia,EXPEDIA,333 108TH AVENUE NE,NOT AVAILABLE,BELLEVUE,WA,98004,KING,20075,8774,47.6134,-122.19701,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.EXPEDIA.COM/,281.8
-13603203.93,6043297.854,232,232,164,x,PACCAR,777 106TH AVENUE NE,NOT AVAILABLE,BELLEVUE,WA,98004,KING,23000,17033,47.61655,-122.19966,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTP://WWW.PACCAR.COM/,521.7
-13586582.81,6031950.241,233,233,16,costco,COSTCO,999 LAKE DRIVE,NOT AVAILABLE,ISSAQUAH,WA,98027,KING,172000,118719,47.54779,-122.05035,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.COSTCO.COM/,2350
-13595427.15,6047179.531,234,234,28,microsoft,MICROSOFT,1 MICROSOFT WAY,NOT AVAILABLE,REDMOND,WA,98052,KING,114000,85320,47.64005,-122.1298,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.MICROSOFT.COM/EN-US/,16798
-13618371.21,6042615.85,235,235,188,nordstrom,NORDSTROM,1617 6TH AVENUE,NOT AVAILABLE,SEATTLE,WA,98101,KING,72500,14757,47.61242,-122.33591,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://SHOP.NORDSTROM.COM/,354
-13618224.27,6041519.472,236,236,429,x,EXPEDITORS INTERNATIONAL OF WASHINGTON,1015 3RD AVENUE,NOT AVAILABLE,SEATTLE,WA,98104,KING,16000,6098,47.60578,-122.33459,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.EXPEDITORS.COM/,430.8
-13618465.83,6044240.858,237,237,12,amazon,AMAZON.COM,410 TERRY AVENUE NORTH,NOT AVAILABLE,SEATTLE,WA,98109,KING,341400,135987,47.62226,-122.33676,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.AMAZON.COM/,2371
-13618307.75,6037562.773,238,238,131,starbucks,STARBUCKS,2401 UTAH AVENUE SOUTH,NOT AVAILABLE,SEATTLE,WA,98134,KING,254000,21316,47.58181,-122.33534,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.STARBUCKS.COM/,2817.7
-13613667.96,6012390.961,239,239,438,x,ALASKA AIR GROUP,19300 INTERNATIONAL BOULEVARD,NOT AVAILABLE,SEATTLE,WA,98188,KING,19112,5931,47.42906,-122.29366,BING MAPS,ADDRESS,53033,NOT AVAILABLE,HTTPS://WWW.ALASKAAIR.COM/,814
-8235319.081,4976357.812,240,240,500,x,ABM INDUSTRIES,551 5TH AVENUE,SUITE 300,NEW YORK,NY,10176,KINGS,110000,5145,40.75559,-73.97913,BING MAPS,ADDRESS,36047,NOT AVAILABLE,HTTPS://WWW.ABM.COM/,57.2
-9557233.581,5047745.624,241,241,352,x,ZIMMER BIOMET HOLDINGS,345 EAST MAIN STREET,NOT AVAILABLE,WARSAW,IN,46580,KOSCIUSKO,18500,7684,41.23959,-85.85409,BING MAPS,ADDRESS,18085,NOT AVAILABLE,HTTPS://WWW.ZIMMERBIOMET.COM/,305.9
-10349553.4,5415233.874,242,242,295,hormelfoods,HORMEL FOODS,1 HORMEL PLACE,NOT AVAILABLE,AUSTIN,MN,55912,LAKE,21100,9523,43.67467,-92.97162,BING MAPS,ADDRESS,27097,NOT AVAILABLE,HTTPS://WWW.HORMELFOODS.COM/,890.1
-9782824.756,5184961.864,243,243,281,x,BAXTER INTERNATIONAL,1 BAXTER PARKWAY,NOT AVAILABLE,DEERFIELD,IL,60015,LAKE,48000,10163,42.1599,-87.88061,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.BAXTER.COM/,4965
-9783685.256,5184218.537,244,244,277,x,DISCOVER FINANCIAL SERVICES,2500 LAKE COOK ROAD,NOT AVAILABLE,RIVERWOODS,IL,60015,LAKE,15549,10497,42.15495,-87.88834,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.DISCOVER.COM/,2393
-9782385.044,5185595.616,245,245,487,x,ESSENDANT,1 PARKWAY NORTH BOULEVARD,SUITE 100,DEERFIELD,IL,60015,LAKE,6600,5369,42.16412,-87.87666,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.ESSENDANT.COM/,63.9
-9782684.493,5185407.889,246,246,109,x,MONDELEZ INTERNATIONAL,3 PARKWAY NORTH,SUITE 300,DEERFIELD,IL,60015,LAKE,90000,25923,42.16287,-87.87935,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.MONDELEZINTERNATIONAL.COM/,1659
-9781360.905,5184256.077,247,247,17,walgreens,WALGREENS BOOTS ALLIANCE,108 WILMOT ROAD,NOT AVAILABLE,DEERFIELD,IL,60015,LAKE,300000,117351,42.1552,-87.86746,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTP://WWW.WALGREENSBOOTSALLIANCE.COM/,4173
-9784387.682,5197487.047,248,248,450,x,PACKAGING CORP. OF AMERICA,1955 WEST FIELD COURT,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,14000,5779,42.24325,-87.89465,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.PACKAGINGCORP.COM/,449.6
-9784947.619,5198294.575,249,249,322,x,TENNECO,500 NORTH FIELD DRIVE,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,31000,8599,42.24862,-87.89968,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTP://WWW.TENNECO.COM/,363
-9786264.528,5196781.832,250,250,282,x,W.W. GRAINGER,100 GRAINGER PARKWAY,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,25000,10137,42.23856,-87.91151,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.GRAINGER.COM/,605.9
-9789904.675,5195240.765,251,251,199,x,CDW,200 NORTH MILWAUKEE AVENUE,NOT AVAILABLE,VERNON HILLS,IL,60061,LAKE,8516,13982,42.22831,-87.94421,BING MAPS,ADDRESS,17097,NOT AVAILABLE,HTTPS://WWW.CDW.COM/,424.4
-9107016.372,3050999.513,252,252,296,hertz,HERTZ GLOBAL HOLDINGS,8501 WILLIAMS ROAD,NOT AVAILABLE,ESTERO,FL,33928,LEE,36000,9480,26.41844,-81.80972,BING MAPS,ADDRESS,12071,NOT AVAILABLE,HTTPS://IR.HERTZ.COM/,-491
-8401939.868,4953742.442,253,253,365,x,PPL,2 NORTH 9TH STREET,NOT AVAILABLE,ALLENTOWN,PA,18101,LEHIGH,12689,7517,40.60152,-75.47591,BING MAPS,ADDRESS,42077,NOT AVAILABLE,HTTPS://WWW.PPLWEB.COM/,1902
-8415471.866,4946300.06,254,254,294,x,AIR PRODUCTS & CHEMICALS,7201 HAMILTON BOULEVARD,NOT AVAILABLE,ALLENTOWN,PA,18195,LEHIGH,18450,9524,40.55074,-75.59747,BING MAPS,ADDRESS,42077,NOT AVAILABLE,HTTP://WWW.AIRPRODUCTS.COM/,631.1
-10201732.24,5165694.664,255,255,492,x,ROCKWELL COLLINS,400 COLLINS ROAD NE,NOT AVAILABLE,CEDAR RAPIDS,IA,52498,LINN,19000,5259,42.03147,-91.64372,BING MAPS,ADDRESS,19113,NOT AVAILABLE,HTTPS://WWW.ROCKWELLCOLLINS.COM/,728
-13189709.9,4028977.929,256,256,135,x,ABBOTT LABORATORIES,100 ABBOTT PARK ROAD,NOT AVAILABLE,SANTA MONICA,CA,90401,LOS ANGELES,75000,20853,34.00131,-118.48518,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTP://WWW.ABBOTT.COM/,1400
-13202750.65,4053692.612,257,257,222,x,FARMERS INSURANCE EXCHANGE,6303 OWENSMOUTH AVENUE,NOT AVAILABLE,LOS ANGELES,CA,90010,LOS ANGELES,13309,12513,34.185167,-118.602327,MANUAL,ON-ENTITY,6037,NOT AVAILABLE,HTTPS://WWW.FARMERS.COM/,-147.9
-13185086.81,4036776.755,258,258,278,x,OCCIDENTAL PETROLEUM,10889 WILSHIRE BOULEVARD,NOT AVAILABLE,LOS ANGELES,CA,90024,LOS ANGELES,11000,10398,34.05937,-118.44365,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTP://WWW.OXY.COM/PAGES/DEFAULT.ASPX,-574
-13182101.33,4036693.984,259,259,161,x,AECOM,1999 AVENUE OF THE STARS,SUITE 2600,LOS ANGELES,CA,90067,LOS ANGELES,87000,17411,34.058754,-118.416831,MANUAL,ON-ENTITY,6037,NOT AVAILABLE,HTTPS://WWW.AECOM.COM/,96.1
-13163917.18,4035724.69,260,260,214,x,CBRE GROUP,400 SOUTH HOPE STREET,SUITE 25,LOS ANGELES,CA,90071,LOS ANGELES,75000,13072,34.05154,-118.25348,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.CBRE.US/,572
-13163683.41,4035740.813,261,261,320,x,RELIANCE STEEL & ALUMINUM,350 SOUTH GRAND AVENUE,SUITE 5100,LOS ANGELES,CA,90071,LOS ANGELES,14500,8613,34.05166,-118.25138,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.RSAC.COM/,304.3
-13180056.28,4038773.662,262,262,330,x,LIVE NATION ENTERTAINMENT,9348 CIVIC CENTER DRIVE,NOT AVAILABLE,BEVERLY HILLS,CA,90210,LOS ANGELES,11500,8355,34.07423,-118.39846,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTP://WWW.LIVENATIONENTERTAINMENT.COM/,2.9
-13179320.46,4018105.277,263,263,474,mattel,MATTEL,333 CONTINENTAL BOULEVARD,NOT AVAILABLE,EL SEGUNDO,CA,90245,LOS ANGELES,32000,5457,33.9203,-118.39185,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.MATTEL.COM/EN-US,318
-13186077.55,4031458.306,264,264,406,x,ACTIVISION BLIZZARD,3100 OCEAN PARK BOULEVARD,NOT AVAILABLE,SANTA MONICA,CA,90405,LOS ANGELES,9500,6608,34.01978,-118.45255,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTPS://WWW.ACTIVISIONBLIZZARD.COM/,966
-13157993.87,3997505,265,265,156,x,MOLINA HEALTHCARE,200 OCEANGATE,NOT AVAILABLE,LONG BEACH,CA,90802,LOS ANGELES,21000,17782,33.7666,-118.20027,BING MAPS,ADDRESS,6037,NOT AVAILABLE,HTTP://WWW.MOLINAHEALTHCARE.COM/EN-US/PAGES/HOME.ASPX,52
-10775449.3,3866747.331,266,266,259,x,JACOBS ENGINEERING GROUP,1999 BRYAN STREET,SUITE 1200,DALLAS,TX,75201,DALLAS COUNTY,49350,10964,32.784595,-96.797508,MANUAL,ON-ENTITY,48037,NOT AVAILABLE,HTTP://WWW.JACOBS.COM/,210.5
