company,environment_rating,environment_percentage,united_states,europe,asia,ln_Sales,Profits,ln_assets,ln_marketvalue,ln_posts_per_year,ln_posts_per_day,has_location,bin_captions_per_year,bin_is_sponsored,ln_likes,ln_comments,bin_mention_counts,ln_hashtag_counts,ln_emoji_counts,total_green_mentions,total_green_hashtags,total_green_caption,total_green,is_video_green_diff,is_sponsored_green_diff,video_length_green_diff,likes_green_diff,comments_green_diff,caption_num_words_green_diff,caption_unique_words_green_diff,mention_counts_green_diff,hashtag_counts_green_diff,emoji_counts_green_diff
Caterpillar,66,84,1,0,0,6.235566919813405,53.04,6.633239482795449,6.447131520878662,4.997212273764115,0.36020851681016686,0.12244898,1,0,8.662744906749076,3.7100816618344696,2,1.114360645761249,0.23531408657962619,0.0,0.0,0.09523809499999998,0.09523809499999998,0.192881745,0.0,12.170093,-2107.2003440000003,-20.18025258,17.03329506,13.89092997,-0.07979334099999999,0.538461538,-0.291044776
Cemex,60,71,0,0,0,4.913610311524382,0.879,5.685720331837793,3.503453082366503,4.74493212836325,0.289892018221789,0.614035088,1,0,7.317235706893207,2.2069239743979057,2,1.0321225474492768,0.8985911548247543,0.0,0.140350877,0.6842105260000001,0.8245614030000001,-0.08080808099999999,0.0,-8.569684624,471.5600449,-0.6352413020000001,12.85409652,9.647586981,-0.167227834,0.527497194,-0.044893378
CenturyLink,51,49,1,0,0,5.41614484566124,-52.69,6.474538634543129,4.767289035464526,4.343805421853684,0.2022784132092842,0.039473684,0,0,4.09016919081162,3.1111733877184,1,1.2489964856244193,0.10863384067926596,0.0,0.026315789,0.11475409800000001,0.141069887,-0.236024845,0.0,-11.96183851,18.8426501,6.745341615,6.683229814,5.83436853,0.271221532,1.3519668740000002,0.515873016
Charles Schwab,51,49,1,0,0,4.7534177624482945,35.35,8.21851757748959,6.187360223929055,3.58351893845611,0.09825569025333296,0.057142857000000005,1,0,5.115938665521382,2.544970890306435,1,1.4144652380171423,0.05556985101967572,0.0,0.0,0.057142857000000005,0.057142857000000005,0.606060606,0.0,77.34266667,-88.72727273,-9.803030303,-12.46969697,-8.833333332999999,-0.03030303,-0.651515152,-0.060606060999999996
Chevron,49,43,1,0,0,7.245968855733066,29.24,7.772870604256545,7.449276922190671,4.127134385045092,0.16546443977003167,0.032786885,1,0,6.9833948640463275,3.644036407865264,1,0.7333132222301619,0.06351340526078748,0.0,0.0,0.26229508100000004,0.26229508100000004,-0.33974359,0.0,-8.327793268999999,-7.963141026000001,8.681089744,6.600961538,5.400641026000001,0.0,0.18910256399999997,0.014423077
Chewy,60,70,1,0,0,3.901366425239617,-2.524,2.334083760053417,5.162325807336688,5.8888779583328805,0.7236506350207419,0.0,0,0,7.559059979399283,4.329453281623861,1,0.7997569156182036,0.5307930092535001,0.008333333,0.0,0.075630252,0.083963585,-0.107142857,0.0,-5.737244047999999,349.41964289999993,27.24702381,25.970238100000003,20.65178571,0.163690476,0.16071428599999998,0.18731231199999998
China Southern Airlines,51,49,0,0,1,5.412761500938905,3.843,6.090472427438032,4.178685710655851,6.126869184114185,0.8535990785192092,0.0,1,0,7.044702876104619,2.876416335164817,1,1.187870107100988,0.023784905138826733,0.0,0.0,0.067833698,0.067833698,-0.049881235,0.0,-4.961579572,25.06776194,-3.196819741,11.66396147,8.534705727,-0.002375297,0.148258116,0.004024809
China State Construction Engineering,51,49,0,0,1,7.616224475639867,60.611000000000004,7.980759119143493,5.728605160087547,5.030437921392435,0.3704440203305672,0.0,1,0,7.107301538503076,0.9898346353138847,1,1.8606061312046946,0.6799019540499246,0.0,0.138157894,0.5131578939999999,0.6513157879999999,0.03,0.0,27.12647,-210.3484615,-1.05,20.48461538,14.44461538,-0.02,0.49,0.332307692
Cigna,70,90,1,0,0,7.343562054334093,49.17,7.359671309429216,6.591865757466337,4.927253685157205,0.3394177471997092,0.116788321,1,0,4.269646404481093,1.3453202868069234,1,1.0228184493668175,0.014493007158681888,0.065693431,0.00729927,0.094890511,0.167883212,-0.24535519100000003,0.0,-33.66505738,9.324590164,-0.867759563,-1.3633879780000002,-1.715300546,-0.11475409800000001,0.470491803,0.058469945
Clorox,51,49,1,0,0,4.132442850820759,8.16,4.018003328965378,5.4563462307729464,2.4849066497880004,0.03193304750872339,0.0,1,0,6.439059884504006,4.697169104157085,2,0.6931471805599453,0.3101549285705062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cognizant,63,79,1,0,0,5.128892291489103,18.42,5.093995569474415,5.766193734777598,5.58724865840025,0.5792283506718788,0.007518797,1,0,6.966375238687842,1.633947122841466,1,2.7786791603118806,0.6250937175121127,0.0037593979999999997,0.8984962409999999,0.7744360890000002,1.6766917280000002,-0.039661319,0.0,-9.795486185,-12.53921569,0.06788473,-3.258615567,-2.27124183,0.035353535,3.924539513,0.17884729600000002
Colgate-Palmolive,72,93,1,0,0,5.062151896881963,23.67,5.019528961266375,6.4027957493269385,5.3981627015177525,0.5001493660036292,0.0,1,0,5.198346342012218,1.144512277444252,1,1.275870543556279,0.040094457289214416,0.0,0.41818181900000007,0.377272729,0.795454548,-0.078787879,0.0,-2.6841757580000003,15.96363636,-0.090909091,1.963636364,2.127272727,-0.036363636,0.509090909,-0.03030303
Comcast,65,82,1,0,0,6.992022895300703,116.51,7.872916171825895,7.449201277244736,4.5217885770490405,0.2377851011722741,0.0,1,0,4.753874349005547,0.0,2,0.7924454016367531,0.010929070543059772,0.0,0.0,0.12087912100000002,0.12087912100000002,0.21136363600000002,0.0,7.855295455,-29.19886364,0.0,2.680681818,0.771590909,-0.064772727,-0.030681818,-0.0125
Commerzbank,72,94,0,1,0,4.98524910770584,7.218999999999999,8.55743453739275,3.856087373097843,4.852030263919617,0.31818552642759895,0.023622047,1,0,5.863228445933846,2.5539870067813166,1,2.4406338260551426,1.1142376064109838,0.0,0.062992126,0.070866142,0.133858268,0.229761905,0.0,6.72337619,-35.68214286,-2.7226190480000003,0.985714286,-0.157142857,-0.058333333,1.305952381,0.554761905
ConocoPhillips,59,70,1,0,0,5.688770354535698,36.17,6.4790164262142556,6.118889835363221,4.634728988229636,0.2630447682568719,0.009803922,1,0,5.592631808010281,1.615303031944978,2,1.981677372943674,0.05715841345105981,0.009803922,0.088235294,0.607843137,0.705882353,-0.054761905,0.0,5.023992857,-24.954761899999998,-0.85952381,14.8547619,10.65238095,0.34047619,0.942857143,-0.05952381
Continental,66,85,0,1,0,6.212245309233003,-13.710999999999999,6.203951518233663,5.136504070385433,5.700443573390687,0.6307695480865326,0.003355705,1,0,6.740622484666902,2.0561007834287435,2,2.385308767385622,1.026738954414362,0.050335570999999996,0.161073825,0.208053691,0.419463087,-0.05905172400000001,0.0,-15.5055283,198.6867816,1.406609195,7.209913792999999,6.411925287000001,0.368821839,2.782614943,0.194109195
Copart,47,37,1,0,0,3.1463051320333655,7.331,3.4496700351129332,5.237611491430642,5.950642552587727,0.7560250313600213,0.248041775,1,0,6.78492361962011,2.794379593482081,1,0.9136763513576759,0.6001841135301506,0.0,0.005221932,0.13577023400000002,0.14099216600000003,0.037449971,0.0,3.2942815889999997,-140.2113779,-6.1026300739999995,5.156089194,3.6056032019999997,-0.012121212,0.346998285,-0.166209262
Corteva,57,63,1,0,0,5.126223329909518,-10.38,6.052018578197656,5.284421261355925,4.127134385045092,0.16546443977003167,0.06557377,0,0,5.708742829396357,1.5929086105062231,1,0.771928058306999,0.016529302279079384,0.0,0.0,0.183333334,0.183333334,-0.345454545,0.0,-17.05702909,-72.69090909,-1.785454545,7.361818182,7.454545455,-0.02,-0.2,-0.020408163
Costco Wholesale,62,77,1,0,0,7.368024179130975,37.78,6.191994323550605,7.199670877403389,4.787491742782046,0.3008690764542587,0.0,1,0,7.912376965154033,5.184423815654503,1,0.6931471805599453,0.45198512347033,0.0,0.0,0.05882353,0.05882353,-0.15109034300000002,0.0,-1.40494081,-401.80919,-10.90342679,-1.7686915890000001,-0.999221184,0.0,0.0,0.476635514
Couche Tard,55,57,0,0,0,6.35678451491172,20.683000000000003,5.519017936211107,5.743483841507753,4.418840607796598,0.216632726620221,0.0,1,0,4.044547793971729,2.786214974252298,2,0.7917777839242246,0.8136365778248824,0.0,0.0,0.073170732,0.073170732,-0.099047619,0.0,2.683508571,34.11238095,-7.580952381,12.09714286,9.582857143,-0.2,0.085714286,0.96952381
Cummins,71,92,1,0,0,5.423980384543694,21.08,5.30707887221661,5.489763831118992,4.174387269895637,0.17293645416921033,0.140625,1,0,7.546107977353905,2.8964297599800797,2,1.5005991323999492,0.3409265869705932,0.0,0.03125,0.171875,0.203125,-0.033333333,0.0,-11.94936296,-692.9296296,-8.781481481,1.988888889,0.625925926,0.059259259,-0.45555555600000003,0.111111111
D.R. Horton,46,33,1,0,0,5.223917043971786,18.941,5.149237143533884,5.151324342807377,5.017279836814924,0.36636238202080207,0.673333333,1,0,6.08261457022062,2.5669985387623577,1,2.8320361808832013,0.37385976846347546,0.0,0.8,0.6933333329999999,1.4933333329999998,-0.014285714,0.0,-0.354757143,-170.16607140000002,-11.0125,7.739285714,8.873214286,0.0,15.57857143,-0.11428571400000001
DISH Network,49,41,1,0,0,4.860432367183761,13.995,5.82070588167848,4.881589066161162,4.584967478670572,0.2516421358011529,0.0,1,0,3.6400248550061183,2.937360267255581,2,0.6982885798860051,0.05026183501618248,0.010309278,0.0,0.06185567,0.072164948,0.362637363,0.0,6.693399267,-4.184981685,13.28937729,2.9871794869999997,2.7271062269999997,-0.631868132,-0.010989011000000002,0.3003663
DP World,59,68,0,0,1,4.3154861108656375,11.888,5.833728280072339,4.895748061551898,4.48863636973214,0.2307839061268628,0.363636364,1,0,7.596084051637148,2.475391830452589,2,1.3308056754782132,0.033522691950731376,0.011363636000000002,0.045454546,0.18181818100000002,0.23863636300000002,0.112328767,0.0,12.40372146,-640.8164383999999,-4.60456621,8.505022831,7.220091324,-0.178082192,0.742465753,0.039269406
DTE Energy,60,70,1,0,0,4.798843731118271,11.06,6.071476485077366,5.30240898445129,4.672828834461906,0.27207417495208214,0.047169811,0,0,4.0828001941914644,0.9125100091403096,1,1.3078227458008445,0.04652001599852927,0.018867925,0.056603773999999996,0.22857143,0.30404312899999997,-0.10989011,0.0,-4.898703297,-8.050549451,-0.649084249,8.386813187000001,6.626373626,0.055677656,-1.1238095240000001,0.022222222000000003
Dassault Systemes,71,93,0,1,0,3.8279890098181366,6.885,5.054460773636285,5.9372987098642,3.912023005428146,0.13500523236395717,0.020408163,1,0,6.647873644467061,2.5665179849833795,2,2.107116263845982,0.1335313927495227,0.0,0.040816327,0.22448979600000002,0.265306123,0.009569378,0.0,-3.5805263160000003,212.5789474,2.5526315790000003,28.8923445,19.3062201,0.30861244,0.5311004779999999,-0.066985646
Dell Technologies,73,95,1,0,0,6.8246779715647685,46.16,7.081380801297567,5.757891800303233,4.48863636973214,0.2307839061268628,0.21590909100000003,1,0,8.842927790534008,4.2263359438673715,1,0.9387635877973247,0.6817184845983915,0.0,0.022727273,0.034090908,0.056818181,0.611764706,0.0,9.914992157,-5632.247059,-2.552941176,13.28627451,11.70980392,0.27450980399999997,0.458823529,0.71372549
Delta Air Lines,52,50,1,0,0,6.114257235694848,35.03,6.534341011039107,5.113552828102942,4.962844630259907,0.3498671626920469,0.478873239,1,0,9.540977711503423,5.57520191839148,2,0.7140538653171901,0.11934675729506614,0.014084507,0.0,0.190140845,0.204225352,-0.020539153,0.0,-0.40647625200000004,-5493.062901,-95.22892597,154.6251605,93.62002567,0.0034231920000000002,0.07274283299999999,0.035943517
Dentsu,73,95,0,0,1,4.5760502874142395,-7.42,5.858704285656805,4.093510881473524,5.572154032177765,0.5725948271930269,0.041984732999999996,0,0,4.56283623476631,0.6893230840142621,2,1.3815119513566458,0.18632957810149336,0.0,0.019083969,0.116465863,0.135549832,0.021838331000000002,0.0,-6.236744132999999,5.242177314,0.307366362,19.64211213,12.22294654,0.18904824,0.063885267,0.32959641300000003
Deutsche Bank,66,84,0,1,0,5.936136809498464,-61.372,9.702791412305817,5.038769133340027,4.709530201312334,0.2810227805043431,0.109090909,1,0,5.9250819023525505,2.1695730460576303,2,1.9588135539040417,0.25534669187926706,0.0,0.036363636,0.136363636,0.17272727200000002,0.021052632,0.0,22.17748421,3.1157894739999996,0.515789474,10.24912281,6.564912281000001,0.449122807,-0.722807018,0.049122807000000004
DexCom,47,36,1,0,0,2.8338014064077703,1.479,3.2378938307039626,5.737829571295256,4.709530201312334,0.2810227805043431,0.090909091,1,0,8.577369370485487,3.720862499966987,2,2.3727893516418708,0.9932517730102834,0.018181818,0.0,0.37272727199999994,0.39090908999999996,0.084457771,0.0,2.765514243,-1283.2078960000001,-8.570214893,13.43078461,9.247376312,-0.248875562,2.15892054,0.489255372
Diageo,77,98,0,1,0,5.129129188144045,38.897,6.043535039398984,6.697836394996078,4.955827057601261,0.34778599684648637,0.34042553200000003,1,0,7.0893910214925615,2.8286137125395423,2,0.8918817669719742,0.531879033213823,0.0,0.014184397,0.21276595699999995,0.22695035399999994,-0.121832359,0.0,-4.57912963,194.8810916,5.456140351,-7.411306043,-4.979532164,-0.158869396,0.05165692,-0.31871345
DocuSign,46,33,1,0,0,2.3739750890807185,-2.084,2.991222118076105,5.261808971731513,2.9444389791664403,0.051735674273138466,0.111111111,1,0,5.341004287571336,1.6204877487085974,1,1.3143208614350999,0.05406722169132846,0.055555556,0.222222222,0.33333333400000004,0.611111112,0.0,0.0,0.0,-78.81538462,-2.8461538460000004,42.92307692,32.98461538,0.0,3.984615385,0.2
Dollar Tree,48,39,1,0,0,5.468524168478886,8.27,5.281933887297512,5.247024072160486,5.84354441703136,0.7004947524202079,0.0,1,0,8.331985147202857,4.076847414873487,1,1.6000920499970832,0.02298951827015338,0.0029069770000000003,0.212209302,0.34883720799999995,0.5639534869999999,-0.010241084000000001,0.0,-0.210800159,1335.0684199999998,13.88985854,6.51133692,6.2573421,0.0,0.957959753,-0.019764893000000002
Dominion Energy,63,78,1,0,0,5.107519991273039,13.58,6.946235333299984,6.472887106504657,4.882801922586371,0.32673258698748375,0.091603053,1,0,4.821327558686067,1.589390980533981,1,0.8516504242231793,0.6137404028067746,0.0,0.022900762999999998,0.5648854959999999,0.5877862589999999,-0.043338684,0.0,-6.534340556,-43.12172285,-2.166934189,-4.279828785,-2.805510968,-0.02247191,-0.050026752,0.505082932
Domino's Pizza,46,33,1,0,0,3.6259396543400624,4.297,2.7013612129514133,4.959973379294028,5.056245805348308,0.3785576550852097,0.0,1,0,9.251797241720507,6.065989099033872,1,0.6995369787478882,0.6200249157447758,0.012820513,0.0,0.019230769,0.032051282,0.080794702,0.0,0.753794702,-1360.69404,-150.57483440000001,9.802649007000001,4.748344371,0.17350993399999998,-0.013245033,-0.267549669
Doosan,64,81,0,0,1,5.08660819285949,-1.508,5.534337655675926,1.888583653863595,5.176149732573829,0.4181667930871693,0.0,1,0,5.657202933408424,1.507858119716809,1,1.0871835928751383,0.23219338654583938,0.0,0.005681818000000001,0.045454545,0.051136363,0.30405855,0.0,9.446230872000001,-27.41516966,-1.130405855,0.18629407899999997,0.904856953,-0.107784431,2.143712575,-0.15834996699999998
Duke Energy,58,66,1,0,0,5.528595406762846,37.48,7.400327315070346,6.433631172216713,3.091042453358316,0.06010392439470537,0.047619048,1,0,5.689232693754209,2.951929650746344,1,1.9727573990252762,0.04652001599852927,0.0,0.047619048,0.571428571,0.619047619,0.305555556,0.0,17.00966667,-58.72222222,4.805555556,22.61111111,17.75,0.027777778,0.25,0.111111111
E-Trade Financial,46,33,1,0,0,3.4585224482814247,8.46,6.521445529913714,4.508218659911641,4.02535169073515,0.15035080199870188,0.0,1,0,4.655690454568167,2.3044016239022946,1,0.7021970159897731,0.053109825744982866,0.0,0.0,0.10909090899999999,0.10909090899999999,0.666666667,0.0,11.73246569,-37.40196078,4.56372549,0.892156863,-0.25,0.0,-0.019607843,-0.058823529000000006
ENGIE,64,79,0,1,0,6.512042462316651,11.025,7.492582012049361,5.571279124843107,3.6888794541139363,0.10889408842961364,0.0,1,0,8.293902193232272,2.41178438461421,1,1.7613883714354568,0.2076393649657445,0.0,0.6410256419999999,0.846153846,1.4871794879999998,-0.08556149699999999,0.0,-1.4004385030000002,-1021.5106949999999,0.064171123,10.36898396,8.101604278,0.0,1.037433155,0.09625668400000001
Eiffage,71,92,0,1,0,5.348011883571888,8.115,5.913611107903118,4.394449154672439,2.833213344056216,0.04611768198228952,0.0,1,0,4.190601263630456,0.44628710262841953,2,1.5040773967762742,0.3629054936893685,0.0,0.25,0.25,0.5,0.0,0.0,-13.729000000000001,8.25,0.25,7.0,6.083333333,-0.166666667,-0.333333333,-0.25
Electronic Arts,59,68,1,0,0,3.991203803302587,28.3,4.723930521708934,5.8050747261380735,3.6888794541139363,0.10889408842961364,0.025641026,0,0,9.867040323198438,8.134189315145907,1,0.7058862065145901,0.07598590658767805,0.0,0.051282050999999995,0.10526315800000001,0.15654520900000002,0.06428571400000001,0.0,13.04598571,-7213.807143000001,1775.835714,4.871428571,4.521428571,-0.028571429,-0.028571429,0.19117647100000001
Emaar Properties,49,43,0,0,1,4.28040910529489,16.879,5.765723876196384,3.992865393272247,2.995732273553991,0.054532879361032086,1.0,1,0,5.292511069080298,0.35139788713418496,1,0.7444404749974959,0.0,0.0,0.0,0.10526315800000001,0.10526315800000001,0.20588235300000002,0.0,4.694941176,-214.4117647,-0.470588235,24.61764706,26.23529412,0.0,-0.117647059,0.0
Equinor,63,77,0,1,0,6.403143641682614,17.586,7.074650120197508,6.141865347775507,3.258096538021482,0.07115376055024646,0.04,1,0,7.24076438301896,3.147594622863237,1,0.8754687373538999,0.6931471805599453,0.0,0.0,0.64,0.64,0.368055556,0.0,10.09748611,-283.40972220000003,-5.993055556,-0.583333333,-2.583333333,0.0,-0.625,0.347222222
Eversource Energy,51,49,1,0,0,4.457365991219697,9.091000000000001,6.021605704019969,5.589418587045473,4.499809670330265,0.23312308807751472,0.528089888,1,0,4.82885291751852,2.728807061861678,2,1.8569999910929473,0.4458375635208541,0.033707865000000004,0.02247191,0.213483146,0.269662921,-0.080065359,0.0,-8.91261683,-15.13480392,1.501633987,8.285947712,7.000816993,0.9338235290000001,2.699346405,-0.403594771
Evonik,51,49,0,1,0,4.995318589984363,23.694000000000003,5.570251082031678,4.750481917148146,4.276666119016055,0.1901570522983911,0.478873239,1,0,5.483685919863016,1.612250853802288,1,2.2696544151781226,1.4993715056413772,0.0,0.056338028,0.18309859099999998,0.23943661899999996,0.115151515,0.0,9.152583332999999,-69.06969697,-2.490909091,-21.06363636,-15.953030300000002,0.206060606,-2.090909091,-0.674242424
Experian,70,91,0,1,0,3.9300593679142444,7.266,4.46900676117522,5.601454393554678,4.90527477843843,0.3330952811199394,0.02238806,1,0,4.149981642513379,2.2489323794702294,1,1.2696766910674089,0.9514849800708758,0.0,0.0,0.059701493,0.059701493,0.041619798,0.0,-2.441656918,-13.41957255,-5.176602925,-0.403824522,0.7604049490000001,-0.07086614200000001,-0.289088864,-0.622047244
Extra Space Storage,53,53,1,0,0,2.6539459421090092,4.1930000000000005,4.458061320949879,4.7472772026129215,5.049856007249537,0.37653541005241153,0.025806452,1,1,5.557002414452881,2.6876280268464408,1,0.8861640266302223,1.1282754806064912,0.058064516,0.058064516,0.86451613,0.9806451620000001,0.04727698,-0.02739726,1.186035082,-47.01536919,4.2948546610000005,8.874206482,7.271132643,0.096057467,0.520046776,-0.062312060999999995
ExxonMobil,47,36,1,0,0,7.848133562385352,143.4,8.1961528679501,7.584203809919031,3.9318256327243257,0.13757923591665921,0.1,1,0,8.248141817990815,5.035913101280524,1,0.7793248768009975,0.09531017980432493,0.0,0.0,0.14,0.14,-0.162790698,0.0,-4.989627907,4231.45515,142.0465116,1.843853821,1.3787375419999999,0.0,-0.209302326,-0.11627907
F.N.B.,48,38,1,0,0,2.7978909051019993,3.406,5.862181261343891,3.3130945001071823,4.30406509320417,0.19502324193752266,0.02739726,1,1,4.946328100511514,3.00187773496422,1,0.752965675661178,0.2738887502048618,0.0,0.0,0.082191781,0.082191781,-0.298701299,-0.03030303,-14.15521645,213.84848480000002,4.287878788,7.850649351,5.9393939389999995,0.0,0.49567099600000003,0.125541126
Facebook,65,82,1,0,0,6.599285294000058,209.58,7.233246010415482,8.672100727612584,4.454347296253507,0.2237333477500925,0.294117647,1,0,7.729874946693325,5.776157854428682,2,0.7503055944832274,0.2207878379991092,0.011764706000000002,0.0,0.43529411800000006,0.4470588240000001,-0.085382514,0.0,-5.645727459,-594.397541,-205.0348361,32.54508197,18.77185792,-0.042349727000000004,0.12636612,0.004098361
FedEx,66,84,1,0,0,6.547731878070505,-3.5,6.552707581787561,5.805707094378127,4.07753744390572,0.15793617294150092,0.310344828,1,0,8.304494897963567,6.616157504164457,2,0.7102416141056862,1.2428618974032037,0.017241378999999998,0.0,0.06896551699999999,0.08620689599999999,-0.037735849,0.0,-0.84954717,680.0226415,-223.9773585,10.25660377,9.067924527999999,-0.177358491,-0.037735849,0.366037736
Ferguson,67,87,0,1,0,5.4038928590966755,9.876,4.842847607079338,5.090370262115109,3.9512437185814275,0.14014663185093415,0.0,0,0,5.481128999485058,2.003068562911135,1,0.8131064957345764,0.46488852877127285,0.019607843,0.058823529,0.346938775,0.425370147,-0.152272727,0.0,-3.036027273,109.5,9.211363636,6.234090909,6.361363636,0.090909091,0.602272727,-0.059808612000000004
Ferrari,64,80,0,1,0,3.764914140389934,7.787999999999999,4.129389903964901,5.629238510035678,5.652489180268651,0.6085464113556385,0.035211268,1,0,12.287050403292705,6.320945601372472,1,1.3730021850144327,0.0035149423460409343,0.0,0.0,0.031690141,0.031690141,0.283088235,0.0,19.07356127,17829.15564,42.00980392,13.54411765,10.61519608,0.031862745,-0.292892157,0.083333333
Ferrovial,79,99,0,1,0,4.230622180514649,3.0,5.604404030675922,5.213793801477383,4.61512051684126,0.2584993058974545,0.52,1,0,6.236643525282804,2.0731719286662407,2,1.0986122886681098,1.5390154481375546,0.0,0.01,0.54,0.55,-0.042619542999999996,0.0,-2.2661112269999997,-375.7089397,-1.595634096,24.3014553,14.63513514,-0.362785863,-0.415800416,0.45945945899999996
Fifth Third Bank,65,82,1,0,0,4.516120369154581,17.68,7.525591456344307,4.8973919384819045,3.970291913552122,0.14270745227243467,0.0,1,0,4.5473780872004745,2.5515463275740764,1,0.9007865455256898,0.1596301455263101,0.0,0.0,0.019230768999999998,0.019230768999999998,-0.254901961,0.0,-13.91272549,-60.54901961,0.176470588,-30.80392157,-20.70588235,-0.058823529000000006,-0.470588235,-0.176470588
First Republic Bank,49,42,1,0,0,3.783734985126615,9.224,7.122987619025011,5.190954848219537,3.9318256327243257,0.13757923591665921,0.18,1,0,4.454347296253507,1.199964782928397,1,0.7701082216960737,0.1310282624064042,0.0,0.0,0.06,0.06,-0.19858156,0.0,-5.816,-13.82978723,-1.04964539,4.567375887,5.758865247999999,-0.08510638300000001,0.184397163,0.20567375899999998
Flex,67,87,0,0,1,5.523538757657212,-0.25,4.958288813724047,3.9158158036668422,5.645446897643238,0.6053309745095502,0.0,0,0,7.748906628643577,4.663907337299302,2,0.8801857273438036,0.47889257648599043,0.0,0.010638298000000001,0.032142857000000004,0.042781155,0.306608521,0.0,204.9563744,1557.916136,75.43844348,26.77457229,17.35726266,-0.539080845,-0.049647769,0.212233863
Foot Locker,47,36,1,0,0,4.395066248181685,4.98,4.203049479130317,3.3214324131932926,7.389563953677635,1.7531678600273786,0.012978986000000001,1,0,10.698049597926337,5.43074609652599,2,0.753699088203357,0.5260369081364583,0.008034610999999999,0.009270705,0.03399258399999999,0.051297899999999994,0.106393565,0.0,22.60619975,-14228.805190000001,-127.6127374,8.165892694,6.965689526,1.056596733,0.037897006000000004,0.102019239
Ford Motor,65,82,1,0,0,7.3130737096670275,-30.92,7.879480717744393,5.315371121113865,4.882801922586371,0.32673258698748375,0.007633588,1,0,11.190292382768023,6.645140601433908,1,1.5200642749209756,0.32329970783815476,0.0,0.0,0.06870229,0.06870229,0.29690346100000004,0.0,-39.1301776,-13063.20401,140.3843352,20.06739526,18.73224044,-0.032786885,-0.256830601,-0.290528233
Freddie Mac,25,81,1,0,0,6.677650051334376,72.14,10.000488574787623,2.451005098112319,3.4011973816621555,0.08208283105206769,0.620689655,1,0,3.8308877472052223,0.8668106746832491,1,0.7758388963574396,0.0339015520423481,0.0,0.0,0.068965518,0.068965518,-0.333333333,0.0,-10.12896296,22.44444444,1.203703704,21.16666667,18.7037037,0.0,-0.185185185,-0.037037037
Garmin,49,43,0,1,0,3.675794214565281,9.735,4.119687369893896,5.050048296453091,5.529429087511423,0.55412242931762,0.0,1,0,8.315913457127586,3.5629457620131735,1,0.7436433443983412,0.23344883460985003,0.0,0.0,0.023904382000000002,0.023904382000000002,-0.17551020399999998,0.0,-6.521314286,21.59795918,-0.444217687,7.544217687000001,6.753061224,-0.024489796,-0.10612244900000001,0.41360544200000005
Geberit,77,98,0,1,0,3.4663607075685685,6.5089999999999995,3.675540889674756,5.091170188318427,1.9459101490553132,0.017544309607431332,0.166666667,1,0,3.4914442594084107,0.8472978602443463,1,2.178532444286331,0.15415068011297248,0.0,0.5,0.5,1.0,0.333333333,0.0,7.210666667000001,-1.0,-1.333333333,0.333333333,-0.333333333,0.0,4.333333333,-0.333333333
General Electric,66,84,1,0,0,6.908245158971339,63.03,7.871391322204608,6.3899050402791815,3.1780538303479458,0.06564410475471304,0.086956522,1,0,7.803559323628458,3.6888794541139363,1,1.246532418869732,0.36101334574945176,0.0,0.0,0.043478261,0.043478261,-0.318181818,0.0,-5.109318182,1348.318182,2.090909091,43.13636364,34.77272727,0.0,-1.545454545,0.590909091
General Mills,71,92,1,0,0,5.12782556150766,21.256999999999998,5.715348661027566,5.897208811182262,4.68213122712422,0.27431884441988286,0.056074766,1,0,6.859791408852738,5.070724679993616,2,1.2514269630087755,0.6501811444325994,0.0,0.009345794000000001,0.093457944,0.102803738,-0.054639175,0.0,0.35905360799999997,-103.4350515,-150.34020619999998,64.60412371,43.31649485,-0.274226804,-1.428865979,-0.569072165
General Motors,67,85,1,0,0,7.225022852348176,67.32,7.732531418687052,5.76913316589433,3.8501476017100584,0.12724322660863274,0.043478261,1,0,7.364959958748003,4.415167027128867,1,0.853489830653643,0.02150620479543172,0.0,0.086956522,0.23913043499999997,0.32608695699999996,0.133333333,0.0,-62.85960556,-178.31666669999998,-26.31666667,9.861111111,7.2,0.2,-0.316666667,0.1
Generali Group,78,98,0,1,0,6.824351930676353,29.895,8.663314003691042,5.418896489506421,3.9889840465642745,0.14526173250440005,0.188679245,1,0,5.492051538496548,1.6644976896314134,2,1.2923982753631265,0.24921579168280847,0.0,0.33962264200000003,0.8867924540000002,1.2264150960000002,-0.064102564,0.0,-4.725584046,-18.16666667,0.048433048,14.69230769,9.48005698,-0.18091168100000002,0.40170940200000005,0.123931624
Genting,60,70,0,0,1,3.9736823858148735,4.817,5.527482750180741,3.6464937376174986,5.049856007249537,0.37653541005241153,0.464516129,1,0,5.938574052611998,2.064819022845027,1,1.6016658526709227,1.171182981622945,0.006451613,0.0,0.045161291,0.051612904,-0.277146465,0.0,-94.85687437,98.01704545,-0.364267677,-9.243055556,-7.402777778,-0.055555556,0.237373737,-0.634469697
Globe Life,50,46,1,0,0,3.844386356712335,7.41,5.5636387927611155,4.49345619635809,4.836281906951478,0.31388444453761527,0.096,1,0,7.464995676481649,3.153761137778901,1,0.7626732432085556,0.2956502421009577,0.0,0.0,0.016,0.016,-0.12605042,0.0,-2.56402521,-522.4243696999999,-14.27591036,-5.894957982999999,-5.130252101,-0.092436975,-0.151260504,-0.18627451
